"ID","管理番号","フラグ","備考","経度","緯度","分類"
"16","108","","","139.666444734341","35.6808077757563","初期消火機器設置箇所（大型消火器）"
"105","25","","","139.685229289362","35.7014049203998","初期消火機器設置箇所（大型消火器）"
"106","21","","","139.680893973028","35.6977455299515","初期消火機器設置箇所（大型消火器）"
"117","41","","","139.673659946901","35.7003613296353","初期消火機器設置箇所（大型消火器）"
"118","208","","","139.674712675312","35.698803711596","初期消火機器設置箇所（大型消火器）"
"144","403","","管理番号28となっていたがそれは誤り。403が正しい。","139.6827225329","35.7026090565187","初期消火機器設置箇所（大型消火器）"
"145","78","","","139.685787146225","35.7029971417719","初期消火機器設置箇所（大型消火器）"
"160","53","","","139.682634685766","35.7085605163039","初期消火機器設置箇所（大型消火器）"
"167","233","","","139.68525837898","35.7076796049651","初期消火機器設置箇所（大型消火器）"
"170","54","","","139.692073426021","35.7101639657521","初期消火機器設置箇所（大型消火器）"
"187","230","","","139.661132084836","35.7034361353121","初期消火機器設置箇所（大型消火器）"
"192","403","","","139.66130964294","35.7062993190677","初期消火機器設置箇所（大型消火器）"
"195","356","","","139.671464137604","35.7090269916311","初期消火機器設置箇所（大型消火器）"
"196","357","","","139.671459187897","35.7090021214618","初期消火機器設置箇所（大型消火器）"
"226","301","","","139.670786285722","35.7151247404487","初期消火機器設置箇所（大型消火器）"
"260","295","","","139.66550653417","35.7204773020334","初期消火機器設置箇所（大型消火器）"
"262","309","","","139.668224574289","35.7230868304865","初期消火機器設置箇所（大型消火器）"
"268","69","","","139.660608753429","35.7180321614105","初期消火機器設置箇所（大型消火器）"
"279","365","","","139.670136743","35.7234278391873","初期消火機器設置箇所（大型消火器）"
"280","2","","","139.67192131178","35.7287520152387","初期消火機器設置箇所（大型消火器）"
"281","67","","","139.672541195284","35.7301187779703","初期消火機器設置箇所（大型消火器）"
"282","369","","","139.672638799146","35.7301297413976","初期消火機器設置箇所（大型消火器）"
"290","371","","","139.665613982064","35.7250793138032","初期消火機器設置箇所（大型消火器）"
"310","257","","","139.653952862343","35.7129981111273","初期消火機器設置箇所（大型消火器）"
"315","174","","","139.653909745295","35.7201436300524","初期消火機器設置箇所（大型消火器）"
"384","153","","","139.63962776526","35.723346333831","初期消火機器設置箇所（大型消火器）"
"389","130","","","139.638137910765","35.7258989896958","初期消火機器設置箇所（大型消火器）"
"401","389","","","139.630059510493","35.7347165561862","初期消火機器設置箇所（大型消火器）"
"279","279","","","139.669006895646","35.6966444864983","初期消火機器設置箇所（大型消火器）"
