"管理番号","設置形式","設置本数","調査結果","緯度","経度","経度","緯度","分類"
"野9-020","建柱式","1","点検済","35.71322258","139.658004642","139.65800115822","35.7132225458875","点検済"
"野8-039","壁掛式","1","点検済","35.7122436033","139.658028882","139.658025407249","35.7122435659219","点検済"
"桃9-116","建柱式","1","点検済","35.7052491951","139.658093154","139.658089741457","35.7052491347561","点検済"
"江9-327","建柱式","1","点検済","35.7252071031","139.658065247","139.658061653268","35.725207110749","点検済"
"新9-179","建柱式","1","点検済","35.7176999326","139.658087594","139.658084070021","35.7176999137106","点検済"
"野9-181","建柱式","1","点検済","35.7135273867","139.658114165","139.658110678383","35.7135273537148","点検済"
"江9-330","建柱式","1","点検済","35.7254758923","139.658115614","139.658112017481","35.725475900892","点検済"
"新9-221","建柱式","1","点検済","35.720542683","139.658135487","139.658131936265","35.720542674268","点検済"
"新9-176","建柱式","1","点検済","35.7164892499","139.658165111","139.65816159779","35.7164892268556","点検済"
"野9-105","建柱式","1","点検済","35.7181135115","139.658169746","139.658166217703","35.7181134941911","点検済"
"野8-055","建柱式","1","点検済","35.7103053415","139.658197761","139.658194302136","35.7103052978429","点検済"
"野8-056","壁掛式","1","点検済","35.711040378","139.658227265","139.658223799744","35.7110403369122","点検済"
"野9-109-2","建柱式","2","点検済","35.7183849268","139.658222571","139.658219039888","35.7183849105433","点検済"
"野9-109-1","建柱式","2","点検済","35.7183745829","139.658223242","139.658219710532","35.7183745665486","点検済"
"江7-067","建柱式","1","点検済","35.7229885165","139.658217404","139.658213829979","35.7229885165743","点検済"
"新9-223","建柱式","1","点検済","35.7216716418","139.658260971","139.658257408999","35.7216716372602","点検済"
"桃9-041","建柱式","1","点検済","35.7062031684","139.658298343","139.658294920891","35.7062031114777","点検済"
"野9-008","建柱式","1","点検済","35.7115843007","139.660355598","139.660352116228","35.7115842642681","点検済"
"野9-023-2","建柱式","2","点検済","35.7143103298","139.658302557","139.658299062393","35.7143102996758","点検済"
"野9-023-1","建柱式","2","点検済","35.714328357","139.658302518","139.658299023232","35.7143283269359","点検済"
"新9-220","建柱式","1","点検済","35.7211399809","139.658288661","139.658285103793","35.721139974511","点検済"
"野9-094","建柱式","1","点検済","35.7157846153","139.658311249","139.658307741241","35.7157845901017","点検済"
"野8-058","建柱式","1","点検済","35.7106919171","139.658347964","139.658344501594","35.7106918749706","点検済"
"桃9-037","建柱式","1","点検済","35.7057305392","139.65839088","139.658387460815","35.7057304808904","点検済"
"新9-225","建柱式","1","点検済","35.7220994287","139.658355585","139.658352018441","35.7220994258201","点検済"
"野8-037","建柱式","1","点検済","35.7120988188","139.658385515","139.65838203981","35.7120987814178","点検済"
"野9-093","建柱式","1","点検済","35.7160249654","139.658385494","139.658381983693","35.7160249411019","点検済"
"野8-036","建柱式","1","点検済","35.7121389545","139.65844311","139.658439633928","35.7121389173253","点検済"
"新9-178","建柱式","1","点検済","35.7173430295","139.658442569","139.658439046353","35.7173430098237","点検済"
"新7-164","建柱式","1","点検済","35.717110667","139.658447318","139.658443797498","35.7171106465032","点検済"
"新8-113","建柱式","1","点検済","35.7224015479","139.658439159","139.658435589511","35.7224015461923","点検済"
"野9-018","建柱式","1","点検済","35.7131354673","139.658498168","139.658494682757","35.7131354335479","点検済"
"野8-046","建柱式","1","点検済","35.7116937382","139.658506215","139.658502742163","35.7116936996201","点検済"
"野9-133","建柱式","1","点検済","35.7193839717","139.658492303","139.658488761","35.719383959356","点検済"
"野9-024-2","建柱式","2","点検済","35.7138538099","139.658527874","139.658524382215","35.7138537785545","点検済"
"野9-024-1","建柱式","2","点検済","35.7138718371","139.658527835","139.658524343055","35.7138718058146","点検済"
"野8-057","建柱式","1","点検済","35.710909774","139.658565392","139.658561926197","35.7109097328911","点検済"
"江7-080","建柱式","1","点検済","35.7229536457","139.658539296","139.658535720355","35.7229536461335","点検済"
"野9-021","建柱式","1","点検済","35.7132835589","139.65857327","139.658569782883","35.7132835256873","点検済"
"新9-180","建柱式","1","点検済","35.7178913744","139.658563929","139.658560400545","35.7178913568407","点検済"
"新9-172","建柱式","1","点検済","35.7158664054","139.65857327","139.658569759908","35.7158663808232","点検済"
"新9-227","建柱式","1","点検済","35.7212309985","139.658591451","139.658587891151","35.7212309928751","点検済"
"新9-177","建柱式","1","点検済","35.7170602782","139.65861475","139.658611229033","35.7170602577489","点検済"
"新9-173","建柱式","1","点検済","35.7162190216","139.658664099","139.658660585424","35.7162189983201","点検済"
"野8-024","建柱式","1","点検済","35.7102418051","139.658680752","139.658677291517","35.7102417619183","点検済"
"江9-322","建柱式","1","点検済","35.7235778831","139.658673002","139.658669419701","35.7235778859593","点検済"
"野8-052","建柱式","1","点検済","35.7107896781","139.658733233","139.65872976736","35.7107896368146","点検済"
"新9-185","建柱式","1","点検済","35.7191961068","139.658726156","139.658722614166","35.719196094093","点検済"
"野14-002","建柱式","1","点検済","35.7124491975","139.658744075","139.658740594531","35.7124491617608","点検済"
"野8-029","建柱式","1","点検済","35.711747314","139.658759212","139.658755737696","35.7117472759413","点検済"
"新9-219","建柱式","1","点検済","35.7199716379","139.658745285","139.658741736036","35.7199716280075","点検済"
"新7-165","建柱式","1","点検済","35.7182557974","139.65875406","139.658750527056","35.7182557814001","点検済"
"新9-184","建柱式","1","点検済","35.7187070531","139.658774368","139.658770830714","35.7187070387378","点検済"
"野7-035","建柱式","1","点検済","35.709883822","139.658799685","139.658796227064","35.7098837777836","点検済"
"江9-102","建柱式","1","点検済","35.7226116827","139.658773094","139.658769520556","35.7226116822449","点検済"
"桃9-039","建柱式","1","点検済","35.7059984354","139.658814669","139.658811245224","35.7059983785283","点検済"
"野9-012","建柱式","1","点検済","35.7142186502","139.658808699","139.658805202429","35.7142186204451","点検済"
"新9-202","建柱式","1","点検済","35.7197620355","139.658835298","139.658831750476","35.7197620249874","点検済"
"桃9-110","建柱式","1","点検済","35.7053169413","139.660996365","139.660992936176","35.7053168855525","点検済"
"新9-188","建柱式","1","点検済","35.7191090006","139.658860266","139.658856724663","35.7191089877926","点検済"
"野9-016","建柱式","1","点検済","35.7136889947","139.658879335","139.658875842757","35.7136889632737","点検済"
"桃9-115","建柱式","1","点検済","35.7051098007","139.658900499","139.658897083372","35.7051097412","点検済"
"新9-228","建柱式","1","点検済","35.722408406","139.658865064","139.658861491493","35.7224084049762","点検済"
"野9-254","建柱式","1","点検済","35.7122427624","139.658898828","139.658895348527","35.712242726179","点検済"
"野9-013","建柱式","1","点検済","35.7145227259","139.658895135","139.658891635172","35.714522697248","点検済"
"新9-233","建柱式","1","点検済","35.7223294052","139.661016611","139.661013026305","35.7223294070878","点検済"
"新9-217","建柱式","1","点検済","35.7203378923","139.658901516","139.658897962692","35.7203378839374","点検済"
"桃9-038","建柱式","1","点検済","35.7058633984","139.658959508","139.65895608495","35.7058633413337","点検済"
"野9-015","建柱式","1","点検済","35.7149534091","139.65895252","139.658949016095","35.7149533819861","点検済"
"新9-218","建柱式","1","点検済","35.7209907651","139.658953469","139.658949909262","35.7209907591438","点検済"
"江7-066","建柱式","1","点検済","35.7231580782","139.658970438","139.658966857824","35.723158080011","点検済"
"江9-331","建柱式","1","点検済","35.7257309762","139.658967555","139.658963950336","35.7257309869113","点検済"
"江9-299","建柱式","1","点検済","35.726308795","139.661075025","139.661071401992","35.7263088109777","点検済"
"江9-324","建柱式","1","点検済","35.7238920776","139.659005105","139.659001518219","35.7238920820936","点検済"
"江9-325","建柱式","1","点検済","35.7242617116","139.659007788","139.659004196942","35.7242617174119","点検済"
"野9-011","建柱式","1","点検済","35.7139201061","139.659073905","139.659070409633","35.7139200757035","点検済"
"新9-165","建柱式","1","点検済","35.7176799423","139.659075828","139.659072298636","35.717679924684","点検済"
"新9-182","建柱式","1","点検済","35.7182031507","139.659079361","139.659075826703","35.7182031349595","点検済"
"野96-006","建柱式","1","点検済","35.7128262164","139.659104347","139.65910086144","35.7128261824457","点検済"
"新8-111","建柱式","1","点検済","35.7210602516","139.659094909","139.659091347774","35.7210602460972","点検済"
"桃9-036","建柱式","1","点検済","35.7061977234","139.659188837","139.659185409633","35.706197667728","点検済"
"野7-034","建柱式","1","点検済","35.7098941432","139.659197433","139.659193972834","35.7098940995484","点検済"
"新9-229","建柱式","1","点検済","35.7213337399","139.659185181","139.659181616671","35.7213337355067","点検済"
"野8-008","建柱式","1","点検済","35.7146348815","139.659201577","139.659198074868","35.714634853671","点検済"
"野8-022","壁掛式","1","点検済","35.7104871956","139.659222364","139.659218898839","35.7104871539407","点検済"
"新9-181","建柱式","1","点検済","35.7178230846","139.659227729","139.659224197278","35.7178230676811","点検済"
"野9-017","建柱式","1","点検済","35.7144726369","139.659250528","139.659247026359","35.714472608577","点検済"
"野8-027","建柱式","1","点検済","35.7115394035","139.659270837","139.659267361774","35.7115393654304","点検済"
"野12-005","建柱式","1","点検済","35.7122991805","139.659286737","139.659283255357","35.7122991449776","点検済"
"桃9-040","建柱式","1","点検済","35.7057479634","139.659203589","139.659319092149","35.7056894894476","点検済"
"野9-004","建柱式","1","点検済","35.7139485122","139.6593075","139.659304003098","35.7139484822097","点検済"
"野8-012","建柱式","1","点検済","35.7152751456","139.659322947","139.659319438449","35.7152751200967","点検済"
"新9-216","建柱式","1","点検済","35.7196695964","139.659354969","139.659330847009","35.7196695565193","点検済"
"野8-025","建柱式","1","点検済","35.7112124301","139.659361839","139.65935836649","35.7112123910262","点検済"
"桃9-117","建柱式","1","点検済","35.7054996686","139.65937525","139.6593718284","35.7054996110267","点検済"
"鍋8-120-1","建柱式","2","点検済","35.6954020817","139.661363858","139.661360513391","35.695401996294","点検済"
"野8-028","建柱式","1","点検済","35.7120879296","139.659426212","139.65942273135","35.7120878935323","点検済"
"新9-183","建柱式","1","点検済","35.7185641548","139.659430804","139.659427264306","35.7185641408365","点検済"
"野8-013","建柱式","1","点検済","35.7160253806","139.659466445","139.65946292915","35.7160253577151","点検済"
"野8-009","建柱式","1","点検済","35.7152511903","139.659475833","139.659472323733","35.7152511648527","点検済"
"江7-079","建柱式","1","点検済","35.7231703834","139.659491024","139.659487440546","35.7231703860393","点検済"
"南8-359","建柱式","1","点検済","35.6853379952","139.661441603","139.661438340027","35.6853378796439","点検済"
"野9-010","建柱式","1","点検済","35.7132683142","139.65954423","139.659540737375","35.7132682822259","点検済"
"南8-116","建柱式","1","点検済","35.6822698","139.65964213","139.659638901134","35.6822696719263","点検済"
"南8-381","壁掛式","1","点検済","35.6856735277","139.659642039","139.659638783219","35.6856734095513","点検済"
"野96-002","建柱式","1","点検済","35.7156669475","139.659578127","139.659574613283","35.7156669235985","点検済"
"野14-003","建柱式","1","点検済","35.7126863024","139.659587412","139.659583924825","35.7126862685755","点検済"
"野8-017","建柱式","1","点検済","35.7162426098","139.659592509","139.659588990336","35.7162425878659","点検済"
"新53-001","建柱式","1","点検済","35.7199724364","139.659601897","139.659598343044","35.7199724277056","点検済"
"江9-329","建柱式","1","点検済","35.7252421316","139.659595191","139.659591587864","35.7252421417538","点検済"
"桃9-111-1","建柱式","2","点検済","35.7055258049","139.661459327","139.661455893614","35.705525750526","点検済"
"野9-255","建柱式","1","点検済","35.7124751488","139.65962788","139.659624394489","35.7124751143256","点検済"
"桃9-113","建柱式","1","点検済","35.7050096109","139.659664929","139.659661509825","35.7050095522165","点検済"
"南8-120","建柱式","1","点検済","35.6834255449","139.659713003","139.65970976498","35.6834254201494","点検済"
"新8-114","建柱式","1","点検済","35.7217713197","139.659657997","139.659654425737","35.7217713175671","点検済"
"江9-332","建柱式","1","点検済","35.7256427884","139.659652859","139.659649251247","35.725642799932","点検済"
"新9-166","建柱式","1","点検済","35.7180569527","139.659703176","139.659699639541","35.7180569372916","点検済"
"桃9-102","建柱式","1","点検済","35.7043838751","139.661575143","139.66157171951","35.704383817372","点検済"
"南8-121","建柱式","1","点検済","35.6836226124","139.659817567","139.659814326809","35.6836224884497","点検済"
"新9-189","建柱式","1","点検済","35.7193665431","139.659744421","139.659740871937","35.7193665324536","点検済"
"江7-078","建柱式","1","点検済","35.7232278159","139.659758567","139.659754981377","35.7232278191488","点検済"
"新9-211","建柱式","1","点検済","35.7212953369","139.659772217","139.659768649825","35.7212953331757","点検済"
"野96-001","建柱式","1","点検済","35.7160531467","139.659790322","139.659786803846","35.7160531244183","点検済"
"野8-023","建柱式","1","点検済","35.7106069795","139.659803063","139.659799592892","35.7106069390422","点検済"
"鍋14-003","建柱式","1","点検済","35.695150378","139.661689116","139.661685771792","35.6951502924516","点検済"
"江9-304","建柱式","1","点検済","35.7257488479","139.65979342","139.659789810396","35.7257488600134","点検済"
"新9-163","建柱式","1","点検済","35.7169149824","139.659815133","139.659811606317","35.7169149629928","点検済"
"江9-321","建柱式","1","点検済","35.7242588659","139.659800991","139.659797395376","35.724258872919","点検済"
"野8-021","建柱式","1","点検済","35.7101321985","139.659839272","139.659835806757","35.7101321565179","点検済"
"野8-051","建柱式","1","点検済","35.7101539775","139.659839272","139.659835806563","35.7101539355969","点検済"
"野8-020","建柱式","1","点検済","35.7113919474","139.659847437","139.659843959966","35.7113919096077","点検済"
"新9-169","建柱式","1","点検済","35.7176076388","139.659886583","139.659883049751","35.7176076220268","点検済"
"新57-005","建柱式","1","点検済","35.7191526247","139.6599003","139.65989675206","35.7191526135032","点検済"
"江9-101","建柱式","1","点検済","35.723051416","139.659894317","139.65989073222","35.723051418819","点検済"
"野8-026","建柱式","1","点検済","35.7114062604","139.659919739","139.659916261215","35.7114062227367","点検済"
"江7-065","建柱式","1","点検済","35.7233966955","139.659909662","139.659906073861","35.7233966995842","点検済"
"野7-058","建柱式","1","点検済","35.7133902717","139.659949243","139.659945747634","35.7133902407325","点検済"
"野9-256","建柱式","1","点検済","35.712750002","139.659953369","139.659949879262","35.7127499688757","点検済"
"新9-196","建柱式","1","点検済","35.7201812354","139.661804539","139.661800970216","35.7201812306208","点検済"
"新9-213","建柱式","1","点検済","35.7200355244","139.659977975","139.659974418257","35.7200355164897","点検済"
"南8-118","壁掛式","1","点検済","35.6825650082","139.660072625","139.660069391094","35.6825648817604","点検済"
"新8-110","建柱式","1","点検済","35.7207192438","139.659997033","139.659993469673","35.7207192383781","点検済"
"野8-014","建柱式","1","点検済","35.7154842104","139.660020322","139.660016807077","35.7154841864476","点検済"
"新9-154","建柱式","1","点検済","35.7194092314","139.661853288","139.661849726355","35.719409223873","点検済"
"野8-005-2","建柱式","2","点検済","35.714113302","139.660051838","139.660048335108","35.714113273553","点検済"
"野8-005-1","建柱式","2","点検済","35.7141236465","139.660055861","139.660052358307","35.7141236181049","点検済"
"南8-380","建柱式","1","点検済","35.6856639697","139.660168909","139.660165650402","35.6856638525764","点検済"
"新9-261","建柱式","1","点検済","35.7196076822","139.660131633","139.660128079697","35.719607672945","点検済"
"南8-117","建柱式","1","点検済","35.6820216104","139.660220906","139.660217675601","35.6820214828108","点検済"
"野53-001","建柱式","1","点検済","35.7109276729","139.660178572","139.660175097262","35.7109276339692","点検済"
"野11-001","建柱式","1","点検済","35.7117546855","139.660182163","139.660178680911","35.7117546493631","点検済"
"新9-186","建柱式","1","点検済","35.7186320926","139.660177231","139.660173686236","35.7186320799061","点検済"
"南8-379","建柱式","1","点検済","35.6850824031","139.660260379","139.6602571249","35.6850822843902","点検済"
"新7-170","建柱式","1","点検済","35.7202174196","139.660185277","139.660181717787","35.7202174126445","点検済"
"江9-320","建柱式","1","点検済","35.7237810238","139.660185277","139.660181684","35.7237810296471","点検済"
"江9-305","建柱式","1","点検済","35.726234407","139.660183424","139.660179807365","35.7262344213164","点検済"
"桃9-093","建柱式","1","点検済","35.7053078777","139.660240632","139.660237207226","35.705307820795","点検済"
"野8-004","建柱式","1","点検済","35.7135296516","139.660229534","139.660226035697","35.7135296214111","点検済"
"野7-033","建柱式","1","点検済","35.70991626","139.660238819","139.660235353038","35.7099162178105","点検済"
"江9-314","建柱式","1","点検済","35.7252345104","139.660206735","139.660203127772","35.7252345214757","点検済"
"野9-014","建柱式","1","点検済","35.7149103699","139.660241604","139.660238093229","35.7149103444038","点検済"
"野96-003","建柱式","1","点検済","35.7158108729","139.660256356","139.660252837247","35.7158108503846","点検済"
"新9-209","建柱式","1","点検済","35.7214422784","139.660245803","139.660242231352","35.7214422759443","点検済"
"南8-109","建柱式","1","点検済","35.6825827761","139.66033944","139.660336204791","35.6825826502808","点検済"
"南8-119","建柱式","1","点検済","35.68217616","139.660343337","139.660340104775","35.6821760330811","点検済"
"新9-187","建柱式","1","点検済","35.7187039556","139.660268426","139.66026488014","35.718703943325","点検済"
"野8-006","建柱式","1","点検済","35.7145434148","139.660279155","139.660275647229","35.7145433880787","点検済"
"桃9-112","建柱式","1","点検済","35.7049232148","139.660300811","139.66029738935","35.7049231567858","点検済"
"野8-034","建柱式","1","点検済","35.7145684593","139.660291895","139.660288387428","35.7145684326498","点検済"
"桃9-058","建柱式","1","点検済","35.70309509","139.66211915","139.662115735412","35.703095029203","点検済"
"桃9-056","建柱式","1","点検済","35.7018895063","139.662123173","139.662119769544","35.7018894418655","点検済"
"新9-259","建柱式","1","点検済","35.7170029053","139.660341872","139.660338341929","35.7170028869628","点検済"
"野9-008","建柱式","1","点検済","35.7115843007","139.660355598","139.660352116228","35.7115842642681","点検済"
"新9-191","建柱式","1","点検済","35.71942476","139.660359621","139.660356067881","35.7194247504691","点検済"
"野8-011","建柱式","1","点検済","35.7115862064","139.660378732","139.660375250139","35.7115861699338","点検済"
"江9-319","建柱式","1","点検済","35.7242949187","139.660352916","139.660349316157","35.7242949266913","点検済"
"新9-231","建柱式","1","点検済","35.7215174892","139.660359198","139.660355624965","35.7215174871814","点検済"
"南8-115","建柱式","1","点検済","35.6817469194","139.660446122","139.660442892661","35.6817467915412","点検済"
"野96-004","建柱式","1","点検済","35.7164837935","139.660383761","139.660380235452","35.7164837733961","点検済"
"江9-099","建柱式","1","点検済","35.7229520724","139.660378844","139.660375257225","35.722952075589","点検済"
"南8-122","建柱式","1","点検済","35.6834446348","139.660493731","139.660490488989","35.6834445117132","点検済"
"鍋9-100","建柱式","1","点検済","35.697895812","139.662247896","139.662244526161","35.6978957357619","点検済"
"桃9-114","建柱式","1","点検済","35.705280289","139.660474495","139.660471069244","35.7052802323589","点検済"
"新9-168","建柱式","1","点検済","35.7172966846","139.660462786","139.660459252461","35.7172966674863","点検済"
"江9-100","建柱式","1","点検済","35.7234534418","139.660480513","139.660476920843","35.7234534469529","点検済"
"新55-002","建柱式","1","点検済","35.7194616221","139.660516084","139.660512529579","35.7194616128816","点検済"
"江9-095","建柱式","1","点検済","35.7228871435","139.662213027","139.662209430216","35.7228871492348","点検済"
"江9-318","建柱式","1","点検済","35.7246465864","139.660537988","139.660534384093","35.7246465959627","点検済"
"江9-306","建柱式","1","点検済","35.7261425178","139.66054067","139.66053705212","35.7261425323813","点検済"
"野8-016","建柱式","1","点検済","35.7159284711","139.660590291","139.660586769369","35.7159284494061","点検済"
"野9-005","建柱式","1","点検済","35.7104490825","139.660631865","139.66062839242","35.7104490425872","点検済"
"江9-337","建柱式","1","点検済","35.7237832013","139.660610408","139.660606811503","35.7237832078305","点検済"
"桃9-064-1","建柱式","2","点検済","35.7032671126","139.662336296","139.662332878576","35.7032670526869","点検済"
"野8-015","建柱式","1","点検済","35.7104490825","139.660668746","139.660665272594","35.7104490426364","点検済"
"野8-002","建柱式","1","点検済","35.7135911746","139.660669416","139.660665915019","35.7135911452577","点検済"
"新9-206","建柱式","1","点検済","35.7207491562","139.660654223","139.660650655525","35.7207491518336","点検済"
"新9-164","建柱式","1","点検済","35.7179590359","139.660677304","139.660673762953","35.7179590214723","点検済"
"南9-208","建柱式","1","点検済","35.6842191623","139.660759022","139.660755771785","35.6842190420223","点検済"
"南8-111","建柱式","1","点検済","35.6837634977","139.66076619","139.660762943412","35.6837633760696","点検済"
"江9-303","建柱式","1","点検済","35.7266509539","139.660674781","139.660671156905","35.7266509703408","点検済"
"新9-161","建柱式","1","点検済","35.7190806911","139.66071099","139.660707438508","35.7190806807501","点検済"
"鍋8-115","建柱式","1","点検済","35.6969689675","139.662426263","139.662422899864","35.6969688888271","点検済"
"南8-113","建柱式","1","点検済","35.6813939731","139.660804197","139.660800968164","35.6813938449781","点検済"
"南8-108","建柱式","1","点検済","35.6819424554","139.660815597","139.660812363441","35.6819423287822","点検済"
"新9-170","建柱式","1","点検済","35.7176265245","139.660818126","139.660814587325","35.7176265090607","点検済"
"野9-009","建柱式","1","点検済","35.7122708685","139.660834372","139.660830881794","35.7122708349992","点検済"
"野96-005","建柱式","1","点検済","35.7170075352","139.660826325","139.660822792596","35.7170075175416","点検済"
"新9-037","建柱式","1","点検済","35.7116973654","139.66246544","139.662461946041","35.7116973321164","点検済"
"桃7-023","建柱式","1","点検済","35.7016425434","139.660881693","139.660878297688","35.7016424761399","点検済"
"野8-033","建柱式","1","点検済","35.7122730464","139.660870582","139.660867091399","35.7122730128972","点検済"
"新57-006","建柱式","1","点検済","35.7138204476","139.660886009","139.66088250459","35.7138204192874","点検済"
"新9-207","壁掛式","1","点検済","35.720027966","139.660874605","139.660871043284","35.7200279593133","点検済"
"江7-077","建柱式","1","点検済","35.7235992","139.660869241","139.660865644843","35.7235992062404","点検済"
"南8-114","建柱式","1","点検済","35.6815488834","139.660977687","139.660974455857","35.681548756071","点検済"
"野8-003","壁掛式","1","点検済","35.7137539655","139.660908803","139.660905299404","35.713753936983","点検済"
"江9-307","建柱式","1","点検済","35.7262519091","139.660890444","139.660886822706","35.726251924597","点検済"
"鍋8-113","建柱式","1","点検済","35.6958865566","139.662593884","139.662590528907","35.6958864749739","点検済"
"江13-001","建柱式","1","点検済","35.7237156979","139.660949707","139.66094610951","35.7237157047099","点検済"
"桃9-110","建柱式","1","点検済","35.7053169413","139.660996365","139.660992936176","35.7053168855525","点検済"
"野7-042","建柱式","1","点検済","35.7099318117","139.660999429","139.660995958811","35.7099317705765","点検済"
"鍋8-124-1","建柱式","2","点検済","35.6967339414","139.661053809","139.661050454863","35.6967338594519","点検済"
"鍋8-124-2","建柱式","2","点検済","35.6967519687","139.661053771","139.661050416713","35.6967518868066","点検済"
"桃9-106","建柱式","1","点検済","35.7048122781","139.661043438","139.66104001345","35.7048122208696","点検済"
"新7-161","建柱式","1","点検済","35.7182858425","139.661016762","139.661013216168","35.7182858297447","点検済"
"南8-105","建柱式","1","点検済","35.6836696833","139.661098557","139.661095309323","35.683669562053","点検済"
"新9-233","建柱式","1","点検済","35.7223294052","139.661016611","139.661013026305","35.7223294070878","点検済"
"南8-378","建柱式","1","点検済","35.6850481231","139.660826695","139.661103179514","35.6846889841582","点検済"
"野9-001","建柱式","1","点検済","35.7116556257","139.661058336","139.661054850542","35.7116555903671","点検済"
"野9-003","建柱式","1","点検済","35.7116556257","139.661080465","139.661076978646","35.7116555903965","点検済"
"桃9-060","建柱式","1","点検済","35.7033993421","139.661111832","139.661108419756","35.70339928063","点検済"
"桃9-055","建柱式","1","点検済","35.7024243246","139.661122755","139.661119351439","35.7024242601503","点検済"
"新9-116-2","建柱式","2","点検済","35.7122172347","139.661103156","139.661099664769","35.7122172013329","点検済"
"新9-116-1","建柱式","2","点検済","35.7121992075","139.661103195","139.661099703931","35.7121991740729","点検済"
"江9-299","建柱式","1","点検済","35.726308795","139.661075025","139.661071401992","35.7263088109777","点検済"
"新9-199","壁掛式","1","点検済","35.7201063606","139.661101252","139.661097687877","35.72010635458","点検済"
"野8-001","建柱式","1","点検済","35.7130940888","139.661117345","139.661113845927","35.7130940583329","点検済"
"南8-358-1","建柱式","2","点検済","35.6845824502","139.661212372","139.661209116359","35.6845823319188","点検済"
"南8-358-2","建柱式","2","点検済","35.6846004775","139.661212334","139.661209078214","35.6846003592728","点検済"
"桃9-059-2","建柱式","2","点検済","35.7027738206","139.661179036","139.661175628916","35.7027737573056","点検済"
"桃9-059-1","建柱式","2","点検済","35.7027629301","139.661180377","139.661176970111","35.7027628667637","点検済"
"江9-308","建柱式","1","点検済","35.7258256962","139.661141485","139.661137866144","35.7258257107377","点検済"
"江9-315","建柱式","1","点検済","35.7250945072","139.661144055","139.661140443115","35.7250945192839","点検済"
"鍋8-121-2","建柱式","2","点検済","35.6958248279","139.661213905","139.661210557258","35.6958247435384","点検済"
"新9-157","壁掛式","1","点検済","35.7193899177","139.661166966","139.661163408464","35.7193899091187","点検済"
"鍋8-121-1","建柱式","2","点検済","35.6958291845","139.661224633","139.661221286002","35.6958291001555","点検済"
"桃9-100","建柱式","1","点検済","35.7038203917","139.661243409","139.661239992215","35.7038203317532","点検済"
"野9-007","建柱式","1","点検済","35.7110480006","139.661229998","139.661226516436","35.7110479635072","点検済"
"鍋8-117","建柱式","1","点検済","35.6957687625","139.661299313","139.661295965662","35.6957686780832","点検済"
"南8-357","建柱式","1","点検済","35.6848220617","139.661336616","139.661333357429","35.6848219444061","点検済"
"江7-076","建柱式","1","点検済","35.7237146091","139.661266208","139.661262608248","35.7237146164225","点検済"
"江7-063","建柱式","1","点検済","35.7238212833","139.66126647","139.66126286953","35.7238212909797","点検済"
"桃9-051","建柱式","1","点検済","35.701616151","139.661318511","139.661315113443","35.7016160843797","点検済"
"新9-198","建柱式","1","点検済","35.7201698585","139.661281839","139.661278273377","35.7201698529335","点検済"
"江9-300","建柱式","1","点検済","35.7267249871","139.661278278","139.661274649365","35.7267250047985","点検済"
"江9-294","建柱式","1","点検済","35.7245507762","139.661287665","139.661284057787","35.724550786528","点検済"
"新8-028","建柱式","1","点検済","35.7133572642","139.661316633","139.661313130385","35.7133572349176","点検済"
"鍋8-120-1","建柱式","2","点検済","35.6954020817","139.661363858","139.661360513391","35.695401996294","点検済"
"鍋8-120-2","建柱式","2","点検済","35.6954201089","139.66136382","139.661360475241","35.6954200235487","点検済"
"新9-167","建柱式","1","点検済","35.7183108858","139.661319852","139.661316303824","35.7183108735473","点検済"
"鍋9-096-2","建柱式","2","点検済","35.6988066774","139.663080411","139.663077028978","35.6988066053991","点検済"
"新7-160","建柱式","1","点検済","35.7211189514","139.663036466","139.663032880574","35.7211189518129","点検済"
"桃9-069","建柱式","1","点検済","35.7024593197","139.663084624","139.663081209878","35.7024592586645","点検済"
"桃9-077","建柱式","1","点検済","35.703017635","139.661362323","139.661358912877","35.7030175727612","点検済"
"新9-158","建柱式","1","点検済","35.718675646","139.661335945","139.661332393494","35.7186756350315","点検済"
"桃9-101","建柱式","1","点検済","35.7050012491","139.661387858","139.66138442995","35.7050011929717","点検済"
"南8-359","建柱式","1","点検済","35.6853379952","139.661441603","139.661438340027","35.6853378796439","点検済"
"南8-106-2","建柱式","2","点検済","35.6843494043","139.66144616","139.661442904939","35.6843492857872","点検済"
"南8-106-1","建柱式","2","点検済","35.6843674316","139.661446122","139.661442866794","35.6843673131413","点検済"
"野9-002","建柱式","1","点検済","35.713066866","139.661389589","139.661386088899","35.7130668358504","点検済"
"桃9-095","建柱式","1","点検済","35.702666767","139.661428023","139.661424615683","35.7026667037948","点検済"
"野9-006","建柱式","1","点検済","35.7104741282","139.661417753","139.661414275201","35.7104740894758","点検済"
"野8-010","建柱式","1","点検済","35.7104414599","139.661421776","139.661418298785","35.7104414209917","点検済"
"新7-169","建柱式","1","点検済","35.7203186352","139.66142511","139.661421542115","35.7203186303791","点検済"
"江9-316","建柱式","1","点検済","35.7248327628","139.661416411","139.661412800321","35.7248327743958","点検済"
"桃9-111-1","建柱式","2","点検済","35.7055258049","139.661459327","139.661455893614","35.705525750526","点検済"
"桃9-054","建柱式","1","点検済","35.7021725902","139.661468945","139.661465541906","35.7021725255518","点検済"
"桃9-111-2","建柱式","2","点検済","35.705527983","139.661471397","139.661467963471","35.7055279285774","点検済"
"江9-096","建柱式","1","点検済","35.7234073477","139.661440409","139.661436811431","35.7234073541387","点検済"
