"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","区政全般","Q4. あなたは、港区長の名前を知っていますか。","知っている","366","55.6"
"202003","区政全般","Q4. あなたは、港区長の名前を知っていますか。","知らない","287","43.6"
"202003","区政全般","Q4. あなたは、港区長の名前を知っていますか。","無回答","5","0.8"

"第32回港区民世論調査単純集計表・区政全般Q4","Ver202003",,,,
