地域識別コード,地域コード,性別区分コード,性別区分,地域名,2015年,2020年,2025年,2030年,2035年,2040年
a,13000,1,男女計,東京都,13515271,14060363,14225363,14183810,13976231,13654185
1,13100,1,男女計,区部,9272740,9747907,9949591,9992282,9909397,9742165
0,13101,1,男女計,千代田区,58406,67601,78415,85692,89323,91366
0,13102,1,男女計,中央区,141183,172183,189732,202599,209678,212157
0,13103,1,男女計,港区,243283,266588,297748,317217,326513,328277
0,13104,1,男女計,新宿区,333560,355524,359269,359133,355170,348547
0,13105,1,男女計,文京区,219724,237969,247101,250495,249645,246328
0,13106,1,男女計,台東区,198073,211560,220121,221325,218782,214505
0,13107,1,男女計,墨田区,256274,272910,276045,275586,272250,266961
0,13108,1,男女計,江東区,498109,526855,553855,567787,570546,565413
0,13109,1,男女計,品川区,386855,415808,430132,436469,435819,430235
0,13110,1,男女計,目黒区,277622,290465,296918,296573,294149,292272
0,13111,1,男女計,大田区,717082,746463,755100,753888,744530,729637
0,13112,1,男女計,世田谷区,903346,946611,955881,953344,940493,920194
0,13113,1,男女計,渋谷区,224533,238102,253491,259451,257761,252752
0,13114,1,男女計,中野区,328215,345442,349907,349614,345425,338707
0,13115,1,男女計,杉並区,563997,590868,597242,593348,583531,569963
0,13116,1,男女計,豊島区,291167,305721,309074,308086,304722,299005
0,13117,1,男女計,北区,341076,357865,361133,360319,355830,348871
0,13118,1,男女計,荒川区,212264,220668,223403,223045,220320,216026
0,13119,1,男女計,板橋区,561916,590238,606638,612666,609635,600270
0,13120,1,男女計,練馬区,721722,745494,750590,748479,738957,723890
0,13121,1,男女計,足立区,670122,685421,682450,673300,661132,646395
0,13122,1,男女計,葛飾区,442913,457744,457466,453834,447858,438876
0,13123,1,男女計,江戸川区,681298,699807,697880,690032,677328,661518
e,13500,1,男女計,多摩・島しょ,4242531,4312456,4275772,4191528,4066834,3912020
c,13200,1,男女計,市部,4157706,4231465,4198264,4117871,3997389,3847345
2,13201,1,男女計,八王子市,577513,576964,564982,546941,523295,495592
2,13202,1,男女計,立川市,176295,182267,182216,181183,178648,173821
