年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2015,1,13000,1,（従業地・通学地）東京都,13014330,8956332,56811,137299,237820,327004,213036,193023,248293,482324,371279,268209,679107,875112,219387,321290,551261,282757,328081,204895,542568,699994,643000,422588,651194,4057998,3975048,555336,171907,141223,183194,133172,251901,108718,223053,377248,118319,184285,181200,142053,118775,71172,57015,76365,82605,69301,111360,69521,140483,80187,54214,79394,193047,56480,31954,17154,2193,5179,26470,936100,716881,1068505,184589,15920405
2015,2,13100,1,（従業地・通学地）区部,9408634,8833778,56235,136457,236160,322545,210921,191999,246879,479102,368418,265465,674133,853216,216129,313708,527934,279608,325456,203661,537615,680217,640255,420437,647228,574856,573189,41848,16592,37510,43677,5866,37602,9365,52253,44443,25799,28960,19585,21438,20760,10419,3281,21154,8116,12015,21176,3450,19598,14018,2870,3382,48012,1618,993,527,27,71,49,844151,699698,919762,161347,12033592
2015,4,13101,1,（従業地・通学地）千代田区,460299,385541,45177,9615,10710,16157,17368,8500,10942,24801,13938,11357,18899,31346,9542,13154,23853,12107,12303,8103,17915,18847,15506,13185,22216,74758,74550,5420,2212,6380,5985,710,4558,1298,6701,5454,4179,3716,2692,2374,3189,1646,370,2290,903,1347,2450,345,2579,1674,369,452,5257,204,119,69,3,13,4,116199,123496,126082,26992,853068
2015,4,13102,1,（従業地・通学地）中央区,346891,308673,1601,99033,6162,6978,6197,6666,10044,24736,9689,6306,14002,15713,4669,6793,11809,5773,6167,5373,9245,10077,11931,10445,19264,38218,38142,2623,1119,2962,3128,354,2425,609,3402,3075,2017,1888,1277,1256,1651,882,203,1232,498,644,1209,191,1299,862,179,166,2991,75,46,26,1,2,1,72641,94566,78723,15782,608603
2015,4,13103,1,（従業地・通学地）港区,571815,511803,2299,8714,192927,11272,9239,6859,9744,20407,27916,17014,35368,33192,12248,10820,19377,9451,9750,6331,13838,15635,12301,10886,16215,60012,59856,4459,1638,4335,4666,551,4269,880,5538,5663,2855,2794,2116,1762,2299,1167,305,2394,748,931,1751,266,2210,1631,273,285,4070,146,88,53,2,3,10,86878,90254,170627,21211,940785
2015,4,13104,1,（従業地・通学地）新宿区,551983,464146,1486,2571,3732,249623,7111,3068,4408,10059,6794,5998,9474,22166,8863,20885,24750,11210,7908,3850,13617,21309,7725,6058,11481,87837,87554,7044,2824,5187,5549,1009,6108,1588,8238,5836,3989,5094,3254,3722,3292,1531,588,2520,1487,1336,2616,661,3288,2119,503,623,7548,281,164,99,4,14,2,86735,47578,76109,13144,775549
2015,4,13105,1,（従業地・通学地）文京区,256682,238333,1034,1390,1685,4425,144535,3366,2505,4839,2378,2005,3396,5779,1732,2907,4864,7332,6571,3690,10692,7785,5871,4150,5402,18349,18287,1406,541,1261,1385,206,1019,274,1483,1215,863,975,670,721,731,362,109,416,240,550,891,110,553,365,116,96,1729,61,40,18,3,0,1,37221,25220,19867,7142,346132
2015,4,13106,1,（従業地・通学地）台東区,223345,214500,424,981,771,1398,2713,143865,6235,4410,1701,875,2788,2599,798,1402,2241,2041,3495,6540,3166,2739,10050,7052,6216,8845,8826,695,332,554,624,95,596,160,682,649,428,515,306,396,336,145,52,225,122,207,366,48,264,155,48,48,778,17,12,4,1,0,2,33228,28048,12312,6998,303931
2015,4,13107,1,（従業地・通学地）墨田区,230664,226037,244,919,477,818,893,2342,172158,9931,934,484,1503,1509,435,804,1405,722,1152,1802,1360,1351,5921,8010,10863,4627,4612,374,137,337,396,38,278,76,380,357,245,239,150,180,205,88,31,127,59,94,151,23,168,91,21,21,346,14,10,3,0,1,1,14260,24289,6813,3155,279181
2015,4,13108,1,（従業地・通学地）江東区,472433,454220,570,4049,1843,2901,2246,2629,9382,340850,5075,1926,6694,5545,1681,3058,4764,2878,3144,2636,5058,5455,7446,7337,27053,18213,18159,1361,564,1217,1497,202,1268,314,1575,1359,862,966,636,675,697,314,103,478,253,355,644,98,638,474,93,98,1418,51,27,22,0,2,3,31734,65267,31758,7340,608532
2015,4,13109,1,（従業地・通学地）品川区,390471,368176,406,1526,3904,2456,1704,1713,2546,5686,257378,7139,31785,10885,2222,3027,5587,2703,2999,2015,4379,4892,3969,3651,5604,22295,22234,1831,650,1286,1641,221,1450,400,1844,2466,932,1080,840,787,775,423,136,695,324,377,619,126,825,693,98,123,1592,59,33,24,0,2,2,29994,29865,84704,8988,544022
2015,4,13110,1,（従業地・通学地）目黒区,248672,236781,177,471,1286,1284,977,535,644,1727,5778,183674,8315,14139,2033,1443,3569,1131,1080,626,1837,2378,1295,956,1426,11891,11872,832,299,676,1263,104,868,177,1175,1519,400,520,359,319,335,204,34,584,126,159,285,53,405,390,56,53,677,19,14,4,0,1,0,8465,5436,29251,2008,293832
2015,4,13111,1,（従業地・通学地）大田区,582323,572179,251,1205,2532,1168,918,1036,1573,3225,15983,3974,512033,7157,1142,1295,2182,1159,1635,1242,1917,2095,2457,2310,3690,10144,10114,821,296,422,606,94,730,152,785,1776,305,394,325,233,285,202,43,443,114,122,267,64,395,578,41,59,562,28,17,10,0,1,2,11162,15490,80192,4698,693865
2015,4,13112,1,（従業地・通学地）世田谷区,760871,716613,369,702,1555,2156,1226,718,1115,2407,4646,7437,8414,652839,3577,2828,9082,1751,1687,848,2801,4202,2021,1553,2679,44258,44155,3430,801,1396,3408,301,3708,424,7098,5846,957,979,1381,632,743,608,159,5192,343,283,517,189,2187,1925,154,219,1275,100,68,26,2,4,3,15839,9858,64612,5690,856870
2015,4,13113,1,（従業地・通学地）渋谷区,370033,317748,655,1996,4693,6326,2987,2141,3001,6265,8714,11802,10646,27816,160474,8326,15990,5614,4556,2567,7794,10200,5155,3797,6233,52285,52151,4175,1393,3356,4164,508,3881,814,5932,4796,2009,2158,1958,1560,1693,890,315,2378,624,695,1277,251,2280,1391,219,312,3122,128,73,45,5,5,6,49283,28318,82293,9182,539109
2015,4,13114,1,（従業地・通学地）中野区,284499,262524,166,346,446,3762,722,418,626,1489,908,663,1330,3178,1592,217012,10826,1684,1190,515,2367,9266,1257,879,1882,21975,21876,1519,848,1450,1764,312,1167,500,1184,808,1293,1637,808,1176,1094,409,186,382,433,435,907,213,451,306,153,201,2240,98,56,32,0,10,1,11868,5955,8864,2084,313270
2015,4,13115,1,（従業地・通学地）杉並区,455038,417676,173,301,497,2107,740,397,567,1277,931,951,1409,8082,1527,8125,373743,1166,1018,474,2043,8800,1016,746,1586,37362,37222,2514,1242,3670,4523,509,2509,770,3132,979,2445,1961,1321,1321,1632,740,295,711,560,355,955,281,799,585,262,265,2886,137,80,45,2,10,3,9962,4364,8489,2122,479975
2015,4,13116,1,（従業地・通学地）豊島区,313474,290826,336,706,1051,4279,4263,1292,1342,2681,2000,1601,2874,4691,1425,3796,4597,199033,7669,2547,18070,15672,4731,2790,3380,22648,22575,1464,618,958,1127,250,1074,365,1299,1216,764,1311,609,1405,678,306,150,453,427,1399,2045,152,594,349,107,143,3312,72,55,15,2,0,1,62266,16893,18213,6300,417146
2015,4,13117,1,（従業地・通学地）北区,281312,276518,128,214,353,938,1741,946,719,1168,664,423,1018,1119,423,867,1138,3313,236515,3731,8576,2972,6183,1807,1562,4794,4781,322,189,280,239,68,251,76,302,250,190,310,164,277,155,76,36,111,87,203,325,34,113,57,27,29,610,13,10,3,0,0,0,35381,6082,3929,3049,329753
2015,4,13118,1,（従業地・通学地）荒川区,171198,169123,99,158,194,376,910,1981,1054,882,387,241,578,616,175,337,519,874,2792,142337,1245,974,7966,3085,1343,2075,2072,149,65,123,123,24,121,38,136,170,98,115,60,100,84,39,6,56,41,70,108,21,61,46,9,12,197,3,2,1,0,0,0,10522,7842,2318,2124,194004
2015,4,13119,1,（従業地・通学地）板橋区,452640,445499,160,273,362,1327,1810,507,570,1126,746,498,929,1464,486,1444,1715,5278,7991,1123,400569,11725,2642,1221,1533,7141,7113,407,192,320,361,84,369,131,387,326,221,478,199,431,228,107,31,146,135,484,646,61,160,108,35,54,1012,28,18,7,1,2,0,43213,4843,4303,3100,508099
2015,4,13120,1,（従業地・通学地）練馬区,571955,551266,99,158,252,1403,750,234,266,570,396,398,585,1355,406,4132,4159,2660,1360,447,7975,521426,1015,519,701,20689,20633,488,420,987,742,119,513,203,501,276,467,1463,229,1811,438,175,76,163,489,1803,2872,196,145,98,71,79,5809,54,39,14,1,0,2,26516,2464,2657,1492,605084
2015,4,13121,1,（従業地・通学地）足立区,549961,547324,107,325,261,504,901,1423,2189,1572,473,275,705,813,286,484,658,910,3181,4785,1709,1209,512069,9608,2877,2637,2625,211,84,137,185,46,167,52,169,159,99,152,99,132,87,38,23,54,46,100,139,28,67,35,16,25,275,11,9,2,0,0,1,36692,14942,2685,4688,608968
2015,4,13122,1,（従業地・通学地）葛飾区,342291,340950,98,224,182,306,420,652,2301,1500,339,162,505,488,139,239,369,384,652,1306,608,497,8845,312354,8380,1341,1332,115,61,85,89,21,79,13,83,102,68,73,53,65,47,21,9,40,19,19,63,18,38,28,7,1,115,9,7,1,0,1,0,8264,17877,1864,2039,372335
2015,4,13123,1,（従業地・通学地）江戸川区,519784,517322,176,580,285,581,550,711,2948,7494,650,262,883,725,254,530,737,434,641,773,834,711,2883,8038,485642,2462,2448,188,67,131,212,40,194,51,227,146,113,142,79,103,86,46,21,64,38,47,73,21,79,58,13,18,191,10,6,4,0,0,4,5828,30751,3097,2019,561479
2015,2,13500,1,（従業地・通学地）多摩・島しょ,3605696,122554,576,842,1660,4459,2115,1024,1414,3222,2861,2744,4974,21896,3258,7582,23327,3149,2625,1234,4953,19777,2745,2151,3966,3483142,3401859,513488,155315,103713,139517,127306,214299,99353,170800,332805,92520,155325,161615,120615,98015,60753,53734,55211,74489,57286,90184,66071,120885,66169,51344,76012,145035,54862,30961,16627,2166,5108,26421,91949,17183,148743,23242,3886813
2015,3,13200,1,（従業地・通学地）市部,3520808,122093,575,839,1657,4444,2108,1020,1410,3192,2839,2729,4945,21847,3250,7559,23275,3122,2615,1230,4924,19716,2732,2129,3936,3398715,3385446,512538,154614,103672,139455,123217,214178,98280,170756,332751,92464,155054,161423,120442,97902,60678,52508,55202,74053,57255,90103,64792,120841,66145,49358,72858,144907,13258,7865,4200,381,812,11,89107,17024,148360,22981,3798280
2015,4,13201,1,（従業地・通学地）八王子市,525862,13736,78,138,206,546,315,182,224,478,403,387,810,2199,375,794,2059,385,359,211,699,1428,431,356,673,512126,510751,445002,4052,1176,1380,2171,4675,3218,2785,7397,1446,1865,13869,1079,2312,1603,1488,379,1138,299,496,973,5407,1406,1220,2970,945,1372,698,566,52,56,3,11134,2711,29232,7301,576240
2015,4,13202,1,（従業地・通学地）立川市,187409,6450,32,51,85,309,99,55,90,196,162,155,267,798,133,527,1441,174,151,75,340,822,153,132,203,180959,179901,8357,122804,960,1096,2471,3293,5765,996,1063,1544,2995,5195,1779,3370,3191,1615,154,3261,341,580,3031,1252,767,1350,1742,929,1055,638,334,19,64,3,5888,839,5704,1454,201294
2015,4,13203,1,（従業地・通学地）武蔵野市,143602,18742,95,113,183,606,279,123,186,469,312,346,498,1927,375,1272,5646,378,306,159,520,3850,331,284,484,124860,124551,2064,1234,90285,6186,482,2357,801,1608,451,3571,2362,1065,1088,1842,757,286,196,547,266,820,281,329,276,253,305,4839,308,92,209,1,6,1,6173,2402,3896,1246,157319
2015,4,13204,1,（従業地・通学地）三鷹市,158598,10682,51,43,124,344,161,81,108,260,197,229,326,1978,222,695,3002,229,206,97,326,1334,187,159,323,147916,147788,1841,937,3686,119360,380,2944,592,4902,452,2478,1584,911,661,1235,548,184,397,389,172,555,253,509,513,180,228,1897,128,68,43,4,13,0,2765,1086,2549,723,165721
2015,4,13205,1,（従業地・通学地）青梅市,118903,531,1,6,2,24,12,2,2,21,21,7,24,47,15,41,134,18,9,4,25,80,11,7,18,118372,116144,1264,942,115,129,101891,322,1470,66,105,182,279,433,252,269,216,1479,17,384,34,78,576,83,49,3563,1834,112,2228,1344,464,56,364,0,4142,140,652,308,124145
2015,4,13206,1,（従業地・通学地）府中市,228582,8043,36,62,106,310,143,64,110,259,268,187,419,1721,230,413,1284,216,224,92,402,798,235,168,296,220539,220299,6207,2153,845,1725,810,177184,1244,4590,1289,2022,1846,4058,1040,2801,2495,399,532,656,343,394,401,3607,2194,376,468,620,238,134,88,5,11,2,6129,1180,8688,1114,245693
2015,4,13207,1,（従業地・通学地）昭島市,97921,1179,4,10,7,40,25,10,8,30,26,16,37,125,35,121,261,34,37,12,67,183,32,26,33,96742,95829,2630,4090,180,225,2071,604,74064,140,226,308,703,1022,401,538,495,2108,18,813,58,125,1418,207,113,1192,1853,227,913,546,312,19,36,0,1830,273,1091,337,101452
2015,4,13208,1,（従業地・通学地）調布市,186412,11672,32,81,294,350,177,80,130,290,257,300,401,4105,602,457,1809,236,203,96,350,725,207,169,321,174740,174686,3379,528,754,3576,141,6269,276,147185,1109,726,557,1529,286,422,430,101,1938,188,97,184,137,2258,1928,74,124,490,53,35,18,0,0,1,2589,1155,6631,1077,197864
2015,4,13209,1,（従業地・通学地）町田市,336399,7347,33,54,130,248,121,70,86,180,282,300,644,2440,297,252,645,149,149,70,240,383,190,118,266,329052,328979,6825,462,164,284,204,903,266,827,312189,189,241,976,163,277,232,102,609,160,41,78,95,2292,1008,95,153,144,73,48,19,3,3,0,1967,1007,55381,1579,396333
2015,4,13210,1,（従業地・通学地）小金井市,97736,5142,32,40,79,239,97,44,63,135,123,96,187,560,109,442,1236,125,109,51,194,803,108,94,176,92594,92485,1200,813,1244,1274,332,2127,447,532,297,73905,3164,624,747,1761,481,188,77,361,215,601,212,257,203,154,213,1056,109,67,30,4,8,0,2864,730,2146,781,104257
2015,4,13211,1,（従業地・通学地）小平市,156563,5386,29,39,67,272,120,55,66,133,132,109,189,434,102,487,916,186,160,61,247,1192,120,93,177,151177,150925,1323,1954,639,569,581,1206,774,317,296,1446,124011,672,4355,2697,595,288,62,2580,518,1921,904,173,200,399,346,2099,252,177,53,4,18,0,6030,772,2330,1084,166779
2015,4,13212,1,（従業地・通学地）日野市,155074,2907,20,21,30,118,53,26,50,96,94,50,139,475,64,186,530,66,89,33,135,347,88,65,132,152167,151875,12475,1998,372,434,706,1730,1256,700,993,470,633,123438,384,891,735,374,86,506,91,157,409,1531,400,361,513,232,292,172,98,11,11,0,2360,434,4378,1346,163592
2015,4,13213,1,（従業地・通学地）東村山市,113191,2086,5,9,22,97,35,10,15,35,29,20,27,105,26,190,328,83,51,13,131,773,28,19,35,111105,110991,429,646,167,163,210,371,292,93,47,327,2447,242,98531,544,137,120,13,1682,1180,1535,445,78,33,116,150,993,114,89,23,1,1,0,6064,148,341,153,119897
2015,4,13214,1,（従業地・通学地）国分寺市,97831,3886,29,35,81,144,80,50,51,141,87,90,124,353,115,315,872,128,85,53,166,533,105,78,171,93945,93816,1540,1692,571,597,472,1798,719,299,246,1408,3526,831,1143,74738,1015,251,60,670,155,301,340,250,192,207,270,525,129,79,38,0,12,0,3642,705,1740,817,104735
2015,4,13215,1,（従業地・通学地）国立市,66982,3063,27,19,46,118,70,28,31,77,70,85,130,544,87,182,734,81,59,18,112,347,59,46,93,63919,63777,1796,2098,474,488,346,2242,915,471,419,617,1280,1285,365,2085,46171,195,75,378,96,150,283,455,350,205,263,275,142,93,41,3,5,0,1778,573,2219,514,72066
2015,4,13218,1,（従業地・通学地）福生市,51155,283,1,3,2,11,6,1,1,4,0,7,7,40,9,31,73,3,7,1,14,49,8,2,3,50872,49791,798,688,67,54,1748,160,1405,44,45,95,187,227,149,136,147,39570,5,259,17,43,576,41,37,1520,1688,85,1081,782,234,16,49,0,1021,43,236,109,52564
2015,4,13219,1,（従業地・通学地）狛江市,56552,2219,8,6,31,38,27,10,14,26,27,36,76,1416,58,42,154,24,37,11,38,56,22,23,39,54333,54327,303,49,35,194,8,398,22,1544,852,33,36,71,33,40,42,6,50008,9,13,9,10,252,310,9,8,33,6,3,3,0,0,0,256,117,2138,141,59204
2015,4,13220,1,（従業地・通学地）東大和市,66977,512,1,1,0,23,10,4,2,5,5,8,15,41,6,51,116,12,7,8,19,159,8,2,9,66465,66215,446,1586,62,71,463,169,490,40,56,111,1345,323,1387,274,149,186,4,56105,84,187,1762,85,43,206,295,286,250,184,54,4,8,0,1149,62,210,76,68474
2015,4,13221,1,（従業地・通学地）清瀬市,58601,2117,7,7,10,78,52,13,17,35,21,27,34,75,21,97,134,122,54,16,148,1024,50,34,41,56484,56464,104,97,74,66,33,142,53,31,34,129,451,59,1571,127,48,28,13,147,50636,1758,56,22,26,23,23,713,20,14,2,0,4,0,5017,291,287,260,64456
2015,4,13222,1,（従業地・通学地）東久留米市,88384,2080,2,9,8,74,40,16,7,24,20,22,25,86,30,97,190,98,56,18,147,1031,40,16,24,86304,86254,141,216,171,118,70,169,102,43,20,193,1582,62,1922,150,68,49,14,312,1581,76783,155,30,28,25,39,2211,50,36,13,0,1,0,3927,93,198,125,92727
2015,4,13223,1,（従業地・通学地）武蔵村山市,65639,488,0,5,4,18,2,2,6,6,9,9,19,37,5,42,77,12,5,8,25,164,9,11,13,65151,64165,709,3039,69,82,878,240,1351,52,66,145,638,276,675,294,182,454,9,2076,80,173,51304,104,64,527,480,198,986,874,87,8,17,0,1382,156,317,120,67614
2015,4,13224,1,（従業地・通学地）多摩市,133276,5194,30,54,73,154,100,43,75,147,153,128,296,1646,203,213,635,120,109,64,196,291,153,118,193,128082,127999,9125,681,173,438,192,2874,307,2267,3779,227,324,3040,202,340,406,122,356,273,60,95,151,99949,2171,101,176,170,83,58,21,1,3,0,1881,748,11294,957,148156
2015,4,13225,1,（従業地・通学地）稲城市,63233,1252,2,8,19,27,9,17,18,39,42,38,105,373,53,50,153,21,24,6,55,88,35,19,51,61981,61965,1482,204,58,178,55,1289,122,930,1044,82,99,441,58,102,173,34,136,49,24,38,54,1490,53705,33,49,36,16,11,5,0,0,0,531,154,4585,279,68782
