年次（西暦）,地域階層コード,地域コード,従業地・通学地コード,地域名,（常住地）東京都,（常住地）区部,（常住地）千代田区,（常住地）中央区,（常住地）港区,（常住地）新宿区,（常住地）文京区,（常住地）台東区,（常住地）墨田区,（常住地）江東区,（常住地）品川区,（常住地）目黒区,（常住地）大田区,（常住地）世田谷区,（常住地）渋谷区,（常住地）中野区,（常住地）杉並区,（常住地）豊島区,（常住地）北区,（常住地）荒川区,（常住地）板橋区,（常住地）練馬区,（常住地）足立区,（常住地）葛飾区,（常住地）江戸川区,（常住地）多摩・島しょ,（常住地）市部,（常住地）八王子市,（常住地）立川市,（常住地）武蔵野市,（常住地）三鷹市,（常住地）青梅市,（常住地）府中市,（常住地）昭島市,（常住地）調布市,（常住地）町田市,（常住地）小金井市,（常住地）小平市,（常住地）日野市,（常住地）東村山市,（常住地）国分寺市,（常住地）国立市,（常住地）福生市,（常住地）狛江市,（常住地）東大和市,（常住地）清瀬市,（常住地）東久留米市,（常住地）武蔵村山市,（常住地）多摩市,（常住地）稲城市,（常住地）羽村市,（常住地）あきる野市,（常住地）西東京市,（常住地）郡部,（常住地）瑞穂町,（常住地）日の出町,（常住地）檜原村,（常住地）奥多摩町,（常住地）島部,（常住地）埼玉県,（常住地）千葉県,（常住地）神奈川県,（常住地）他の道府県,常住地別昼間人口（総数）
2020,4,13213,1,（従業地・通学地）東村山市,113284,2157,6,11,24,103,38,11,16,34,31,20,28,100,28,188,344,87,54,13,138,798,29,20,36,111127,111016,429,668,173,169,203,377,293,98,47,342,2542,248,98352,571,141,118,14,1662,1190,1529,449,79,35,114,148,1025,111,86,23,1,1,0,6063,148,342,149,119986
2020,4,13214,1,（従業地・通学地）国分寺市,102013,4008,34,43,89,153,87,53,54,136,94,89,129,336,122,312,914,134,89,51,174,551,107,81,176,98005,97880,1539,1749,591,619,457,1829,723,316,248,1472,3665,852,1141,78399,1043,247,63,662,156,300,343,252,203,203,266,542,125,77,37,0,11,0,3645,703,1743,796,108900
2020,4,13215,1,（従業地・通学地）国立市,68726,3141,31,23,50,126,76,30,33,74,75,84,135,518,92,180,769,85,62,18,118,358,60,48,96,65585,65447,1794,2169,490,506,335,2280,920,498,422,645,1330,1317,364,2187,47442,192,79,373,97,149,285,459,370,201,259,284,138,90,40,3,5,0,1780,571,2223,501,73801
2020,4,13218,1,（従業地・通学地）福生市,50513,290,1,4,2,12,6,1,1,4,0,7,7,38,10,31,76,3,7,1,15,51,8,2,3,50223,49176,797,711,69,56,1693,163,1412,47,45,99,194,233,149,143,151,38992,5,256,17,43,581,41,39,1488,1664,88,1047,758,230,14,45,0,1022,43,236,106,51920
2020,4,13219,1,（従業地・通学地）狛江市,59478,2187,9,7,34,41,29,11,15,26,29,36,79,1348,62,41,161,25,39,10,40,58,23,24,40,57291,57285,303,51,36,201,8,405,22,1634,858,34,37,73,33,42,43,6,52825,9,13,9,10,254,328,9,8,34,6,3,3,0,0,0,256,117,2121,137,62109
2020,4,13220,1,（従業地・通学地）東大和市,66447,526,1,1,0,25,11,4,2,5,5,8,16,39,6,51,122,13,7,7,20,164,8,2,9,65921,65679,446,1640,64,74,448,172,492,42,56,116,1398,331,1385,287,153,183,4,55422,85,186,1776,86,45,202,291,295,242,178,53,4,7,0,1150,62,210,74,67943
2020,4,13221,1,（従業地・通学地）清瀬市,59170,2189,8,9,11,83,56,14,18,34,23,26,35,72,22,96,140,128,57,16,155,1058,51,35,42,56981,56961,104,100,77,68,32,144,53,33,34,135,469,60,1568,133,49,28,14,145,51077,1751,56,22,27,23,23,736,20,14,2,0,4,0,5016,290,287,253,65016
2020,4,13222,1,（従業地・通学地）東久留米市,88319,2151,2,11,9,79,43,17,7,23,21,22,26,82,32,96,199,103,59,18,154,1065,41,17,25,86168,86119,141,223,177,122,68,172,103,45,20,202,1644,64,1919,157,70,48,15,308,1595,76467,156,30,30,24,38,2281,49,35,13,0,1,0,3928,93,198,122,92660
2020,4,13223,1,（従業地・通学地）武蔵村山市,66139,497,0,6,4,19,2,2,6,5,10,8,20,35,5,41,81,13,5,7,26,169,9,11,13,65642,64687,708,3142,71,85,850,244,1358,55,66,152,663,283,674,308,187,447,10,2051,81,172,51714,105,68,516,473,204,955,847,85,7,16,0,1383,156,318,117,68113
2020,4,13224,1,（従業地・通学地）多摩市,134812,5261,35,66,80,164,108,46,80,142,164,126,308,1567,215,210,665,126,114,62,206,301,156,122,198,129551,129470,9112,704,179,454,186,2922,309,2399,3806,237,337,3116,202,357,417,120,376,270,61,95,152,100915,2296,99,174,175,81,56,21,1,3,0,1883,746,11305,933,149679
2020,4,13225,1,（従業地・通学地）稲城市,66475,1269,2,10,21,29,10,18,19,37,45,38,109,355,56,50,160,22,25,6,58,91,36,20,52,65206,65190,1481,211,60,184,53,1311,123,984,1052,86,103,452,58,107,178,34,144,48,24,38,54,1504,56784,32,48,37,16,11,5,0,0,0,531,154,4582,271,72013
2020,4,13227,1,（従業地・通学地）羽村市,49321,293,0,2,3,7,4,1,4,10,11,5,8,31,3,32,74,4,10,1,19,43,7,8,6,49028,47534,846,647,60,66,4427,155,997,39,55,97,196,279,162,155,122,1617,4,333,20,56,490,53,30,35466,1097,65,1494,1195,226,19,54,0,1217,44,242,124,50948
2020,4,13228,1,（従業地・通学地）あきる野市,67907,255,2,2,4,12,6,4,7,4,5,5,9,25,3,25,61,10,2,1,14,34,6,4,10,67652,65948,1873,620,61,70,1706,156,1096,55,108,65,195,286,125,158,126,1134,4,204,11,33,220,57,41,835,56643,66,1703,338,1177,130,58,1,547,62,368,136,69020
2020,4,13229,1,（従業地・通学地）西東京市,151348,6762,21,26,45,254,70,31,42,89,90,66,134,251,76,497,751,218,112,49,312,3286,111,81,150,144586,144526,376,439,1256,659,163,414,247,217,115,685,2621,229,1881,376,123,88,38,559,830,2942,264,73,66,84,105,129676,60,40,16,3,1,0,6831,1096,1510,792,161577
2020,3,13300,1,（従業地・通学地）郡部,56519,215,0,0,0,13,3,0,1,9,6,4,8,30,1,15,38,13,4,0,11,45,3,1,10,56304,16152,939,720,35,57,3956,118,1076,35,49,58,277,192,167,115,75,1209,8,428,29,80,1288,40,25,1943,3109,124,40152,22386,12196,1585,3985,0,2704,45,241,146,59655
2020,4,13303,1,（従業地・通学地）瑞穂町,33223,151,0,0,0,7,3,0,0,6,6,3,4,17,1,10,29,6,3,0,11,39,2,0,4,33072,10598,529,585,29,46,2628,82,811,29,37,47,247,133,147,85,54,879,7,395,25,76,1238,28,19,1592,740,110,22474,22283,144,11,36,0,2479,30,155,80,35967
2020,4,13305,1,（従業地・通学地）日の出町,16630,53,0,0,0,6,0,0,1,2,0,1,4,12,0,5,5,7,1,0,0,5,1,0,3,16577,4409,372,112,6,9,709,31,216,6,9,8,27,49,14,26,18,297,0,26,3,4,42,8,6,272,2125,14,12168,87,12000,57,24,0,179,8,73,22,16912
2020,4,13307,1,（従業地・通学地）檜原村,1873,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1871,317,24,14,0,1,35,3,19,0,0,3,0,2,3,1,1,9,0,4,1,0,4,1,0,9,183,0,1554,2,32,1517,3,0,6,0,5,8,1892
2020,4,13308,1,（従業地・通学地）奥多摩町,4793,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,4784,828,14,9,0,1,584,2,30,0,3,0,3,8,3,3,2,24,1,3,0,0,4,3,0,70,61,0,3956,14,20,0,3922,0,40,7,8,36,4884
2020,3,13350,1,（従業地・通学地）島部,24890,254,1,4,3,2,4,4,3,19,17,11,22,17,7,8,16,15,6,4,20,18,10,22,21,24636,94,10,4,7,7,4,5,2,12,5,0,4,4,6,3,1,0,1,3,2,1,1,4,0,1,0,7,2,1,1,0,0,24540,140,114,142,108,25394
2020,1,11000,1,（従業地・通学地）埼玉県,145616,96075,416,759,794,2125,2385,1586,1988,2560,1580,1071,2184,3176,1046,2410,3547,4143,8406,2868,13686,13889,16048,5750,3658,49541,48173,2515,1640,1046,997,2877,1861,1120,1041,926,1111,3381,1046,6296,1729,685,768,311,1674,4857,4032,1128,462,463,934,752,4521,1366,1176,143,10,37,2,,,,,
2020,1,12000,1,（従業地・通学地）千葉県,86338,79283,501,1754,1033,1244,1691,1584,3682,8024,1967,852,2839,2306,814,1095,1915,1252,1655,2240,1891,2066,6605,11087,21186,7055,7014,625,242,471,494,103,431,126,478,547,361,357,272,286,315,153,49,191,87,168,241,66,181,137,51,51,531,36,25,10,0,1,5,,,,,
2020,1,14000,1,（従業地・通学地）神奈川県,246527,129602,626,1624,3332,2816,2194,1475,2198,4660,12010,7089,32553,21486,2852,2994,6059,2566,2642,1738,3456,4724,3077,2843,4588,116925,116637,16309,2130,1529,1814,823,5373,1298,4140,52674,1297,1636,3224,913,1588,1425,434,3339,568,400,701,395,5150,6967,454,567,1489,284,174,100,4,6,4,,,,,
2020,1,99000,1,（従業地・通学地）他の道府県,40564,26786,303,600,826,803,974,749,630,1452,1184,836,1955,2622,745,789,1822,869,932,814,1291,1765,2011,1325,1489,13778,13658,2706,525,583,573,273,851,291,697,1388,447,573,671,403,530,288,109,264,192,191,280,133,417,312,146,168,647,111,70,33,1,7,9,,,,,
2020,0,99999,1,従業地・通学地別常住人口（総数）,14060363,9747907,67601,172183,266588,355524,237969,211560,272910,526855,415808,290465,746463,946611,238102,345442,590868,305721,357865,220668,590238,745494,685421,457744,699807,4312456,4231465,576964,182267,149755,193743,133033,264728,112095,242372,435496,126873,197488,190991,149708,128751,75679,57543,84778,84121,75522,116164,71797,148055,92667,54658,79818,206399,56372,32421,17127,1968,4856,24619,,,,,
2020,1,13000,2,（従業地）東京都,6001324,4264548,33841,89471,120363,170415,104848,98968,127158,234467,195899,126136,338303,376786,109839,155149,264208,137473,152298,97506,254983,298292,285434,191574,301137,1736776,1702865,232008,77960,64598,91133,53713,117690,49100,104656,129522,54222,80058,79204,57479,53886,31019,24825,34892,33550,25440,45228,29188,57709,34363,23975,32086,85361,22425,13519,6381,741,1784,11486,835932,652645,943866,143132,8576899
2020,2,13100,2,（従業地）区部,4694851,4176044,33409,88791,119309,166920,103390,98232,126124,232404,193726,124396,334838,362314,107496,149578,246062,135084,150319,96694,251226,283345,283633,190129,298625,518807,517492,36289,15251,34152,39860,4682,33938,8338,49093,39228,23964,26169,17897,18922,19343,9271,2819,19764,7119,10557,18630,2969,17860,13115,2377,2708,43177,1275,771,442,17,45,40,763031,641967,831793,130476,7062118
2020,4,13101,2,（従業地）千代田区,419561,349612,22462,11166,10958,15713,17197,8400,10742,22930,14086,11086,18194,26732,9416,12872,22925,11706,12011,7809,17081,17749,14759,12627,20991,69949,69779,4797,2065,6026,5725,578,4193,1198,6488,4980,4031,3508,2531,2198,3075,1487,324,2228,814,1257,2273,315,2413,1624,322,358,4971,166,94,60,2,10,4,106922,113288,116615,22729,779115
2020,4,13102,2,（従業地）中央区,301147,262162,1819,47457,6703,7378,6661,7033,10561,24034,10317,6582,14405,14841,4926,7158,12291,6021,6414,5544,9658,10339,12028,10629,19363,38985,38911,2596,1146,3043,3229,335,2450,606,3582,3068,2091,1955,1299,1248,1722,903,200,1297,488,649,1199,193,1303,909,173,163,3064,73,44,26,1,2,1,72366,93809,78515,15235,561072
2020,4,13103,2,（従業地）港区,451885,392667,2409,10115,78245,11410,9175,6994,9994,19276,28531,16455,34840,29565,12148,11000,19329,9488,9801,6333,13776,15308,11962,10689,15824,59218,59073,4241,1642,4275,4660,511,4195,846,5668,5424,2868,2806,2097,1700,2308,1127,289,2452,722,905,1689,261,2152,1659,262,270,4044,136,79,52,2,3,9,84327,87069,163425,19885,806591
2020,4,13104,2,（従業地）新宿区,372182,293373,1425,2726,3380,97850,6210,2854,4175,8831,6435,5374,8519,18302,8576,19177,23328,10229,7318,3530,12788,19491,7015,5496,10344,78809,78588,6126,2533,4604,5136,819,5614,1415,7848,5166,3622,4401,2993,3272,2988,1348,510,2408,1315,1172,2295,581,3042,2010,419,502,6449,219,131,76,3,9,2,76102,40808,66063,9594,564749
2020,4,13105,2,（従業地）文京区,126845,112545,855,1223,1178,3598,40411,2768,2022,3589,1893,1299,2509,3768,1272,2401,3851,5543,5232,3005,8056,6007,4770,3283,4012,14300,14261,996,427,1015,1100,113,829,206,1226,905,680,780,529,560,601,268,72,324,173,444,691,84,429,304,76,62,1367,38,22,14,2,0,1,27788,18876,14672,4014,192195
2020,4,13106,2,（従業地）台東区,128354,119643,439,1073,779,1403,2682,52177,6075,3988,1705,880,2712,2368,809,1432,2268,2015,3413,6096,3116,2687,9240,6648,5638,8711,8695,660,331,552,625,91,594,156,697,619,432,506,307,379,343,145,49,234,116,201,353,45,249,162,46,46,757,16,11,4,1,0,0,32384,27098,11917,6454,206207
2020,4,13107,2,（従業地）墨田区,108119,103485,257,966,476,814,898,2174,53912,8765,931,490,1436,1393,441,808,1428,722,1130,1648,1353,1336,5274,7268,9565,4634,4619,363,140,337,404,36,278,75,396,348,254,242,146,174,213,90,30,133,57,91,148,22,169,94,20,21,338,14,10,3,0,1,1,13899,23198,6665,2940,154821
2020,4,13108,2,（従業地）江東区,238321,220288,637,4656,1905,3006,2335,2609,9236,108413,5167,1929,6629,5095,1712,3157,4872,2936,3185,2590,5166,5446,7071,6966,25570,18033,17986,1309,563,1219,1509,188,1259,306,1621,1319,868,963,634,651,697,309,96,492,235,337,618,95,630,496,80,88,1404,44,22,20,0,2,3,30846,63720,31084,6749,370720
2020,4,13109,2,（従業地）品川区,212969,191180,431,1720,3852,2434,1666,1651,2513,5230,85267,6738,30150,9345,2203,3056,5551,2682,2998,1960,4325,4774,3819,3539,5276,21789,21734,1742,651,1253,1641,199,1418,390,1874,2316,934,1066,833,757,786,411,127,686,305,363,582,115,805,703,89,109,1579,53,28,24,0,1,2,28396,27866,78918,7891,356040
2020,4,13110,2,（従業地）目黒区,102479,92990,162,450,1110,1125,742,491,582,1168,5295,49112,6724,10840,1737,1317,2849,1006,965,555,1595,1997,1131,837,1200,9489,9475,637,267,572,815,77,690,148,992,1166,329,440,290,273,267,159,26,484,106,132,242,43,344,313,46,35,582,14,12,2,0,0,0,7468,4649,24828,1445,140869
2020,4,13111,2,（従業地）大田区,251716,241935,281,1393,2509,1168,944,1026,1516,2992,15598,3681,184277,6087,1091,1293,2193,1150,1643,1197,1911,2018,2292,2221,3454,9781,9754,768,296,418,596,81,695,145,802,1633,304,381,311,213,284,196,40,443,108,117,246,64,379,586,38,54,556,26,15,10,0,1,1,10481,14579,75447,4060,356283
2020,4,13112,2,（従業地）世田谷区,274872,240713,243,569,983,1611,835,519,837,1591,3492,5309,5971,194095,2673,2148,7152,1337,1274,606,2116,3073,1376,1080,1823,34159,34096,2416,597,1029,2680,177,2844,298,5947,4334,708,711,1023,454,526,420,104,4532,238,200,367,131,1655,1537,88,130,950,63,43,18,0,2,0,9629,5598,46666,2252,339017
2020,4,13113,2,（従業地）渋谷区,249365,200946,628,2123,4113,6141,2791,2025,2895,5585,8495,11174,9736,23997,54952,8212,15339,5358,4275,2379,7409,9479,4689,3516,5635,48419,48320,3703,1307,3168,3858,415,3617,732,5720,4337,1895,1964,1818,1403,1624,824,289,2296,549,638,1138,207,2138,1325,189,259,2907,95,53,38,2,2,4,43876,24489,72954,6603,397287
2020,4,13114,2,（従業地）中野区,114091,96064,145,316,371,3337,602,322,510,1140,814,547,1080,2365,1370,57853,9440,1471,1011,435,2029,7717,1043,708,1438,18027,17959,1220,702,1244,1548,225,956,409,1027,688,1122,1285,691,879,956,339,146,323,334,318,708,141,387,269,103,142,1797,67,36,26,0,5,1,10110,4609,7302,1376,137488
2020,4,13115,2,（従業地）杉並区,164996,134715,125,251,338,1676,516,282,422,847,678,637,939,5139,1084,7178,101386,873,807,360,1645,7138,763,560,1071,30281,30172,2035,1053,2904,3716,388,1940,646,2437,723,2064,1663,1129,1112,1406,598,238,442,451,266,794,223,682,432,209,212,2409,106,63,36,1,6,3,7672,3080,6056,1199,183003
2020,4,13116,2,（従業地）豊島区,156036,137146,272,585,743,3569,3506,1038,1116,2007,1653,1156,2152,3301,1140,3317,3857,60268,6768,2099,16113,13689,3865,2248,2684,18890,18843,1180,533,794,935,160,899,284,1119,979,649,1098,516,1202,573,232,116,402,356,1152,1713,119,497,311,79,95,2850,46,37,8,1,0,1,51605,12644,13547,4005,237837
2020,4,13117,2,（従業地）北区,104640,100233,99,188,261,739,1420,669,534,826,630,351,880,871,349,789,1062,2744,67142,3260,7331,2519,5077,1374,1118,4407,4396,288,188,265,220,58,230,72,285,237,191,275,149,246,149,72,34,106,73,180,291,31,105,56,22,24,549,11,8,3,0,0,0,31055,5326,3616,2518,147155
2020,4,13118,2,（従業地）荒川区,66225,64442,85,161,175,341,841,1939,979,772,373,204,509,450,148,310,447,812,2688,39742,1176,873,7357,2875,1185,1783,1780,117,66,105,108,15,110,30,119,139,87,102,53,91,76,29,5,42,39,65,87,14,54,36,7,11,173,3,2,1,0,0,0,9813,7126,1913,1854,86931
2020,4,13119,2,（従業地）板橋区,167695,161881,145,250,288,1076,1433,407,455,861,603,398,761,1120,411,1222,1450,4700,6812,883,124279,9971,2172,1032,1152,5814,5793,299,171,263,298,55,299,113,346,276,179,420,159,323,194,81,22,137,111,389,510,51,133,88,22,36,818,21,15,4,1,1,0,36279,3738,3387,1737,212836
2020,4,13120,2,（従業地）練馬区,183362,165512,82,148,210,1182,645,213,244,432,350,344,501,983,359,3661,3391,2372,1217,402,7290,139532,904,462,588,17850,17804,409,391,767,622,100,448,173,451,239,401,1282,201,1532,370,144,62,156,441,1536,2451,175,130,89,65,64,5105,44,30,13,1,0,2,24248,1901,2083,1028,212622
2020,4,13121,2,（従業地）足立区,201587,199417,110,357,264,489,915,1376,2041,1355,458,246,634,650,289,463,596,882,2999,4360,1632,1111,166875,8754,2561,2170,2164,152,73,113,158,23,138,32,156,133,86,134,79,110,65,30,13,48,40,89,115,24,59,33,10,13,238,5,5,0,0,0,1,34916,13538,2045,3798,255884
2020,4,13122,2,（従業地）葛飾区,116793,115731,103,254,177,290,413,611,2088,1323,312,145,447,373,131,219,327,345,599,1200,558,425,7706,90095,7590,1062,1056,77,45,67,75,12,67,12,77,71,57,56,40,54,36,17,9,36,15,14,52,17,29,23,3,0,95,6,5,1,0,0,0,7559,16702,1335,1657,144046
2020,4,13123,2,（従業地）江戸川区,181611,179364,195,644,291,570,552,654,2675,6449,643,259,833,634,259,535,730,424,617,701,823,666,2445,7222,150543,2247,2234,158,64,119,202,26,175,46,215,128,112,131,69,91,84,42,18,63,33,42,68,18,76,56,9,14,175,9,6,3,0,0,4,5290,28256,2740,1453,219350
2020,2,13500,2,（従業地）多摩・島しょ,1306473,88504,432,680,1054,3495,1458,736,1034,2063,2173,1740,3465,14472,2343,5571,18146,2389,1979,812,3757,14947,1801,1445,2512,1217969,1185373,195719,62709,30446,51273,49031,83752,40762,55563,90294,30258,53889,61307,38557,34543,21748,22006,15128,26431,14883,26598,26219,39849,21248,21598,29378,42184,21150,12748,5939,724,1739,11446,72901,10678,112073,12656,1514781
2020,3,13200,2,（従業地）市部,1268712,88081,431,677,1052,3482,1451,733,1030,2036,2151,1726,3438,14428,2336,5551,18095,2364,1971,808,3730,14891,1791,1423,2486,1180631,1169443,194819,61994,30406,51211,45115,83634,39713,55519,90243,30203,53615,61115,38392,34430,21673,20812,15119,26020,14855,26519,24975,39806,21224,19666,26302,42063,11182,6709,3545,295,633,6,70085,10526,111695,12414,1473432
2020,4,13201,2,（従業地）八王子市,193916,7069,46,82,112,351,174,101,105,182,222,181,378,1107,243,450,1286,197,166,69,340,703,166,149,259,186847,185829,138098,3019,835,938,1588,3362,2583,1804,5054,959,1193,10995,660,1638,1131,1162,229,781,160,294,696,3849,993,854,2413,541,1016,477,474,35,30,2,5415,1055,18166,3613,222165
2020,4,13202,2,（従業地）立川市,91668,6242,37,60,90,316,101,58,92,180,164,142,259,715,129,499,1400,178,151,73,341,790,144,129,194,85426,84518,7274,33882,849,966,2086,2817,5430,909,911,1354,2591,4730,1473,3107,2976,1462,145,2922,268,490,2764,998,619,1164,1510,821,907,561,282,15,49,1,5638,756,5400,1134,104596
2020,4,13203,2,（従業地）武蔵野市,62385,13605,59,82,109,452,165,82,139,284,245,200,341,1179,248,900,4500,262,221,111,372,2964,218,177,295,48780,48685,1630,1065,19566,5693,360,1965,664,1324,318,3176,2008,885,890,1582,586,233,146,426,194,636,216,259,218,181,223,4241,94,60,32,0,2,1,4043,1319,2691,564,71002
2020,4,13204,2,（従業地）三鷹市,68944,8579,40,35,87,286,109,71,88,195,162,166,251,1379,175,577,2599,201,192,70,275,1088,154,136,243,60365,60252,1644,886,3477,34347,323,2601,543,4556,376,2329,1454,845,590,1168,482,165,308,359,156,476,237,429,434,154,191,1722,113,59,39,4,11,0,2329,813,2039,410,74535
2020,4,13205,2,（従業地）青梅市,43514,530,1,7,2,26,13,1,2,20,23,6,24,44,15,39,140,19,9,4,26,76,10,6,17,42984,40956,1134,888,113,129,27749,308,1334,68,98,182,264,414,241,270,209,1365,17,341,33,70,513,79,48,3342,1639,108,2028,1230,427,46,325,0,4096,136,621,281,48648
2020,4,13206,2,（従業地）府中市,99183,7265,39,67,108,296,124,61,106,213,265,163,388,1436,225,367,1183,198,210,79,387,726,224,150,250,91918,91711,5641,1980,692,1445,734,52556,1113,4173,1209,1786,1650,3800,897,2525,2273,367,484,588,308,346,365,3335,2110,345,424,565,207,121,77,4,5,0,5712,1024,8201,839,114959
2020,4,13207,2,（従業地）昭島市,40694,1181,4,12,8,43,26,10,9,29,28,16,37,117,35,113,267,36,38,11,66,184,33,25,34,39513,38711,2328,4004,184,225,1741,552,18630,130,213,291,662,931,366,492,457,1965,17,724,53,121,1352,194,107,1087,1673,212,802,481,278,15,28,0,1772,263,1064,300,44093
2020,4,13208,2,（従業地）調布市,67583,8309,27,68,103,281,128,69,108,217,203,179,311,2827,349,356,1305,188,162,74,295,539,135,137,248,59274,59225,2825,486,476,3023,120,5741,238,35470,886,556,416,1370,235,319,347,80,1825,165,83,152,129,1977,1770,63,113,360,48,30,18,0,0,1,1952,780,5268,522,76105
2020,4,13209,2,（従業地）町田市,91038,4320,26,46,75,186,76,44,52,92,190,168,412,1340,187,151,407,92,95,37,147,214,88,68,127,86718,86677,4886,350,113,184,107,638,181,564,74676,128,166,709,99,203,172,71,419,90,23,49,67,1798,743,48,98,95,41,25,15,1,0,0,949,472,41720,614,134793
2020,4,13210,2,（従業地）小金井市,30499,2590,19,18,50,152,41,24,37,60,59,47,84,239,66,231,664,68,49,24,111,391,39,39,78,27909,27841,819,624,872,938,191,1656,321,352,155,14524,2472,426,510,1368,326,124,56,255,131,347,146,160,113,92,137,726,68,47,17,2,2,0,1406,315,933,265,33418
2020,4,13211,2,（従業地）小平市,52659,3410,21,23,37,166,83,31,40,71,80,52,116,255,62,319,651,123,96,35,167,760,73,49,100,49249,49053,862,1574,451,414,413,855,565,228,215,1124,27655,458,3853,2055,443,215,48,2210,372,1683,763,144,161,290,228,1774,196,136,44,2,14,0,4665,448,1760,553,60085
2020,4,13212,2,（従業地）日野市,55074,2186,16,25,25,91,45,19,40,62,73,36,101,345,49,134,449,46,71,24,89,257,54,45,90,52888,52663,10753,1754,321,363,518,1335,1096,566,787,400,523,28825,298,800,636,317,62,401,65,112,326,1274,306,275,389,161,225,138,77,6,4,0,1707,319,3419,853,61372
2020,4,13213,2,（従業地）東村山市,32686,1760,6,10,23,90,33,11,15,28,27,18,24,76,27,142,268,80,43,13,125,624,28,18,31,30926,30830,344,540,120,119,171,293,249,79,39,238,2156,202,20189,472,104,95,13,1471,1077,1390,366,67,30,84,115,807,96,79,15,1,1,0,5691,136,310,114,38937
2020,4,13214,2,（従業地）国分寺市,33181,2232,8,25,27,87,39,28,31,85,51,33,74,154,52,204,568,72,51,31,106,301,58,51,96,30949,30857,1170,1579,425,463,355,1584,634,222,166,1216,3088,680,963,14868,927,203,42,587,106,221,282,194,139,154,213,376,92,57,28,0,7,0,2427,421,1205,365,37599
2020,4,13215,2,（従業地）国立市,23623,1394,15,11,30,51,26,15,17,31,36,43,62,208,47,79,332,38,41,7,47,169,27,19,43,22229,22117,1253,1802,218,311,244,1893,791,274,202,393,666,1053,247,1671,9191,152,34,294,53,83,234,323,240,154,196,145,112,74,31,3,4,0,1024,277,1110,195,26229
2020,4,13218,2,（従業地）福生市,20004,283,1,3,2,12,6,1,1,4,0,7,7,36,10,30,75,3,7,1,14,50,8,2,3,19721,18762,723,668,68,55,1463,158,1261,46,44,96,188,215,146,140,149,9455,5,227,16,42,522,39,39,1394,1516,87,959,702,207,12,38,0,1015,42,233,98,21392
2020,4,13219,2,（従業地）狛江市,16359,1944,9,7,33,41,28,11,15,26,27,32,74,1149,58,39,151,22,36,10,36,55,23,24,38,14415,14411,234,48,34,167,8,352,21,1536,463,31,36,66,32,37,41,6,10777,9,13,8,8,197,239,8,7,33,4,2,2,0,0,0,241,106,2073,90,18869
2020,4,13220,2,（従業地）東大和市,19953,503,1,1,0,25,11,4,2,5,5,8,16,35,6,49,120,13,7,7,20,149,8,2,9,19450,19277,341,1402,61,69,270,142,362,41,50,98,1238,221,1236,230,129,122,4,10734,78,155,1641,76,39,137,168,233,173,137,31,1,4,0,1109,59,204,58,21383
2020,4,13221,2,（従業地）清瀬市,15427,1456,7,3,8,62,37,10,8,16,15,20,25,42,20,65,88,103,41,11,107,708,30,15,15,13971,13957,76,82,62,50,24,102,41,26,23,99,322,42,1187,94,37,22,8,117,9436,1447,54,16,17,15,18,540,14,11,2,0,1,0,4144,139,170,85,19965
2020,4,13222,2,（従業地）東久留米市,25680,1712,2,5,8,63,25,14,6,21,20,13,24,70,21,83,164,82,52,16,123,833,31,16,20,23968,23924,126,205,154,106,62,154,97,39,17,149,1461,55,1677,140,69,45,15,282,1373,15416,150,26,27,22,34,2023,44,32,11,0,1,0,3795,86,181,97,29839
2020,4,13223,2,（従業地）武蔵村山市,25429,405,0,6,4,19,2,2,5,4,10,7,20,28,5,35,66,10,5,7,23,119,8,10,10,25024,24180,543,2899,58,66,634,186,1180,43,50,109,542,224,567,232,140,388,9,1915,64,139,13192,61,30,408,357,144,844,757,71,4,12,0,1261,143,290,92,27215
2020,4,13224,2,（従業地）多摩市,51755,3811,25,45,49,129,84,27,54,99,113,94,201,1083,184,174,525,103,91,48,156,224,105,71,127,47944,47879,8274,601,143,359,157,2616,273,1969,3191,208,287,2914,177,314,376,105,289,234,51,79,131,22757,2013,73,147,141,65,44,18,1,2,0,1337,441,8913,416,62862
2020,4,13225,2,（従業地）稲城市,19122,1087,2,8,18,24,8,15,18,26,36,32,94,311,51,42,139,22,23,2,50,77,33,16,40,18035,18022,1252,178,51,135,45,1171,112,851,887,78,89,400,51,104,144,30,130,46,22,32,44,1395,10673,25,42,35,13,11,2,0,0,0,426,114,3991,171,23824
2020,4,13227,2,（従業地）羽村市,21534,288,0,2,3,7,4,1,4,10,11,4,8,30,3,31,74,4,10,1,19,42,7,8,5,21246,19823,809,592,58,66,4169,146,927,39,53,92,191,256,152,147,120,1541,3,247,20,54,400,53,30,8544,1050,64,1423,1131,221,19,52,0,1210,40,235,120,23139
2020,4,13228,2,（従業地）あきる野市,22578,208,2,2,4,11,5,4,7,3,5,5,8,21,2,21,54,7,1,1,10,21,5,3,6,22370,20820,1473,506,55,61,1447,119,863,40,61,43,140,206,88,132,104,1043,3,143,9,22,154,40,27,683,13307,51,1549,273,1114,121,41,1,473,55,305,112,23523
