,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,品種,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,,
合計,,"3,134,024","1,820,774","1,313,250","196,579","109,257","87,322","202,175","111,106","91,069","251,077","146,305","104,772","259,143","145,522","113,621","261,775","156,782","104,993","263,594",合計,
農水産品,,"167,145","113,327","53,818","17,884","10,554","7,330","10,221","6,490","3,731","10,949","7,269","3,680","12,444","10,168","2,276","21,530","15,423","6,107","7,403",農水産品,
1,麦,"9,476","7,156","2,320",855,655,200,750,570,180,"1,170",940,230,870,630,240,675,525,150,355,1,麦
2,米,"2,575",365,"2,210",205,15,190,185,10,175,275,10,265,335,40,295,165,100,65,180,2,米
3,とうもろこし,830,815,15,120,120,-,-,-,-,121,116,5,-,-,-,90,90,-,68,3,とうもろこし
4,豆類,"9,564","8,129","1,435",265,130,135,320,240,80,620,445,175,785,695,90,"1,465","1,370",95,395,4,豆類
5,その他雑穀,970,595,375,90,60,30,90,60,30,60,40,20,80,60,20,50,20,30,50,5,その他雑穀
6,野菜・果物,"85,051","52,598","32,453","8,981","5,323","3,658","6,199","3,659","2,540","5,506","3,396","2,110","4,331","3,326","1,005","8,576","6,568","2,008","3,955",6,野菜・果物
7,綿花,150,150,-,-,-,-,-,-,-,-,-,-,150,150,-,-,-,-,-,7,綿花
8,その他農産品,"15,568","12,196","3,372",655,200,455,"1,354",829,525,"1,250",575,675,"1,606","1,226",380,"2,191","2,091",100,657,8,その他農産品
9,羊毛,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,-,9,羊毛
10,その他畜産品,"13,964","13,229",735,983,908,75,470,435,35,984,844,140,899,849,50,"1,040",980,60,"1,106",10,その他畜産品
11,水産品,"28,975","18,072","10,903","5,730","3,143","2,587",853,687,166,963,903,60,"3,388","3,192",196,"7,271","3,672","3,599",637,11,水産品
林産品,,"25,059","19,980","5,079","1,915","1,644",271,"3,019","2,563",456,"1,745","1,184",561,"1,377",989,388,"2,031","1,596",435,"1,522",林産品,
