,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,合計,,,芝浦,,,竹芝,,,10号地その2,,,辰巳,,,13号地その2,,,品種,,,,,,,
,,,,,芝浦ふ頭,,,竹芝ふ頭,,,10号西岸壁,,,辰巳ふ頭,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"3,134,024","1,820,774","1,313,250","16,647","14,039","2,608",202,170,32,"446,693","295,840","150,853","48,805","35,976","12,829","190,938","148,014","42,924",合計,,,,,,,
農水産品,,"167,145","113,327","53,818",-,-,-,-,-,-,"5,735","4,725","1,010","1,267","1,267",-,"12,072","10,701","1,371",農水産品,,,,,,,
1,麦,"9,476","7,156","2,320",-,-,-,-,-,-,970,560,410,-,-,-,950,950,-,1,麦,,,,,,
2,米,"2,575",365,"2,210",-,-,-,-,-,-,195,185,10,-,-,-,-,-,-,2,米,,,,,,
3,とうもろこし,830,815,15,-,-,-,-,-,-,15,5,10,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"9,564","8,129","1,435",-,-,-,-,-,-,845,285,560,-,-,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,970,595,375,-,-,-,-,-,-,290,290,-,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"85,051","52,598","32,453",-,-,-,-,-,-,"3,025","3,005",20,"1,267","1,267",-,180,180,-,6,野菜・果物,,,,,,
7,綿花,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,"15,568","12,196","3,372",-,-,-,-,-,-,40,40,-,-,-,-,25,25,-,8,その他農産品,,,,,,
9,羊毛,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"13,964","13,229",735,-,-,-,-,-,-,240,240,-,-,-,-,"1,760","1,760",-,10,その他畜産品,,,,,,
11,水産品,"28,975","18,072","10,903",-,-,-,-,-,-,115,115,-,-,-,-,"9,157","7,786","1,371",11,水産品,,,,,,
林産品,,"25,059","19,980","5,079",-,-,-,-,-,-,"5,360","2,265","3,095","2,276","1,908",368,"2,255","2,255",-,林産品,,,,,,,
