12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"18,263","17,104","1,159",-,-,-,-,-,-,260,200,60,"2,272","1,908",364,"2,255","2,255",-,13,製材,,,,,,
14,樹脂類,"6,056","2,470","3,586",-,-,-,-,-,-,"4,950","1,920","3,030",-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,490,176,314,-,-,-,-,-,-,150,145,5,4,-,4,-,-,-,16,その他林産品,,,,,,
17,薪炭,250,230,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,"10,581","9,821",760,-,-,-,-,-,-,"1,430",880,550,-,-,-,-,-,-,鉱産品,,,,,,,
18,石炭,850,845,5,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,705,695,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,"1,675","1,020",655,-,-,-,-,-,-,725,185,540,-,-,-,-,-,-,21,砂利・砂,,,,,,
22,石材,"2,185","2,140",45,-,-,-,-,-,-,685,675,10,-,-,-,-,-,-,22,石材,,,,,,
23,原油,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,325,280,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,70,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,"4,741","4,741",-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,"424,565","233,611","190,954",951,846,105,9,9,-,"23,735","18,205","5,530","5,674","5,238",436,"73,978","52,078","21,900",金属機械工業品,,,,,,,
28,鉄鋼,376,225,151,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"8,281","1,405","6,876",-,-,-,-,-,-,"1,095",615,480,-,-,-,-,-,-,29,鋼材,,,,,,
30,非鉄金属,"9,293","2,722","6,571",-,-,-,-,-,-,80,35,45,-,-,-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"30,524","14,145","16,379",-,-,-,-,-,-,"2,940","1,285","1,655","5,451","5,030",421,"5,691","1,056","4,635",31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"2,641","2,148",493,-,-,-,-,-,-,55,55,-,223,208,15,458,458,-,33,完成自動車,,,,,,
34,その他輸送用車両,571,376,195,-,-,-,-,-,-,65,65,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,"1,105",426,679,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"99,191","28,991","70,200",-,-,-,-,-,-,"13,480","13,400",80,-,-,-,"3,582",16,"3,566",36,自動車部品,,,,,,
37,その他輸送機械,"3,904","3,362",542,-,-,-,-,-,-,5,-,5,-,-,-,"2,508","2,508",-,37,その他輸送機械,,,,,,
38,産業機械,"66,247","9,979","56,268",951,846,105,9,9,-,410,185,225,-,-,-,877,-,877,38,産業機械,,,,,,
39,電気機械,"65,657","41,926","23,731",-,-,-,-,-,-,"2,850",65,"2,785",-,-,-,"43,360","35,947","7,413",39,電気機械,,,,,,
40,測量・光学・医療機械,"14,751","9,494","5,257",-,-,-,-,-,-,120,-,120,-,-,-,"12,912","8,836","4,076",40,測量・光学・医療機械,,,,,,
41,事務用機器,"114,539","114,169",370,-,-,-,-,-,-,"2,355","2,305",50,-,-,-,508,508,-,41,事務用機器,,,,,,
42,その他機械,"7,485","4,243","3,242",-,-,-,-,-,-,270,185,85,-,-,-,"4,082","2,749","1,333",42,その他機械,,,,,,
化学工業品,,"115,858","82,292","33,566",-,-,-,-,-,-,"9,335","5,135","4,200","2,505","2,505",-,"7,180","3,842","3,338",化学工業品,,,,,,,
43,陶磁器,923,506,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,
44,セメント,510,505,5,-,-,-,-,-,-,190,185,5,-,-,-,-,-,-,44,セメント,,,,,,
45,ガラス類,"1,581","1,200",381,-,-,-,-,-,-,875,875,-,-,-,-,-,-,-,45,ガラス類,,,,,,
46,窯業品,"4,903","2,733","2,170",-,-,-,-,-,-,35,15,20,-,-,-,-,-,-,46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,
48,石油製品,"4,025","3,645",380,-,-,-,-,-,-,"1,345","1,285",60,-,-,-,-,-,-,48,石油製品,,,,,,
49,LNG/液化天然ガス,78,18,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,,
50,LPG/液化石油ガス,"2,700","2,515",185,-,-,-,-,-,-,165,-,165,"2,505","2,505",-,-,-,-,50,LPG/液化石油ガス,,,,,,
51,その他の石油製品,935,900,35,-,-,-,-,-,-,135,115,20,-,-,-,-,-,-,51,その他の石油製品,,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,,
54,化学薬品,"53,768","43,803","9,965",-,-,-,-,-,-,"4,410","1,315","3,095",-,-,-,-,-,-,54,化学薬品,,,,,,
55,化学肥料,"4,685","2,400","2,285",-,-,-,-,-,-,"1,840","1,080",760,-,-,-,-,-,-,55,化学肥料,,,,,,
56,その他化学工業品,"41,750","24,067","17,683",-,-,-,-,-,-,340,265,75,-,-,-,"7,180","3,842","3,338",56,その他化学工業品,,,,,,
軽工業品,,"573,768","362,265","211,503","2,580","2,518",62,-,-,-,"129,280","61,450","67,830","6,362","6,362",-,"62,869","50,772","12,097",軽工業品,,,,,,,
57,紙・パルプ,"192,448","84,022","108,426","2,580","2,518",62,-,-,-,"48,970","3,460","45,510",-,-,-,"2,238","1,558",680,57,紙・パルプ,,,,,,
58,糸及び紡績半製品,"10,044",71,"9,973",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,,
59,その他繊維工業品,"4,562","3,897",665,-,-,-,-,-,-,10,5,5,-,-,-,"3,292","3,292",-,59,その他繊維工業品,,,,,,
60,砂糖,"50,818","14,797","36,021",-,-,-,-,-,-,"4,080","3,745",335,-,-,-,"8,460","1,754","6,706",60,砂糖,,,,,,
61,製造食品,"127,311","104,253","23,058",-,-,-,-,-,-,"37,120","31,120","6,000","4,699","4,699",-,"26,855","22,189","4,666",61,製造食品,,,,,,
62,飲料,"143,035","125,139","17,896",-,-,-,-,-,-,"24,560","19,455","5,105","1,663","1,663",-,"1,299","1,299",-,62,飲料,,,,,,
63,水,"15,471","2,191","13,280",-,-,-,-,-,-,"9,805",255,"9,550",-,-,-,-,-,-,63,水,,,,,,
64,たばこ,"4,360","3,400",960,-,-,-,-,-,-,"4,330","3,370",960,-,-,-,-,-,-,64,たばこ,,,,,,
65,その他食料工業品,"25,719","24,495","1,224",-,-,-,-,-,-,405,40,365,-,-,-,"20,725","20,680",45,65,その他食料工業品,,,,,,
雑工業品,,"180,050","148,354","31,696",-,-,-,-,-,-,"28,590","24,540","4,050","3,148","2,628",520,"30,157","26,252","3,905",雑工業品,,,,,,,
66,がん具,341,266,75,-,-,-,-,-,-,165,165,-,-,-,-,-,-,-,66,がん具,,,,,,
67,衣服・身廻品・はきもの,"20,534","17,419","3,115",-,-,-,-,-,-,125,125,-,-,-,-,"18,252","15,873","2,379",67,衣服・身廻品・はきもの,,,,,,
68,文房具・運動娯楽用品・楽器,"14,940","13,810","1,130",-,-,-,-,-,-,35,15,20,-,-,-,"4,786","4,194",592,68,文房具・運動娯楽用品・楽器,,,,,,
69,家具装備品,"15,087","13,630","1,457",-,-,-,-,-,-,"1,345",210,"1,135",-,-,-,"3,553","3,553",-,69,家具装備品,,,,,,
70,その他日用品,"68,372","59,504","8,868",-,-,-,-,-,-,"9,500","8,670",830,"3,148","2,628",520,"1,682","1,131",551,70,その他日用品,,,,,,
71,ゴム製品,"26,577","14,298","12,279",-,-,-,-,-,-,"7,615","5,900","1,715",-,-,-,"1,884","1,501",383,71,ゴム製品,,,,,,
72,木製品,"1,416","1,411",5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,,
73,その他製造工業品,"32,783","28,016","4,767",-,-,-,-,-,-,"9,805","9,455",350,-,-,-,-,-,-,73,その他製造工業品,,,,,,
特殊品,,"1,636,998","851,124","785,874","13,116","10,675","2,441",193,161,32,"243,228","178,640","64,588","27,573","16,068","11,505","2,427","2,114",313,特殊品,,,,,,,
74,金属くず,"3,054",407,"2,647",-,-,-,-,-,-,20,20,-,-,-,-,311,87,224,74,金属くず,,,,,,
75,再利用資材,"8,581","1,337","7,244",-,-,-,-,-,-,-,-,-,-,-,-,89,-,89,75,再利用資材,,,,,,
76,動植物性製造飼肥料,"44,075","43,336",739,-,-,-,-,-,-,"1,060",990,70,-,-,-,"1,210","1,210",-,76,動植物性製造飼肥料,,,,,,
77,廃棄物,"5,075","4,545",530,-,-,-,-,-,-,530,-,530,-,-,-,-,-,-,77,廃棄物,,,,,,
78,廃土砂,95,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,,
79,輸送用容器,"203,386","66,320","137,066",-,-,-,-,-,-,"34,910","6,360","28,550",21,-,21,-,-,-,79,輸送用容器,,,,,,
80,取合せ品,"1,372,732","735,084","637,648","13,116","10,675","2,441",193,161,32,"206,708","171,270","35,438","27,552","16,068","11,484",817,817,-,80,取合せ品,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,
