　4-(2) 外貿コンテナの係留施設別・年次別個数表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(単位：TEU）,,,,,,,,,,,,,,,,,
係留施設別,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年)    　,,,係留施設別,,,,,,,,,,,,,,,,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,,,,,,,,,,
合計,"4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,854","2,039,462","2,350,392","4,353,394","1,995,264","2,358,130",合計,,,,,,,,,,,,,,,,,
実入,"3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,407","948,834","2,339,573","3,290,696","940,826","2,349,870",実入,,,,,,,,,,,,,,,,,
空,"1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,447","1,090,628","10,819","1,062,698","1,054,438","8,260",空,,,,,,,,,,,,,,,,,
品川岸壁,"440,502","213,733","226,769","408,042","197,975","210,067","414,957","193,236","221,721","438,809","207,991","230,818","436,902","210,013","226,889",品川岸壁,,,,,,,,,,,,,,,,,
実入,"305,341","80,809","224,532","276,516","68,242","208,274","288,389","68,614","219,775","298,845","69,904","228,941","293,766","68,747","225,019",実入,,,,,,,,,,,,,,,,,
空,"135,161","132,924","2,237","131,526","129,733","1,793","126,568","124,622","1,946","139,964","138,087","1,877","143,136","141,266","1,870",空,,,,,,,,,,,,,,,,,
青海コンテナふ頭（公共）,"881,873","404,822","477,051","874,032","404,543","469,489","855,305","392,864","462,441","848,395","387,866","460,529","774,176","349,410","424,766",青海コンテナふ頭（公共）,,,,,,,,,,,,,,,,,
実入,"605,601","129,954","475,647","603,587","135,521","468,066","601,685","139,923","461,762","602,888","142,937","459,951","560,228","136,511","423,717",実入,,,,,,,,,,,,,,,,,
空,"276,272","274,868","1,404","270,445","269,022","1,423","253,620","252,941",679,"245,507","244,929",578,"213,948","212,899","1,049",空,,,,,,,,,,,,,,,,,
青海コンテナふ頭（埠頭㈱）,"708,297","337,082","371,215","599,005","274,152","324,853","570,260","258,757","311,503","699,431","332,922","366,509","709,916","330,609","379,307",青海コンテナふ頭（埠頭㈱）,,,,,,,,,,,,,,,,,
実入,"492,151","122,649","369,502","418,761","95,188","323,573","408,152","98,969","309,183","471,546","105,659","365,887","492,045","113,730","378,315",実入,,,,,,,,,,,,,,,,,
空,"216,146","214,433","1,713","180,244","178,964","1,280","162,108","159,788","2,320","227,885","227,263",622,"217,871","216,879",992,空,,,,,,,,,,,,,,,,,
お台場ライナーふ頭,"2,273",73,"2,200","1,746",-,"1,746","1,868",273,"1,595","1,456",12,"1,444","1,712",-,"1,712",お台場ライナーふ頭,,,,,,,,,,,,,,,,,
実入,"1,782",-,"1,782","1,746",-,"1,746","1,614",73,"1,541","1,444",-,"1,444","1,692",-,"1,692",実入,,,,,,,,,,,,,,,,,
空,491,73,418,-,-,-,254,200,54,12,12,-,20,-,20,空,,,,,,,,,,,,,,,,,
大井コンテナふ頭,"2,299,730","1,036,727","1,263,003","2,203,421","1,024,087","1,179,334","2,146,896","990,498","1,156,398","2,247,831","1,037,526","1,210,305","2,253,617","1,027,153","1,226,464",大井コンテナふ頭,,,,,,,,,,,,,,,,,
実入,"1,888,893","633,820","1,255,073","1,802,340","627,499","1,174,841","1,724,039","575,301","1,148,738","1,807,920","605,354","1,202,566","1,817,521","595,376","1,222,145",実入,,,,,,,,,,,,,,,,,
空,"410,837","402,907","7,930","401,081","396,588","4,493","422,857","415,197","7,660","439,911","432,172","7,739","436,096","431,777","4,319",空,,,,,,,,,,,,,,,,,
その他,"167,627","82,357","85,270","164,401","80,028","84,373","160,221","81,571","78,650","153,932","73,145","80,787","177,071","78,079","98,992",その他,,,,,,,,,,,,,,,,,
実入,"106,971","22,207","84,764","105,256","21,185","84,071","107,279","28,683","78,596","105,764","24,980","80,784","125,444","26,462","98,982",実入,,,,,,,,,,,,,,,,,
空,"60,656","60,150",506,"59,145","58,843",302,"52,942","52,888",54,"48,168","48,165",3,"51,627","51,617",10,空,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　4-(3) 外貿コンテナの船種別・年次別個数表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(単位：TEU）,,,,,,,,,,,,,,,,,
船種別,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年)    　,,,船種別,,,,,,,,,,,,,,,,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,,,,,,,,,,
合計,"4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,854","2,039,462","2,350,392","4,353,394","1,995,264","2,358,130",合計,,,,,,,,,,,,,,,,,
実入,"3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,407","948,834","2,339,573","3,290,696","940,826","2,349,870",実入,,,,,,,,,,,,,,,,,
空,"1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,447","1,090,628","10,819","1,062,698","1,054,438","8,260",空,,,,,,,,,,,,,,,,,
フルコンテナ船,"4,480,258","2,064,668","2,415,590","4,236,458","1,973,596","2,262,862","4,135,773","1,909,917","2,225,856","4,376,268","2,032,947","2,343,321","4,342,962","1,990,268","2,352,694",フルコンテナ船,,,,,,,,,,,,,,,,,
実入,"3,387,054","985,183","2,401,871","3,197,514","943,940","2,253,574","3,120,527","907,255","2,213,272","3,277,178","944,668","2,332,510","3,281,437","936,894","2,344,543",実入,,,,,,,,,,,,,,,,,
空,"1,093,204","1,079,485","13,719","1,038,944","1,029,656","9,288","1,015,246","1,002,662","12,584","1,099,090","1,088,279","10,811","1,061,525","1,053,374","8,151",空,,,,,,,,,,,,,,,,,
セミコンテナ船,"9,976","5,308","4,668","6,401","3,910","2,491","7,066","4,385","2,681","7,035","3,969","3,066","7,787","3,964","3,823",セミコンテナ船,,,,,,,,,,,,,,,,,
実入,"8,146","3,946","4,200","5,974","3,486","2,488","6,662","4,109","2,553","6,931","3,865","3,066","7,594","3,880","3,714",実入,,,,,,,,,,,,,,,,,
空,"1,830","1,362",468,427,424,3,404,276,128,104,104,-,193,84,109,空,,,,,,,,,,,,,,,,,
ＲＯＲＯ船,"10,068","4,818","5,250","7,788","3,279","4,509","6,668","2,897","3,771","6,543","2,546","3,997","2,644","1,032","1,612",ＲＯＲＯ船,,,,,,,,,,,,,,,,,
実入,"5,539",310,"5,229","4,718",209,"4,509","3,969",199,"3,770","4,293",301,"3,992","1,664",52,"1,612",実入,,,,,,,,,,,,,,,,,
空,"4,529","4,508",21,"3,070","3,070",-,"2,699","2,698",1,"2,250","2,245",5,980,980,-,空,,,,,,,,,,,,,,,,,
その他コンテナ積船,-,-,-,-,-,-,-,-,-,7,-,7,-,-,-,その他コンテナ積船,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,4,-,4,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,空,,,,,,,,,,,,,,,,,
