,,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,
品種,,合計,,,定期航路,,,,,,定期航路,,,,,,,,,,,,品種,,,,,,,,,
,,,,,合計,,,北海道,,,東北,,,中部,,,近畿,,,九州,,,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,,,
合計,,"3,134,024","1,820,774","1,313,250","1,979,575","1,099,077","880,498","700,617","367,344","333,273","335,320","147,315","188,005","122,299","13,530","108,769","87,881","15,514","72,367","244,195","119,470","124,725",合計,,,,,,,,,
農水産品,,"167,145","113,327","53,818","85,902","33,663","52,239","51,280","14,010","37,270","28,194","14,235","13,959",243,243,-,450,450,-,"5,735","4,725","1,010",農水産品,,,,,,,,,
1,麦,"9,476","7,156","2,320","7,545","5,225","2,320","6,575","4,665","1,910",-,-,-,-,-,-,-,-,-,970,560,410,1,麦,,,,,,,,
2,米,"2,575",365,"2,210","2,500",290,"2,210","2,305",105,"2,200",-,-,-,-,-,-,-,-,-,195,185,10,2,米,,,,,,,,
3,とうもろこし,830,815,15,25,10,15,10,5,5,-,-,-,-,-,-,-,-,-,15,5,10,3,とうもろこし,,,,,,,,
4,豆類,"9,564","8,129","1,435","3,080","1,645","1,435","2,235","1,360",875,-,-,-,-,-,-,-,-,-,845,285,560,4,豆類,,,,,,,,
5,その他雑穀,970,595,375,905,530,375,615,240,375,-,-,-,-,-,-,-,-,-,290,290,-,5,その他雑穀,,,,,,,,
6,野菜・果物,"85,051","52,598","32,453","48,932","16,696","32,236","34,320","7,060","27,260","11,137","6,181","4,956",-,-,-,450,450,-,"3,025","3,005",20,6,野菜・果物,,,,,,,,
7,綿花,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,,,
8,その他農産品,"15,568","12,196","3,372","3,735",395,"3,340","3,695",355,"3,340",-,-,-,-,-,-,-,-,-,40,40,-,8,その他農産品,,,,,,,,
9,羊毛,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,,,
10,その他畜産品,"13,964","13,229",735,"2,041","1,306",735,770,35,735,"1,031","1,031",-,-,-,-,-,-,-,240,240,-,10,その他畜産品,,,,,,,,
11,水産品,"28,975","18,072","10,903","17,139","7,566","9,573",755,185,570,"16,026","7,023","9,003",243,243,-,-,-,-,115,115,-,11,水産品,,,,,,,,
林産品,,"25,059","19,980","5,079","9,770","5,480","4,290","2,155",960,"1,195","2,255","2,255",-,-,-,-,-,-,-,"5,360","2,265","3,095",林産品,,,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,,,
13,製材,"18,263","17,104","1,159","3,470","2,705",765,955,250,705,"2,255","2,255",-,-,-,-,-,-,-,260,200,60,13,製材,,,,,,,,
14,樹脂類,"6,056","2,470","3,586","5,605","2,410","3,195",655,490,165,-,-,-,-,-,-,-,-,-,"4,950","1,920","3,030",14,樹脂類,,,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,,,
16,その他林産品,490,176,314,460,150,310,310,5,305,-,-,-,-,-,-,-,-,-,150,145,5,16,その他林産品,,,,,,,,
17,薪炭,250,230,20,235,215,20,235,215,20,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,,,
鉱産品,,"10,581","9,821",760,"4,220","3,460",760,"2,790","2,580",210,-,-,-,-,-,-,-,-,-,"1,430",880,550,鉱産品,,,,,,,,,
18,石炭,850,845,5,10,5,5,5,-,5,-,-,-,-,-,-,-,-,-,5,5,-,18,石炭,,,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,,,
20,金属鉱,705,695,10,30,20,10,30,20,10,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,,,
21,砂利・砂,"1,675","1,020",655,"1,600",945,655,875,760,115,-,-,-,-,-,-,-,-,-,725,185,540,21,砂利・砂,,,,,,,,
22,石材,"2,185","2,140",45,"2,110","2,065",45,"1,425","1,390",35,-,-,-,-,-,-,-,-,-,685,675,10,22,石材,,,,,,,,
23,原油,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,,,
25,石灰石,325,280,45,325,280,45,325,280,45,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,,,
26,原塩,70,70,-,10,10,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,,,
27,非金属鉱物,"4,741","4,741",-,135,135,-,120,120,-,-,-,-,-,-,-,-,-,-,15,15,-,27,非金属鉱物,,,,,,,,
金属機械工業品,,"424,565","233,611","190,954","200,510","161,810","38,700","46,620","17,735","28,885","18,014","13,821","4,193","1,483","1,483",-,92,-,92,"23,735","18,205","5,530",金属機械工業品,,,,,,,,,
28,鉄鋼,376,225,151,180,180,-,170,170,-,-,-,-,-,-,-,-,-,-,10,10,-,28,鉄鋼,,,,,,,,
29,鋼材,"8,281","1,405","6,876","1,810","1,215",595,715,600,115,-,-,-,-,-,-,-,-,-,"1,095",615,480,29,鋼材,,,,,,,,
30,非鉄金属,"9,293","2,722","6,571",315,50,265,235,15,220,-,-,-,-,-,-,-,-,-,80,35,45,30,非鉄金属,,,,,,,,
31,金属製品,"30,524","14,145","16,379","8,325","3,750","4,575","5,385","2,465","2,920",-,-,-,-,-,-,-,-,-,"2,940","1,285","1,655",31,金属製品,,,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,,,
33,完成自動車,"2,641","2,148",493,947,868,79,892,813,79,-,-,-,-,-,-,-,-,-,55,55,-,33,完成自動車,,,,,,,,
34,その他輸送用車両,571,376,195,236,151,85,171,86,85,-,-,-,-,-,-,-,-,-,65,65,-,34,その他輸送用車両,,,,,,,,
35,二輪自動車,"1,105",426,679,20,20,-,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,,,
36,自動車部品,"99,191","28,991","70,200","44,311","22,080","22,231","30,831","8,680","22,151",-,-,-,-,-,-,-,-,-,"13,480","13,400",80,36,自動車部品,,,,,,,,
37,その他輸送機械,"3,904","3,362",542,50,25,25,45,25,20,-,-,-,-,-,-,-,-,-,5,-,5,37,その他輸送機械,,,,,,,,
38,産業機械,"66,247","9,979","56,268","1,836",836,"1,000","1,426",651,775,-,-,-,-,-,-,-,-,-,410,185,225,38,産業機械,,,,,,,,
39,電気機械,"65,657","41,926","23,731","21,029","15,165","5,864","3,220","2,795",425,"13,809","11,247","2,562","1,058","1,058",-,92,-,92,"2,850",65,"2,785",39,電気機械,,,,,,,,
40,測量・光学・医療機械,"14,751","9,494","5,257","4,775","3,019","1,756",25,20,5,"4,205","2,574","1,631",425,425,-,-,-,-,120,-,120,40,測量・光学・医療機械,,,,,,,,
41,事務用機器,"114,539","114,169",370,"113,971","113,601",370,"1,050",730,320,-,-,-,-,-,-,-,-,-,"2,355","2,305",50,41,事務用機器,,,,,,,,
42,その他機械,"7,485","4,243","3,242","2,705",850,"1,855","2,435",665,"1,770",-,-,-,-,-,-,-,-,-,270,185,85,42,その他機械,,,,,,,,
化学工業品,,"115,858","82,292","33,566","56,128","47,310","8,818","44,876","40,876","4,000","1,244",866,378,281,281,-,392,152,240,"9,335","5,135","4,200",化学工業品,,,,,,,,,
43,陶磁器,923,506,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,,,,
44,セメント,510,505,5,510,505,5,320,320,-,-,-,-,-,-,-,-,-,-,190,185,5,44,セメント,,,,,,,,
45,ガラス類,"1,581","1,200",381,"1,175","1,125",50,300,250,50,-,-,-,-,-,-,-,-,-,875,875,-,45,ガラス類,,,,,,,,
46,窯業品,"4,903","2,733","2,170",865,845,20,830,830,-,-,-,-,-,-,-,-,-,-,35,15,20,46,窯業品,,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,,
48,石油製品,"4,025","3,645",380,"3,675","3,470",205,"2,330","2,185",145,-,-,-,-,-,-,-,-,-,"1,345","1,285",60,48,石油製品,,,,,,,,
49,LNG/液化天然ガス,78,18,60,60,-,60,60,-,60,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,,,,
50,LPG/液化石油ガス,"2,700","2,515",185,195,10,185,30,10,20,-,-,-,-,-,-,-,-,-,165,-,165,50,LPG/液化石油ガス,,,,,,,,
51,その他の石油製品,935,900,35,620,585,35,485,470,15,-,-,-,-,-,-,-,-,-,135,115,20,51,その他の石油製品,,,,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,,,,
54,化学薬品,"53,768","43,803","9,965","40,136","35,016","5,120","35,726","33,701","2,025",-,-,-,-,-,-,-,-,-,"4,410","1,315","3,095",54,化学薬品,,,,,,,,
55,化学肥料,"4,685","2,400","2,285","4,580","2,295","2,285","2,740","1,215","1,525",-,-,-,-,-,-,-,-,-,"1,840","1,080",760,55,化学肥料,,,,,,,,
56,その他化学工業品,"41,750","24,067","17,683","4,312","3,459",853,"2,055","1,895",160,"1,244",866,378,281,281,-,392,152,240,340,265,75,56,その他化学工業品,,,,,,,,
軽工業品,,"573,768","362,265","211,503","394,405","206,509","187,896","248,204","140,339","107,865","5,964","4,258","1,706",462,462,-,-,-,-,"121,330","53,500","67,830",軽工業品,,,,,,,,,
57,紙・パルプ,"192,448","84,022","108,426","135,955","29,315","106,640","86,985","25,855","61,130",-,-,-,-,-,-,-,-,-,"48,970","3,460","45,510",57,紙・パルプ,,,,,,,,
58,糸及び紡績半製品,"10,044",71,"9,973",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,,,,
59,その他繊維工業品,"4,562","3,897",665,45,30,15,35,25,10,-,-,-,-,-,-,-,-,-,10,5,5,59,その他繊維工業品,,,,,,,,
60,砂糖,"50,818","14,797","36,021","38,472","7,970","30,502","33,190","4,225","28,965","1,202",-,"1,202",-,-,-,-,-,-,"4,080","3,745",335,60,砂糖,,,,,,,,
61,製造食品,"127,311","104,253","23,058","83,298","65,574","17,724","40,954","29,734","11,220","4,762","4,258",504,462,462,-,-,-,-,"29,170","23,170","6,000",61,製造食品,,,,,,,,
62,飲料,"143,035","125,139","17,896","116,135","98,530","17,605","81,080","79,075","2,005",-,-,-,-,-,-,-,-,-,"24,560","19,455","5,105",62,飲料,,,,,,,,
63,水,"15,471","2,191","13,280","14,275",995,"13,280","4,470",740,"3,730",-,-,-,-,-,-,-,-,-,"9,805",255,"9,550",63,水,,,,,,,,
64,たばこ,"4,360","3,400",960,"4,360","3,400",960,30,30,-,-,-,-,-,-,-,-,-,-,"4,330","3,370",960,64,たばこ,,,,,,,,
65,その他食料工業品,"25,719","24,495","1,224","1,865",695,"1,170","1,460",655,805,-,-,-,-,-,-,-,-,-,405,40,365,65,その他食料工業品,,,,,,,,
雑工業品,,"180,050","148,354","31,696","111,959","99,827","12,132","75,745","68,425","7,320","6,170","5,408",762,"1,454","1,454",-,-,-,-,"28,590","24,540","4,050",雑工業品,,,,,,,,,
66,がん具,341,266,75,240,240,-,75,75,-,-,-,-,-,-,-,-,-,-,165,165,-,66,がん具,,,,,,,,
67,衣服・身廻品・はきもの,"20,534","17,419","3,115","5,118","4,564",554,436,436,-,"3,899","3,345",554,658,658,-,-,-,-,125,125,-,67,衣服・身廻品・はきもの,,,,,,,,
68,文房具・運動娯楽用品・楽器,"14,940","13,810","1,130","2,368","2,140",228,610,610,-,"1,289","1,081",208,434,434,-,-,-,-,35,15,20,68,文房具・運動娯楽用品・楽器,,,,,,,,
69,家具装備品,"15,087","13,630","1,457","11,721","10,361","1,360","9,085","8,860",225,939,939,-,352,352,-,-,-,-,"1,345",210,"1,135",69,家具装備品,,,,,,,,
70,その他日用品,"68,372","59,504","8,868","55,837","50,982","4,855","46,284","42,259","4,025",43,43,-,10,10,-,-,-,-,"9,500","8,670",830,70,その他日用品,,,,,,,,
71,ゴム製品,"26,577","14,298","12,279","8,140","6,255","1,885",525,355,170,-,-,-,-,-,-,-,-,-,"7,615","5,900","1,715",71,ゴム製品,,,,,,,,
72,木製品,"1,416","1,411",5,25,20,5,25,20,5,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,,,,
73,その他製造工業品,"32,783","28,016","4,767","28,510","25,265","3,245","18,705","15,810","2,895",-,-,-,-,-,-,-,-,-,"9,805","9,455",350,73,その他製造工業品,,,,,,,,
特殊品,,"1,636,998","851,124","785,874","1,116,681","541,018","575,663","228,947","82,419","146,528","273,479","106,472","167,007","118,376","9,607","108,769","86,947","14,912","72,035","48,680","10,220","38,460",特殊品,,,,,,,,,
