,,,,,,,,,,,,,,,(単位：個、TEU）,,,,,,,,,,,,
係留施設別・船種別,合計,,,,,輸出,,,,,輸入,,,,,,,,,,,,,,,,
,計,20フィート,40フィート,その他,TEU,計,20フィート,40フィート,その他,TEU,計,20フィート,40フィート,その他,TEU,,,,,,,,,,,,
合計,"2,743,135","986,028","1,756,874",233,"4,500,302","1,267,909","461,024","806,885",-,"2,074,794","1,475,226","525,004","949,989",233,"2,425,508",,,,,,,,,,,,
実入,"2,055,778","710,818","1,344,958",2,"3,400,739","590,524","191,609","398,915",-,"989,439","1,465,254","519,209","946,043",2,"2,411,300",,,,,,,,,,,,
空,"687,357","275,210","411,916",231,"1,099,563","677,385","269,415","407,970",-,"1,085,355","9,972","5,795","3,946",231,"14,208",,,,,,,,,,,,
フルコンテナ船,"2,730,722","981,246","1,749,243",233,"4,480,258","1,261,610","458,552","803,058",-,"2,064,668","1,469,112","522,694","946,185",233,"2,415,590",,,,,,,,,,,,
実入,"2,047,274","707,495","1,339,777",2,"3,387,054","587,860","190,537","397,323",-,"985,183","1,459,414","516,958","942,454",2,"2,401,871",,,,,,,,,,,,
空,"683,448","273,751","409,466",231,"1,093,204","673,750","268,015","405,735",-,"1,079,485","9,698","5,736","3,731",231,"13,719",,,,,,,,,,,,
セミコンテナ船,"5,970","1,964","4,006",-,"9,976","3,240","1,172","2,068",-,"5,308","2,730",792,"1,938",-,"4,668",,,,,,,,,,,,
実入,"4,918","1,690","3,228",-,"8,146","2,442",938,"1,504",-,"3,946","2,476",752,"1,724",-,"4,200",,,,,,,,,,,,
空,"1,052",274,778,-,"1,830",798,234,564,-,"1,362",254,40,214,-,468,,,,,,,,,,,,
その他コンテナ積船,"6,443","2,818","3,625",-,"10,068","3,059","1,300","1,759",-,"4,818","3,384","1,518","1,866",-,"5,250",,,,,,,,,,,,
実入,"3,586","1,633","1,953",-,"5,539",222,134,88,-,310,"3,364","1,499","1,865",-,"5,229",,,,,,,,,,,,
空,"2,857","1,185","1,672",-,"4,529","2,837","1,166","1,671",-,"4,508",20,19,1,-,21,,,,,,,,,,,,
品川岸壁,"284,596","128,690","155,906",-,"440,502","136,981","60,229","76,752",-,"213,733","147,615","68,461","79,154",-,"226,769",,,,,,,,,,,,
実入,"194,893","84,445","110,448",-,"305,341","49,230","17,651","31,579",-,"80,809","145,663","66,794","78,869",-,"224,532",,,,,,,,,,,,
空,"89,703","44,245","45,458",-,"135,161","87,751","42,578","45,173",-,"132,924","1,952","1,667",285,-,"2,237",,,,,,,,,,,,
フルコンテナ船,"278,168","125,887","152,281",-,"430,449","133,937","58,944","74,993",-,"208,930","144,231","66,943","77,288",-,"221,519",,,,,,,,,,,,
実入,"191,322","82,827","108,495",-,"299,817","49,023","17,532","31,491",-,"80,514","142,299","65,295","77,004",-,"219,303",,,,,,,,,,,,
空,"86,846","43,060","43,786",-,"130,632","84,914","41,412","43,502",-,"128,416","1,932","1,648",284,-,"2,216",,,,,,,,,,,,
セミコンテナ船,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
その他コンテナ積船,"6,428","2,803","3,625",-,"10,053","3,044","1,285","1,759",-,"4,803","3,384","1,518","1,866",-,"5,250",,,,,,,,,,,,
実入,"3,571","1,618","1,953",-,"5,524",207,119,88,-,295,"3,364","1,499","1,865",-,"5,229",,,,,,,,,,,,
空,"2,857","1,185","1,672",-,"4,529","2,837","1,166","1,671",-,"4,508",20,19,1,-,21,,,,,,,,,,,,
青海コンテナふ頭（公共）,"546,312","210,751","335,561",-,"881,873","252,190","99,558","152,632",-,"404,822","294,122","111,193","182,929",-,"477,051",,,,,,,,,,,,
実入,"370,282","134,963","235,319",-,"605,601","77,206","24,458","52,748",-,"129,954","293,076","110,505","182,571",-,"475,647",,,,,,,,,,,,
