,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,定期航路,,,,,,,,,定期航路,,,,,,品種,,,,,,,
,,オセアニア,,,印パ・ペルシア・ベンガル,,,東南アジア,,,韓国,,,中国,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,
合計,,"301,483","44,213","257,270","1,526,689","928,536","598,153","17,453,747","4,331,929","13,121,818","1,985,797","525,003","1,460,794","14,604,160","2,694,525","11,909,635",合計,,,,,,,
農水産品,,"89,323","1,344","87,979","74,154","39,686","34,468","1,194,655","208,491","986,164","66,214","6,515","59,699","1,019,079","37,317","981,762",農水産品,,,,,,,
1,麦,158,-,158,60,-,60,"1,391",-,"1,391","1,159",15,"1,144",536,-,536,1,麦,,,,,,
2,米,-,-,-,689,674,15,"5,297",737,"4,560",75,-,75,"1,242",81,"1,161",2,米,,,,,,
3,とうもろこし,465,30,435,-,-,-,510,-,510,180,-,180,114,-,114,3,とうもろこし,,,,,,
4,豆類,315,-,315,175,70,105,"3,383",26,"3,357",433,-,433,"6,596",-,"6,596",4,豆類,,,,,,
5,その他雑穀,60,-,60,-,-,-,-,-,-,682,-,682,195,-,195,5,その他雑穀,,,,,,
6,野菜・果物,"54,275",128,"54,147","6,559","4,362","2,197","179,017","11,613","167,404","4,304",8,"4,296","507,950","10,893","497,057",6,野菜・果物,,,,,,
7,綿花,-,-,-,71,11,60,235,1,234,60,-,60,-,-,-,7,綿花,,,,,,
8,その他農産品,"2,060",69,"1,991","4,006","1,610","2,396","72,678","3,952","68,726","4,422",545,"3,877","74,175",791,"73,384",8,その他農産品,,,,,,
9,羊毛,154,-,154,15,-,15,86,-,86,-,-,-,205,-,205,9,羊毛,,,,,,
10,その他畜産品,"22,945",381,"22,564","15,433","1,792","13,641","417,400","29,747","387,653","10,563","1,697","8,866","85,268","2,814","82,454",10,その他畜産品,,,,,,
11,水産品,"8,891",736,"8,155","47,146","31,167","15,979","514,658","162,415","352,243","44,336","4,250","40,086","342,798","22,738","320,060",11,水産品,,,,,,
林産品,,"28,481",-,"28,481","12,889",119,"12,770","221,815","7,014","214,801","74,468",445,"74,023","164,871","15,426","149,445",林産品,,,,,,,
