　6-(3)　内貿コンテナの係留施設別・年次別個数表,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(単位：TEU）
係留施設別,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年),,,係留施設別
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,
合計,"547,581","393,791","153,790","484,137","355,338","128,799","479,654","364,618","115,036","504,657","375,259","129,398","507,390","380,460","126,930",合計
実入,"292,236","160,901","131,335","248,701","137,709","110,992","227,874","127,838","100,036","254,712","141,179","113,533","253,799","143,431","110,368",実入
空,"255,345","232,890","22,455","235,436","217,629","17,807","251,780","236,780","15,000","249,945","234,080","15,865","253,591","237,029","16,562",空
芝浦ふ頭,"1,210","1,008",202,873,558,315,683,317,366,918,312,606,"1,180",374,806,芝浦ふ頭
実入,"1,210","1,008",202,793,558,235,466,317,149,312,312,-,420,342,78,実入
空,-,-,-,80,-,80,217,-,217,606,-,606,760,32,728,空
竹芝ふ頭,15,11,4,-,-,-,-,-,-,-,-,-,-,-,-,竹芝ふ頭
実入,15,11,4,-,-,-,-,-,-,-,-,-,-,-,-,実入
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空
品川岸壁,"23,450","23,168",282,"24,350","24,244",106,"23,404","23,391",13,"27,525","27,180",345,"22,166","22,021",145,品川岸壁
実入,-,-,-,32,12,20,"1,253","1,253",-,"5,779","5,506",273,"6,171","6,031",140,実入
空,"23,450","23,168",282,"24,318","24,232",86,"22,151","22,138",13,"21,746","21,674",72,"15,995","15,990",5,空
10号西岸壁,"45,454","24,278","21,176","44,488","23,665","20,823","53,834","29,261","24,573","67,541","36,666","30,875","71,207","38,716","32,491",10号西岸壁
実入,"39,804","24,134","15,670","39,157","23,665","15,492","46,069","29,261","16,808","53,984","36,666","17,318","57,791","38,716","19,075",実入
空,"5,650",144,"5,506","5,331",-,"5,331","7,765",-,"7,765","13,557",-,"13,557","13,416",-,"13,416",空
青海コンテナふ頭（公共）,"53,283","47,706","5,577","58,580","51,333","7,247","56,619","50,890","5,729","48,099","39,715","8,384","49,647","40,481","9,166",青海コンテナふ頭（公共）
実入,"16,381","12,190","4,191","18,270","11,146","7,124","11,291","5,751","5,540","12,239","4,046","8,193","12,880","4,588","8,292",実入
空,"36,902","35,516","1,386","40,310","40,187",123,"45,328","45,139",189,"35,860","35,669",191,"36,767","35,893",874,空
青海コンテナふ頭（埠頭㈱）,"35,706","35,493",213,"38,804","38,538",266,"49,240","48,622",618,"48,925","48,150",775,"53,699","51,232","2,467",青海コンテナふ頭（埠頭㈱）
実入,"1,775","1,600",175,835,569,266,"1,917","1,303",614,"1,465",874,591,"3,257","1,082","2,175",実入
空,"33,931","33,893",38,"37,969","37,969",-,"47,323","47,319",4,"47,460","47,276",184,"50,442","50,150",292,空
大井コンテナふ頭,"282,724","202,921","79,803","206,382","157,627","48,755","193,753","154,668","39,085","214,299","167,667","46,632","210,655","169,762","40,893",大井コンテナふ頭
実入,"141,904","68,150","73,754","91,136","43,447","47,689","76,604","38,316","38,288","94,791","48,732","46,059","87,796","47,714","40,082",実入
空,"140,820","134,771","6,049","115,246","114,180","1,066","117,149","116,352",797,"119,508","118,935",573,"122,859","122,048",811,空
その他,"105,741","59,206","46,535","110,657","59,373","51,284","102,121","57,469","44,652","97,350","55,569","41,781","98,836","57,874","40,962",その他
実入,"91,149","53,808","37,341","98,475","58,312","40,163","90,274","51,637","38,637","86,142","45,043","41,099","85,484","44,958","40,526",実入
空,"14,592","5,398","9,194","12,182","1,061","11,121","11,847","5,832","6,015","11,208","10,526",682,"13,352","12,916",436,空
*　四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,
