,,,,,,,,,,,,(単位：隻、総トン）,,,,,,,,,,,,,
航路別,合計,,品川岸壁,,品川コンテナ,,品川外貿,,品川内貿,,10号西岸壁,,航路別,青海コンテナふ頭（公共）,,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,大井コンテナふ頭,,若洲内貿ふ頭,,中央防波堤内側ばら物ふ頭,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計,"2,332","24,319,925",826,"9,938,465",58,"398,381",21,"224,496",747,"9,315,588",734,"7,615,869",合計,69,"719,523",2,"19,914",67,"854,532",117,"392,699",145,"1,495,474",1,"18,931"
外航計,186,"2,398,717",79,"622,877",58,"398,381",21,"224,496",-,-,-,-,外航計,21,"683,571",2,"19,914",12,"390,612",5,"49,812",-,-,1,"18,931"
外航定期計,186,"2,398,717",79,"622,877",58,"398,381",21,"224,496",-,-,-,-,外航定期計,21,"683,571",2,"19,914",12,"390,612",5,"49,812",-,-,1,"18,931"
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),34,"1,084,167",-,-,-,-,-,-,-,-,-,-,北米西岸(メキシコ含む),21,"683,571",-,-,12,"390,612",1,"9,984",-,-,-,-
北米東岸(カリビア海含む),-,-,-,-,-,-,-,-,-,-,-,-,北米東岸(カリビア海含む),-,-,-,-,-,-,-,-,-,-,-,-
北欧・地中海,-,-,-,-,-,-,-,-,-,-,-,-,北欧・地中海,-,-,-,-,-,-,-,-,-,-,-,-
南米西岸,-,-,-,-,-,-,-,-,-,-,-,-,南米西岸,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸,-,-,-,-,-,-,-,-,-,-,-,-
