,,,,,,,,,,,,,,,,(単位：TEU）,,,,,,,,,,,,,,,,,,,,,,,
航路別,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年),,,航路別,,,,,,,,,,,,,,,,,,,,,,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,,,,,,,,,,,,,,,,
合計,"4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,854","2,039,462","2,350,392","4,353,394","1,995,264","2,358,130",合計,,,,,,,,,,,,,,,,,,,,,,,
実入,"3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,407","948,834","2,339,573","3,290,696","940,826","2,349,870",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,447","1,090,628","10,819","1,062,698","1,054,438","8,260",空,,,,,,,,,,,,,,,,,,,,,,,
定期航路計,"4,500,302","2,074,794","2,425,508","4,250,647","1,980,785","2,269,862","4,149,507","1,917,199","2,232,308","4,389,846","2,039,459","2,350,387","4,353,394","1,995,264","2,358,130",定期航路計,,,,,,,,,,,,,,,,,,,,,,,
実入,"3,400,739","989,439","2,411,300","3,208,206","947,635","2,260,571","3,131,158","911,563","2,219,595","3,288,401","948,831","2,339,570","3,290,696","940,826","2,349,870",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"1,099,563","1,085,355","14,208","1,042,441","1,033,150","9,291","1,018,349","1,005,636","12,713","1,101,445","1,090,628","10,817","1,062,698","1,054,438","8,260",空,,,,,,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"662,036","355,774","306,262","616,430","333,903","282,527","560,709","296,338","264,371","543,178","290,174","253,004","626,977","340,805","286,172",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,,,,,,
実入,"491,911","191,234","300,677","473,710","193,559","280,151","436,754","177,784","258,970","441,995","191,463","250,532","472,350","188,137","284,213",実入,,,,,,,,,,,,,,,,,,,,,,,
空,"170,125","164,540","5,585","142,720","140,344","2,376","123,955","118,554","5,401","101,183","98,711","2,472","154,627","152,668","1,959",空,,,,,,,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"166,692","95,142","71,550","157,112","96,582","60,530","128,753","82,120","46,633","181,983","116,619","65,364","189,980","110,124","79,856",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,,,,,,
実入,"140,605","69,203","71,402","130,193","69,810","60,383","98,889","53,005","45,884","134,053","69,289","64,764","146,756","67,576","79,180",実入,,,,,,,,,,,,,,,,,,,,,,,
