,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,品種,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,,
合計,,"48,151,899","12,950,374","35,201,525","3,786,228","877,148","2,909,080","3,376,853","1,123,236","2,253,617","4,532,021","1,252,322","3,279,699","4,000,332","1,160,515","2,839,817","3,970,636","1,012,455","2,958,181","3,997,386",合計,
農水産品,,"4,515,935","369,922","4,146,013","354,502","25,293","329,209","318,958","36,730","282,228","433,854","45,932","387,922","397,524","41,619","355,905","394,317","30,298","364,019","365,055",農水産品,
1,麦,"21,219",45,"21,174","1,119",-,"1,119",763,-,763,687,-,687,"2,077",-,"2,077","1,703",-,"1,703","2,316",1,麦
2,米,"25,787","3,127","22,660",732,222,510,"1,761",261,"1,500","3,022",427,"2,595","3,178",298,"2,880","4,502",283,"4,219","1,573",2,米
3,とうもろこし,"5,205",37,"5,168",404,-,404,500,-,500,556,30,526,243,7,236,270,-,270,312,3,とうもろこし
4,豆類,"124,914",191,"124,723","8,033",4,"8,029","9,372",4,"9,368","10,517",11,"10,506","10,768",23,"10,745","16,663",17,"16,646","14,128",4,豆類
5,その他雑穀,"3,341",104,"3,237",225,-,225,124,79,45,30,-,30,53,10,43,315,15,300,409,5,その他雑穀
6,野菜・果物,"1,201,193","30,238","1,170,955","95,392","3,402","91,990","90,899","2,671","88,228","136,305","2,110","134,195","115,040","1,099","113,941","111,665",212,"111,453","94,397",6,野菜・果物
7,綿花,516,12,504,13,-,13,45,-,45,105,-,105,251,-,251,45,-,45,56,7,綿花
8,その他農産品,"244,717","9,267","235,450","19,251",812,"18,439","16,063",811,"15,252","25,710","1,396","24,314","18,899",690,"18,209","22,054",472,"21,582","18,315",8,その他農産品
9,羊毛,692,-,692,84,-,84,15,-,15,70,-,70,71,-,71,67,-,67,30,9,羊毛
10,その他畜産品,"1,655,687","37,892","1,617,795","118,862","2,221","116,641","122,922","3,269","119,653","145,989","3,408","142,581","140,700","3,165","137,535","140,485","3,582","136,903","134,249",10,その他畜産品
