空,"1,968",-,-,917,-,"1,051",-,"3,019","1,261",-,-,215,-,"1,046",-,"2,307",707,-,-,702,-,5,-,712,空,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
九州,"38,860",-,"35,108","2,913",-,839,-,"25,655","19,190",-,"17,444","1,328",-,418,-,"12,631","19,670",-,"17,664","1,585",-,421,-,"13,024",九州,,,,,,,,,,,
実入,"38,843",-,"35,107","2,897",-,839,-,"25,638","19,176",-,"17,444","1,314",-,418,-,"12,617","19,667",-,"17,663","1,583",-,421,-,"13,021",実入,,,,,,,,,,,
空,17,-,1,16,-,-,-,17,14,-,-,14,-,-,-,14,3,-,1,2,-,-,-,3,空,,,,,,,,,,,
沖縄,"62,743","24,507","18,034","20,202",-,-,-,"43,277","35,962","14,828","9,653","11,481",-,-,-,"24,688","26,781","9,679","8,381","8,721",-,-,-,"18,589",沖縄,,,,,,,,,,,
実入,"41,874","16,987","11,317","13,570",-,-,-,"28,855","35,777","14,764","9,594","11,419",-,-,-,"24,558","6,097","2,223","1,723","2,151",-,-,-,"4,297",実入,,,,,,,,,,,
空,"20,869","7,520","6,717","6,632",-,-,-,"14,422",185,64,59,62,-,-,-,130,"20,684","7,456","6,658","6,570",-,-,-,"14,292",空,,,,,,,,,,,
不定期航路,"196,043","12,864","2,413","53,514",-,"127,019",233,"315,871","169,429","9,358","1,913","46,718",-,"111,207",233,"275,397","26,614","3,506",500,"6,796",-,"15,812",-,"40,474",不定期航路,,,,,,,,,,,
実入,"70,618","12,648","2,270","15,173",-,"40,525",2,"103,827","46,181","9,358","1,913","8,985",-,"25,923",2,"66,575","24,437","3,290",357,"6,188",-,"14,602",-,"37,252",実入,,,,,,,,,,,
空,"125,425",216,143,"38,341",-,"86,494",231,"212,044","123,248",-,-,"37,733",-,"85,284",231,"208,822","2,177",216,143,608,-,"1,210",-,"3,222",空,,,,,,,,,,,
*　四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
