,,,,,,,,,,,,,,,,,,,,,,,,,(単位：個、TEU）,,,,,,,,,,,
航路別,合計,,,,,,,,,,,,移出,,,,移入,,,,,,,,航路別,,,,,,,,,,,
,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,計,10フィート以下,12フィート,20フィート,24フィート,40フィート,その他,TEU,,,,,,,,,,,,
合計,"457,400","37,371","151,126","99,521",51,"169,098",233,"547,581","304,665","24,186","77,151","71,204",23,"131,868",233,"393,791","152,735","13,185","73,975","28,317",28,"37,230",-,"153,790",合計,,,,,,,,,,,
実入,"293,326","29,635","144,239","47,905",51,"71,494",2,"292,236","166,900","24,122","77,092","28,683",23,"36,978",2,"160,901","126,426","5,513","67,147","19,222",28,"34,516",-,"131,335",実入,,,,,,,,,,,
空,"164,074","7,736","6,887","51,616",-,"97,604",231,"255,345","137,765",64,59,"42,521",-,"94,890",231,"232,890","26,309","7,672","6,828","9,095",-,"2,714",-,"22,455",空,,,,,,,,,,,
定期航路計,"261,357","24,507","148,713","46,007",51,"42,079",-,"231,709","135,236","14,828","75,238","24,486",23,"20,661",-,"118,394","126,121","9,679","73,475","21,521",28,"21,418",-,"113,315",定期航路計,,,,,,,,,,,
実入,"222,708","16,987","141,969","32,732",51,"30,969",-,"188,407","120,719","14,764","75,179","19,698",23,"11,055",-,"94,326","101,989","2,223","66,790","13,034",28,"19,914",-,"94,081",実入,,,,,,,,,,,
空,"38,649","7,520","6,744","13,275",-,"11,110",-,"43,302","14,517",64,59,"4,788",-,"9,606",-,"24,068","24,132","7,456","6,685","8,487",-,"1,504",-,"19,234",空,,,,,,,,,,,
北海道,"109,628",-,"95,571","8,567",51,"5,439",-,"76,850","55,188",-,"48,141","4,155",23,"2,869",-,"38,805","54,440",-,"47,430","4,412",28,"2,570",-,"38,045",北海道,,,,,,,,,,,
実入,"107,257",-,"95,545","7,490",51,"4,171",-,"73,221","54,582",-,"48,141","3,835",23,"2,583",-,"37,913","52,675",-,"47,404","3,655",28,"1,588",-,"35,308",実入,,,,,,,,,,,
空,"2,371",-,26,"1,077",-,"1,268",-,"3,629",606,-,-,320,-,286,-,892,"1,765",-,26,757,-,982,-,"2,737",空,,,,,,,,,,,
東北,"29,752",-,-,"8,187",-,"21,565",-,"51,317","17,512",-,-,"5,602",-,"11,910",-,"29,422","12,240",-,-,"2,585",-,"9,655",-,"21,895",東北,,,,,,,,,,,
実入,"20,947",-,-,"4,387",-,"16,560",-,"37,507","9,679",-,-,"2,257",-,"7,422",-,"17,101","11,268",-,-,"2,130",-,"9,138",-,"20,406",実入,,,,,,,,,,,
空,"8,805",-,-,"3,800",-,"5,005",-,"13,810","7,833",-,-,"3,345",-,"4,488",-,"12,321",972,-,-,455,-,517,-,"1,489",空,,,,,,,,,,,
関東,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,関東,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,伊豆諸島,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,
中部,"13,647",-,-,"3,154",-,"10,493",-,"24,140","5,373",-,-,"1,074",-,"4,299",-,"9,672","8,274",-,-,"2,080",-,"6,194",-,"14,468",中部,,,,,,,,,,,
実入,"9,028",-,-,"2,321",-,"6,707",-,"15,735",755,-,-,242,-,513,-,"1,268","8,273",-,-,"2,079",-,"6,194",-,"14,467",実入,,,,,,,,,,,
空,"4,619",-,-,833,-,"3,786",-,"8,405","4,618",-,-,832,-,"3,786",-,"8,404",1,-,-,1,-,-,-,1,空,,,,,,,,,,,
近畿,"6,727",-,-,"2,984",-,"3,743",-,"10,470","2,011",-,-,846,-,"1,165",-,"3,176","4,716",-,-,"2,138",-,"2,578",-,"7,294",近畿,,,,,,,,,,,
実入,"4,759",-,-,"2,067",-,"2,692",-,"7,451",750,-,-,631,-,119,-,869,"4,009",-,-,"1,436",-,"2,573",-,"6,582",実入,,,,,,,,,,,
