,,,,,,,,,,,,(単位：隻、総トン）,,,,,,,,,,,,,(単位：隻、総トン）,
航路別,合計,,芝浦ふ頭,,品川岸壁,,品川コンテナ,,品川外貿,,10号西岸壁,,航路別,10号東岸壁,,青海コンテナふ頭（公共）,,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,大井コンテナふ頭,,その他,,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,
合計,"5,513","123,835,896",1,749,828,"8,125,996",826,"8,098,632",2,"27,364",3,"2,247",合計,1,749,"1,074","14,642,937",814,"24,432,006",18,"22,022","2,620","75,106,021",154,"1,503,169",
外航計,"4,829","123,252,526",-,-,827,"8,125,247",825,"8,097,883",2,"27,364",-,-,外航計,-,-,960,"14,558,043",809,"24,428,261",-,-,"2,080","74,638,555",153,"1,502,420",
外航定期計,"4,829","123,252,526",-,-,827,"8,125,247",825,"8,097,883",2,"27,364",-,-,外航定期計,-,-,960,"14,558,043",809,"24,428,261",-,-,"2,080","74,638,555",153,"1,502,420",
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,-,-,-,-,-,-,-,-,-,-,-,-,
北米西岸(メキシコ含む),543,"33,606,856",-,-,-,-,-,-,-,-,-,-,北米西岸(メキシコ含む),-,-,25,"677,137",96,"7,436,899",-,-,422,"25,492,820",-,-,
北米東岸(カリビア海含む),118,"8,821,200",-,-,-,-,-,-,-,-,-,-,北米東岸(カリビア海含む),-,-,-,-,1,"18,480",-,-,117,"8,802,720",-,-,
北欧・地中海,68,"6,452,723",-,-,1,"9,994",1,"9,994",-,-,-,-,北欧・地中海,-,-,1,"18,334",4,"107,039",-,-,62,"6,317,356",-,-,
南米西岸,52,"3,746,475",-,-,-,-,-,-,-,-,-,-,南米西岸,-,-,-,-,-,-,-,-,52,"3,746,475",-,-,
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,
オセアニア,53,"2,256,977",-,-,-,-,-,-,-,-,-,-,オセアニア,-,-,-,-,35,"1,490,550",-,-,18,"766,427",-,-,
印パ･ペルシャ･ベンガル,65,"3,363,041",-,-,-,-,-,-,-,-,-,-,印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,65,"3,363,041",-,-,
東南アジア,"1,541","36,506,240",-,-,48,"851,414",48,"851,414",-,-,-,-,東南アジア,-,-,244,"5,890,574",384,"9,353,079",-,-,865,"20,411,173",-,-,
台湾,-,-,-,-,-,-,-,-,-,-,-,-,台湾,-,-,-,-,-,-,-,-,-,-,-,-,
韓国,536,"4,621,699",-,-,462,"4,108,569",462,"4,108,569",-,-,-,-,韓国,-,-,-,-,36,"258,120",-,-,38,"255,010",-,-,
中国(香港含む),"1,853","23,877,315",-,-,316,"3,155,270",314,"3,127,906",2,"27,364",-,-,中国(香港含む),-,-,690,"7,971,998",253,"5,764,094",-,-,441,"5,483,533",153,"1,502,420",
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,
外航不定期,-,-,-,-,-,-,-,-,-,-,-,-,外航不定期,-,-,-,-,-,-,-,-,-,-,-,-,
内航計,684,"583,370",1,749,1,749,1,749,-,-,3,"2,247",内航計,1,749,114,"84,894",5,"3,745",18,"22,022",540,"467,466",1,749,
内航定期計,627,"536,153",-,-,-,-,-,-,-,-,1,749,内航定期計,-,-,101,"75,157",4,"2,996",7,"8,759",514,"448,492",-,-,
北海道,100,"145,220",-,-,-,-,-,-,-,-,-,-,北海道,-,-,1,"2,507",-,-,2,"5,014",97,"137,699",-,-,
東北,382,"278,868",-,-,-,-,-,-,-,-,-,-,東北,-,-,98,"71,152",4,"2,996",4,"2,996",276,"201,724",-,-,
関東,-,-,-,-,-,-,-,-,-,-,-,-,関東,-,-,-,-,-,-,-,-,-,-,-,-,
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-,伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,-,
中部,128,"99,332",-,-,-,-,-,-,-,-,1,749,中部,-,-,2,"1,498",-,-,1,749,124,"96,336",-,-,
近畿,17,"12,733",-,-,-,-,-,-,-,-,-,-,近畿,-,-,-,-,-,-,-,-,17,"12,733",-,-,
中国,-,-,-,-,-,-,-,-,-,-,-,-,中国,-,-,-,-,-,-,-,-,-,-,-,-,
四国,-,-,-,-,-,-,-,-,-,-,-,-,四国,-,-,-,-,-,-,-,-,-,-,-,-,
九州,-,-,-,-,-,-,-,-,-,-,-,-,九州,-,-,-,-,-,-,-,-,-,-,-,-,
沖縄,-,-,-,-,-,-,-,-,-,-,-,-,沖縄,-,-,-,-,-,-,-,-,-,-,-,-,
内航不定期,57,"47,217",1,749,1,749,1,749,-,-,2,"1,498",内航不定期,1,749,13,"9,737",1,749,11,"13,263",26,"18,974",1,749,
,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
