8,その他農産品,"29,535",612,"28,923","29,450","1,053","28,397",-,-,-,"164,925","7,325","157,600","164,925","7,325","157,600","3,068",11,"3,057",8,その他農産品,,,,,,,
9,羊毛,99,-,99,184,-,184,-,-,-,363,-,363,363,-,363,16,-,16,9,羊毛,,,,,,,
10,その他畜産品,"43,810","8,738","35,072","179,054","13,974","165,080",-,-,-,"1,383,346","10,063","1,373,283","1,383,346","10,063","1,373,283","13,734",-,"13,734",10,その他畜産品,,,,,,,
11,水産品,"164,273","21,473","142,800","193,394","48,299","145,095",-,-,-,"794,607","210,763","583,844","794,607","210,763","583,844","4,763",31,"4,732",11,水産品,,,,,,,
林産品,,"96,922","9,023","87,899","315,331","6,756","308,575","5,296",-,"5,296","518,395","4,547","513,848","518,395","4,547","513,848","39,691","2,925","36,766",林産品,,,,,,,,
12,原木,"2,025","1,536",489,418,117,301,-,-,-,"1,506",191,"1,315","1,506",191,"1,315",120,-,120,12,原木,,,,,,,
13,製材,"64,004","7,364","56,640","288,932","5,790","283,142","5,243",-,"5,243","433,212","3,722","429,490","433,212","3,722","429,490","37,981","2,820","35,161",13,製材,,,,,,,
14,樹脂類,"17,953",13,"17,940","12,840",765,"12,075",-,-,-,"54,083",442,"53,641","54,083",442,"53,641",105,105,-,14,樹脂類,,,,,,,
15,木材チップ,240,105,135,"1,453",84,"1,369",53,-,53,"2,350",40,"2,310","2,350",40,"2,310",-,-,-,15,木材チップ,,,,,,,
16,その他林産品,945,-,945,"1,808",-,"1,808",-,-,-,"1,395",-,"1,395","1,395",-,"1,395",420,-,420,16,その他林産品,,,,,,,
17,薪炭,"11,755",5,"11,750","9,880",-,"9,880",-,-,-,"25,849",152,"25,697","25,849",152,"25,697","1,065",-,"1,065",17,薪炭,,,,,,,
鉱産品,,"50,630","3,753","46,877","82,051","2,783","79,268",-,-,-,"132,274","5,819","126,455","132,274","5,819","126,455","3,248","1,169","2,079",鉱産品,,,,,,,,
18,石炭,"1,577",-,"1,577","8,749",-,"8,749",-,-,-,"19,118",79,"19,039","19,118",79,"19,039",634,-,634,18,石炭,,,,,,,
19,鉄鉱石,66,21,45,30,-,30,-,-,-,198,-,198,198,-,198,-,-,-,19,鉄鉱石,,,,,,,
20,金属鉱,45,-,45,720,-,720,-,-,-,"4,545",10,"4,535","4,545",10,"4,535",75,-,75,20,金属鉱,,,,,,,
21,砂利・砂,"2,445",600,"1,845","1,561",-,"1,561",-,-,-,"8,075",105,"7,970","8,075",105,"7,970",90,30,60,21,砂利・砂,,,,,,,
22,石材,"24,067",138,"23,929","41,182","1,100","40,082",-,-,-,"33,836",112,"33,724","33,836",112,"33,724",750,-,750,22,石材,,,,,,,
23,原油,60,-,60,720,-,720,-,-,-,"1,440",-,"1,440","1,440",-,"1,440",-,-,-,23,原油,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,57,-,57,57,-,57,-,-,-,24,りん鉱石,,,,,,,
25,石灰石,-,-,-,37,-,37,-,-,-,232,-,232,232,-,232,-,-,-,25,石灰石,,,,,,,
26,原塩,"1,355",15,"1,340",556,6,550,-,-,-,"2,844",34,"2,810","2,844",34,"2,810",15,-,15,26,原塩,,,,,,,
27,非金属鉱物,"21,015","2,979","18,036","28,496","1,677","26,819",-,-,-,"61,929","5,479","56,450","61,929","5,479","56,450","1,684","1,139",545,27,非金属鉱物,,,,,,,
金属機械工業品,,"2,365,373","409,393","1,955,980","1,565,795","464,778","1,101,017",63,-,63,"7,654,318","4,000,043","3,654,275","7,654,318","4,000,043","3,654,275","512,328","79,455","432,873",金属機械工業品,,,,,,,,
28,鉄鋼,"15,194","7,094","8,100","14,119","4,759","9,360",-,-,-,"39,651","14,857","24,794","39,651","14,857","24,794",190,16,174,28,鉄鋼,,,,,,,
29,鋼材,"51,156","31,554","19,602","86,280","73,990","12,290",-,-,-,"184,454","149,398","35,056","184,454","149,398","35,056","1,617",694,923,29,鋼材,,,,,,,
30,非鉄金属,"46,144","14,525","31,619","24,747","9,734","15,013",-,-,-,"154,241","83,092","71,149","154,241","83,092","71,149","6,370",808,"5,562",30,非鉄金属,,,,,,,
31,金属製品,"371,859","35,855","336,004","235,976","43,212","192,764",-,-,-,"801,148","183,340","617,808","801,148","183,340","617,808","48,206","5,361","42,845",31,金属製品,,,,,,,
32,鉄道車両,397,130,267,163,53,110,-,-,-,"2,304",510,"1,794","2,304",510,"1,794",5,-,5,32,鉄道車両,,,,,,,
33,完成自動車,"6,937","5,617","1,320","22,283","20,449","1,834",-,-,-,"73,749","56,469","17,280","73,749","56,469","17,280",530,4,526,33,完成自動車,,,,,,,
34,その他輸送用車両,"43,702",401,"43,301","8,528",708,"7,820",-,-,-,"20,585","1,717","18,868","20,585","1,717","18,868","3,271",42,"3,229",34,その他輸送用車両,,,,,,,
35,二輪自動車,"6,193",822,"5,371","3,151",294,"2,857",-,-,-,"44,324","7,661","36,663","44,324","7,661","36,663",190,-,190,35,二輪自動車,,,,,,,
36,自動車部品,"228,946","88,689","140,257","155,237","79,338","75,899",-,-,-,"1,716,882","1,277,208","439,674","1,716,882","1,277,208","439,674","31,874","13,363","18,511",36,自動車部品,,,,,,,
37,その他輸送機械,"50,919","8,928","41,991","71,153","3,737","67,416",-,-,-,"239,500","31,402","208,098","239,500","31,402","208,098","6,167",291,"5,876",37,その他輸送機械,,,,,,,
38,産業機械,"431,495","138,731","292,764","322,749","158,523","164,226",42,-,42,"2,205,929","1,497,570","708,359","2,205,929","1,497,570","708,359","178,941","37,795","141,146",38,産業機械,,,,,,,
39,電気機械,"989,715","57,628","932,087","509,700","42,663","467,037",21,-,21,"1,736,973","526,136","1,210,837","1,736,973","526,136","1,210,837","213,452","16,908","196,544",39,電気機械,,,,,,,
40,測量・光学・医療機械,"74,312","9,870","64,442","75,514","21,490","54,024",-,-,-,"297,874","136,688","161,186","297,874","136,688","161,186","7,331","2,323","5,008",40,測量・光学・医療機械,,,,,,,
41,事務用機器,"42,864","6,648","36,216","31,834","4,236","27,598",-,-,-,"101,620","24,756","76,864","101,620","24,756","76,864","13,406","1,754","11,652",41,事務用機器,,,,,,,
42,その他機械,"5,540","2,901","2,639","4,361","1,592","2,769",-,-,-,"35,084","9,239","25,845","35,084","9,239","25,845",778,96,682,42,その他機械,,,,,,,
化学工業品,,"840,952","321,737","519,215","734,261","271,916","462,345","1,545",-,"1,545","3,365,380","1,477,353","1,888,027","3,365,380","1,477,353","1,888,027","157,034","71,937","85,097",化学工業品,,,,,,,,
43,陶磁器,"24,302","1,336","22,966","22,092",400,"21,692",-,-,-,"104,101","8,145","95,956","104,101","8,145","95,956","1,881",153,"1,728",43,陶磁器,,,,,,,
44,セメント,710,500,210,"2,148","1,968",180,-,-,-,"16,456","5,896","10,560","16,456","5,896","10,560","1,095",75,"1,020",44,セメント,,,,,,,
45,ガラス類,"41,317","13,371","27,946","18,426","4,772","13,654",405,-,405,"97,013","42,613","54,400","97,013","42,613","54,400","14,568",925,"13,643",45,ガラス類,,,,,,,
46,窯業品,"35,836","10,392","25,444","59,558","9,967","49,591",270,-,270,"211,831","79,542","132,289","211,831","79,542","132,289","3,774","1,566","2,208",46,窯業品,,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,,,
48,石油製品,"4,779","4,509",270,"4,327","1,680","2,647",-,-,-,"22,661","12,869","9,792","22,661","12,869","9,792",994,72,922,48,石油製品,,,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,33,-,33,33,-,33,-,-,-,49,LNG/液化天然ガス,,,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,,,
51,その他の石油製品,"1,723","1,081",642,"2,870",995,"1,875",-,-,-,"17,350","6,651","10,699","17,350","6,651","10,699",548,84,464,51,その他の石油製品,,,,,,,
52,コークス,"2,850",-,"2,850","2,267",-,"2,267",-,-,-,"3,015",-,"3,015","3,015",-,"3,015",-,-,-,52,コークス,,,,,,,
53,石炭製品,90,90,-,133,133,-,-,-,-,"7,941","7,581",360,"7,941","7,581",360,21,6,15,53,石炭製品,,,,,,,
54,化学薬品,"136,805","36,564","100,241","137,928","44,922","93,006",870,-,870,"529,660","199,296","330,364","529,660","199,296","330,364","15,996","5,195","10,801",54,化学薬品,,,,,,,
55,化学肥料,"14,105","1,932","12,173","8,187",30,"8,157",-,-,-,"18,016","1,874","16,142","18,016","1,874","16,142","2,239",-,"2,239",55,化学肥料,,,,,,,
56,その他化学工業品,"578,435","251,962","326,473","476,325","207,049","269,276",-,-,-,"2,337,303","1,112,886","1,224,417","2,337,303","1,112,886","1,224,417","115,918","63,861","52,057",56,その他化学工業品,,,,,,,
軽工業品,,"631,714","85,749","545,965","881,455","99,033","782,422","4,984",-,"4,984","3,475,959","465,942","3,010,017","3,475,959","465,942","3,010,017","125,391","4,490","120,901",軽工業品,,,,,,,,
57,紙・パルプ,"137,511","45,487","92,024","181,873","59,076","122,797","2,174",-,"2,174","690,191","213,364","476,827","690,191","213,364","476,827","46,282","1,234","45,048",57,紙・パルプ,,,,,,,
58,糸及び紡績半製品,"13,099",744,"12,355","8,735","1,400","7,335",-,-,-,"35,082","4,927","30,155","35,082","4,927","30,155","2,343",97,"2,246",58,糸及び紡績半製品,,,,,,,
59,その他繊維工業品,"80,139","11,046","69,093","59,616","6,675","52,941",-,-,-,"192,579","34,266","158,313","192,579","34,266","158,313","15,900","1,896","14,004",59,その他繊維工業品,,,,,,,
60,砂糖,"2,490",125,"2,365","14,518",4,"14,514",-,-,-,"38,131",199,"37,932","38,131",199,"37,932",687,-,687,60,砂糖,,,,,,,
61,製造食品,"360,403","25,828","334,575","484,409","26,273","458,136",60,-,60,"1,579,565","176,096","1,403,469","1,579,565","176,096","1,403,469","56,389",691,"55,698",61,製造食品,,,,,,,
62,飲料,"24,017","2,275","21,742","57,358","4,857","52,501",-,-,-,"607,253","33,407","573,846","607,253","33,407","573,846","3,120",542,"2,578",62,飲料,,,,,,,
63,水,"3,349",71,"3,278","42,057",178,"41,879","2,120",-,"2,120","128,220","3,469","124,751","128,220","3,469","124,751",240,30,210,63,水,,,,,,,
64,たばこ,632,97,535,"3,502",-,"3,502",-,-,-,"70,656",97,"70,559","70,656",97,"70,559",14,-,14,64,たばこ,,,,,,,
65,その他食料工業品,"10,074",76,"9,998","29,387",570,"28,817",630,-,630,"134,282",117,"134,165","134,282",117,"134,165",416,-,416,65,その他食料工業品,,,,,,,
雑工業品,,"3,044,994","129,923","2,915,071","1,804,471","162,126","1,642,345",412,-,412,"5,140,868","781,514","4,359,354","5,140,868","781,514","4,359,354","507,232","11,034","496,198",雑工業品,,,,,,,,
66,がん具,"151,320","2,032","149,288","130,893","2,264","128,629",2,-,2,"337,837","12,205","325,632","337,837","12,205","325,632","19,696",83,"19,613",66,がん具,,,,,,,
67,衣服・身廻品・はきもの,"1,468,301","16,811","1,451,490","618,259","57,081","561,178",-,-,-,"1,902,269","81,248","1,821,021","1,902,269","81,248","1,821,021","321,942","1,265","320,677",67,衣服・身廻品・はきもの,,,,,,,
68,文房具・運動娯楽用品・楽器,"175,571","18,096","157,475","107,526","14,134","93,392",-,-,-,"437,170","77,044","360,126","437,170","77,044","360,126","21,901","2,318","19,583",68,文房具・運動娯楽用品・楽器,,,,,,,
69,家具装備品,"586,744","14,278","572,466","355,452","12,849","342,603",19,-,19,"987,688","62,186","925,502","987,688","62,186","925,502","86,373",925,"85,448",69,家具装備品,,,,,,,
70,その他日用品,"182,267","8,558","173,709","80,090","6,612","73,478",-,-,-,"270,991","101,549","169,442","270,991","101,549","169,442","9,003","1,415","7,588",70,その他日用品,,,,,,,
71,ゴム製品,"94,654","24,681","69,973","87,823","24,550","63,273",-,-,-,"556,640","305,708","250,932","556,640","305,708","250,932","5,120","2,298","2,822",71,ゴム製品,,,,,,,
72,木製品,"273,592","2,022","271,570","342,053","1,141","340,912",391,-,391,"380,893","3,098","377,795","380,893","3,098","377,795","27,793",230,"27,563",72,木製品,,,,,,,
73,その他製造工業品,"112,545","43,445","69,100","82,375","43,495","38,880",-,-,-,"267,380","138,476","128,904","267,380","138,476","128,904","15,404","2,500","12,904",73,その他製造工業品,,,,,,,
特殊品,,"1,169,645","739,937","429,708","1,077,406","590,305","487,101","6,733",-,"6,733","2,998,423","1,173,776","1,824,647","2,998,423","1,173,776","1,824,647","167,487","121,577","45,910",特殊品,,,,,,,,
74,金属くず,"12,955","7,831","5,124","32,699","18,988","13,711",-,-,-,"71,904","32,709","39,195","71,904","32,709","39,195","1,258",61,"1,197",74,金属くず,,,,,,,
75,再利用資材,"672,870","668,732","4,138","406,304","400,052","6,252",949,-,949,"858,581","824,654","33,927","858,581","824,654","33,927","115,164","114,999",165,75,再利用資材,,,,,,,
76,動植物性製造飼肥料,"36,536","2,935","33,601","274,738","6,226","268,512","4,575",-,"4,575","742,210","6,730","735,480","742,210","6,730","735,480","2,830",30,"2,800",76,動植物性製造飼肥料,,,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,,,
79,輸送用容器,"266,780","35,882","230,898","144,639","28,116","116,523","1,209",-,"1,209","673,959","98,583","575,376","673,959","98,583","575,376","20,102","4,463","15,639",79,輸送用容器,,,,,,,
80,取合せ品,"180,504","24,557","155,947","219,026","136,923","82,103",-,-,-,"651,769","211,100","440,669","651,769","211,100","440,669","28,133","2,024","26,109",80,取合せ品,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
