空,"8,405","8,404",1,680,631,49,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
近畿,"10,470","3,176","7,294",-,-,-,-,-,-,-,-,-,-,-,-,近畿,,,,,,,,,,,,,,,,,
実入,"7,451",869,"6,582",-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,"3,019","2,307",712,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,
実入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
四国,-,-,-,319,187,132,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,
実入,-,-,-,319,187,132,-,-,-,-,-,-,-,-,-,実入,,,,,,,,,,,,,,,,,
空,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
九州,"25,655","12,631","13,024","31,008","15,340","15,668","28,295","14,180","14,115","29,291","14,698","14,593","33,202","17,266","15,936",九州,,,,,,,,,,,,,,,,,
実入,"25,638","12,617","13,021","29,300","14,951","14,349","28,295","14,180","14,115","29,291","14,698","14,593","33,202","17,266","15,936",実入,,,,,,,,,,,,,,,,,
空,17,14,3,"1,708",389,"1,319",-,-,-,-,-,-,-,-,-,空,,,,,,,,,,,,,,,,,
沖縄,"43,277","24,688","18,589","41,581","23,402","18,179","29,387","17,047","12,340","27,008","15,679","11,329","27,609","15,643","11,966",沖縄,,,,,,,,,,,,,,,,,
実入,"28,855","24,558","4,297","26,959","23,402","3,557","19,855","17,047","2,808","17,541","15,679","1,862","18,038","15,643","2,395",実入,,,,,,,,,,,,,,,,,
空,"14,422",130,"14,292","14,622",-,"14,622","9,532",-,"9,532","9,467",-,"9,467","9,571",-,"9,571",空,,,,,,,,,,,,,,,,,
不定期航路,"315,871","275,397","40,474","242,984","225,738","17,246","376,690","310,612","66,078","401,884","320,973","80,911","393,254","319,825","73,429",不定期航路,,,,,,,,,,,,,,,,,
実入,"103,827","66,575","37,252","50,261","33,486","16,775","134,442","73,832","60,610","161,406","86,893","74,513","149,235","82,795","66,440",実入,,,,,,,,,,,,,,,,,
空,"212,044","208,822","3,222","192,723","192,252",471,"242,248","236,780","5,468","240,478","234,080","6,398","244,019","237,030","6,989",空,,,,,,,,,,,,,,,,,
* 四捨五入しているので、合計の数字と内訳の数字が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
