,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,,7月,0,0,8月,0,0,9月,0,0,10月,0,0,11月,0,0,12月,0,0,品種,
,,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,
合計,,"1,093,770","2,903,616","4,114,963","1,106,346","3,008,617","3,964,062","995,303","2,968,759","4,021,490","1,093,056","2,928,434","3,850,649","992,971","2,857,678","4,368,157","1,071,638","3,296,519","4,169,122","1,171,614","2,997,508",合計,
農水産品,,"32,324","332,731","375,908","22,388","353,520","368,501","22,388","346,113","333,480","20,507","312,973","344,927","19,820","325,107","419,488","24,501","394,987","409,421","48,122","361,299",農水産品,
1,麦,15,"2,301","1,810",-,"1,810","3,324",-,"3,324","2,513",30,"2,483","2,246",-,"2,246",857,-,857,"1,804",-,"1,804",1,麦
2,米,298,"1,275","2,853",207,"2,646","1,963",163,"1,800",158,143,15,"1,335",270,"1,065","1,879",274,"1,605","2,831",281,"2,550",2,米
3,とうもろこし,-,312,300,-,300,450,-,450,255,-,255,671,-,671,409,-,409,835,-,835,3,とうもろこし
4,豆類,5,"14,123","12,528",20,"12,508","7,839",37,"7,802","7,778",8,"7,770","8,566",6,"8,560","9,991",46,"9,945","8,731",10,"8,721",4,豆類
5,その他雑穀,-,409,685,-,685,105,-,105,75,-,75,210,-,210,750,-,750,360,-,360,5,その他雑穀
6,野菜・果物,372,"94,025","101,959",721,"101,238","90,205","1,465","88,740","75,795","1,739","74,056","80,098","5,919","74,179","99,864","4,735","95,129","109,574","5,793","103,781",6,野菜・果物
7,綿花,11,45,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,7,綿花
8,その他農産品,756,"17,559","20,895",454,"20,441","19,835",328,"19,507","19,519",495,"19,024","18,704",456,"18,248","23,385",835,"22,550","22,087","1,762","20,325",8,その他農産品
9,羊毛,-,30,40,-,40,126,-,126,30,-,30,30,-,30,30,-,30,99,-,99,9,羊毛
10,その他畜産品,"2,968","131,281","138,161","3,460","134,701","142,564","3,085","139,479","135,484","2,799","132,685","140,542","3,089","137,453","162,527","3,040","159,487","133,202","3,806","129,396",10,その他畜産品
11,水産品,"27,899","71,371","96,677","17,526","79,151","102,090","17,310","84,780","91,873","15,293","76,580","92,524","10,079","82,445","119,796","15,571","104,225","129,898","36,470","93,428",11,水産品
林産品,,"3,078","78,889","84,173","2,402","81,771","83,134","1,459","81,675","90,299","1,782","88,517","82,052","1,719","80,333","94,900","1,950","92,950","86,108","1,998","84,110",林産品,
12,原木,316,34,441,340,101,173,83,90,45,-,45,182,77,105,293,106,187,268,23,245,12,原木
13,製材,"2,419","64,342","72,331","1,987","70,344","71,776","1,329","70,447","79,198","1,432","77,766","72,196","1,609","70,587","83,505","1,694","81,811","74,861","1,927","72,934",13,製材
14,樹脂類,328,"8,138","4,794",45,"4,749","6,792",32,"6,760","7,938",318,"7,620","6,048",3,"6,045","6,825",135,"6,690","6,216",6,"6,210",14,樹脂類
15,木材チップ,-,240,105,30,75,90,-,90,77,32,45,487,15,472,627,15,612,"1,296",21,"1,275",15,木材チップ
16,その他林産品,-,468,281,-,281,315,-,315,255,-,255,353,-,353,210,-,210,-,-,-,16,その他林産品
17,薪炭,15,"5,667","6,221",-,"6,221","3,988",15,"3,973","2,786",-,"2,786","2,786",15,"2,771","3,440",-,"3,440","3,467",21,"3,446",17,薪炭
鉱産品,,"1,496","24,572","24,571","1,531","23,040","20,817","1,164","19,653","22,009","1,223","20,786","25,274","1,602","23,672","28,362","1,324","27,038","28,773","1,679","27,094",鉱産品,
18,石炭,-,"1,804","2,588",-,"2,588","1,923",-,"1,923","2,371",79,"2,292","2,673",-,"2,673","3,124",-,"3,124","2,233",-,"2,233",18,石炭
19,鉄鉱石,-,15,-,-,-,15,-,15,41,11,30,-,-,-,30,-,30,35,10,25,19,鉄鉱石
20,金属鉱,-,"1,245",435,-,435,395,5,390,210,-,210,555,-,555,860,-,860,405,-,405,20,金属鉱
