,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,0,7月,0,0,8月,0,0,9月,0,0,10月,0,0,11月,0,0,12月,0,0,品種,
,,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,
合計,,"157,078","106,516","277,560","159,545","118,015","286,937","171,960","114,977","274,578","157,830","116,748","278,228","168,843","109,385","289,449","168,357","121,092","292,929","168,189","124,740",合計,
農水産品,,"6,460",943,"8,876","7,407","1,469","12,312","10,159","2,153","19,092","9,664","9,428","13,802","8,552","5,250","15,664","9,881","5,783","16,968","11,300","5,668",農水産品,
1,麦,180,175,480,280,200,"1,340","1,155",185,530,340,190,"1,051",861,190,520,345,175,880,675,205,1,麦
2,米,15,165,220,15,205,105,35,70,155,25,130,360,85,275,195,15,180,195,-,195,2,米
3,とうもろこし,58,10,-,-,-,90,90,-,15,15,-,86,86,-,135,135,-,105,105,-,3,とうもろこし
4,豆類,305,90,395,285,110,310,225,85,765,620,145,"1,205","1,075",130,"1,710","1,555",155,"1,329","1,184",145,4,豆類
5,その他雑穀,30,20,120,100,20,80,55,25,90,45,45,100,55,45,100,55,45,60,15,45,5,その他雑穀
6,野菜・果物,"3,750",205,"4,976","4,501",475,"7,142","5,622","1,520","10,196","4,659","5,537","7,808","3,413","4,395","8,398","3,808","4,590","8,983","4,573","4,410",6,野菜・果物
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,517,140,"1,184","1,043",141,"1,352","1,162",190,"1,122",936,186,"1,252","1,127",125,"1,273","1,023",250,"1,672","1,467",205,8,その他農産品
9,羊毛,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛
10,その他畜産品,"1,051",55,800,725,75,"1,145","1,105",40,"1,359","1,314",45,"1,295","1,250",45,"1,636","1,606",30,"2,247","2,162",85,10,その他畜産品
11,水産品,554,83,701,458,243,733,695,38,"4,860","1,710","3,150",645,600,45,"1,697","1,339",358,"1,497","1,119",378,11,水産品
林産品,,"1,045",477,"1,841","1,543",298,"1,263",932,331,"3,484","2,917",567,"1,883","1,449",434,"2,893","2,413",480,"2,086","1,705",381,林産品,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木
13,製材,760,102,"1,313","1,253",60,788,722,66,"2,779","2,692",87,"1,330","1,219",111,"2,405","2,158",247,"1,516","1,430",86,13,製材
14,樹脂類,260,330,450,235,215,405,185,220,655,205,450,513,205,308,428,220,208,480,230,250,14,樹脂類
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ
16,その他林産品,15,40,38,15,23,40,5,35,40,10,30,25,10,15,45,20,25,70,25,45,16,その他林産品
17,薪炭,10,5,40,40,-,30,20,10,10,10,-,15,15,-,15,15,-,20,20,-,17,薪炭
鉱産品,,936,60,878,833,45,672,587,85,320,290,30,"1,012",947,65,"1,057",962,95,870,765,105,鉱産品,
18,石炭,60,-,30,30,-,60,60,-,60,60,-,120,120,-,120,120,-,60,60,-,18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,30,-,45,45,-,5,-,5,-,-,-,60,60,-,300,300,-,180,180,-,20,金属鉱
21,砂利・砂,95,45,135,95,40,155,95,60,45,15,30,170,105,65,195,110,85,200,110,90,21,砂利・砂
22,石材,240,-,310,305,5,255,250,5,165,165,-,230,230,-,155,145,10,75,75,-,22,石材
23,原油,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,10,15,20,20,-,55,40,15,35,35,-,20,20,-,5,5,-,30,15,15,25,石灰石
26,原塩,-,-,60,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩
27,非金属鉱物,501,-,278,278,-,142,142,-,15,15,-,382,382,-,282,282,-,325,325,-,27,非金属鉱物
金属機械工業品,,"21,200","14,262","39,619","22,239","17,380","36,214","20,281","15,933","38,793","17,806","20,987","36,502","20,748","15,754","41,857","21,661","20,196","39,194","19,190","20,004",金属機械工業品,
28,鉄鋼,5,15,30,-,30,150,105,45,-,-,-,-,-,-,65,35,30,26,25,1,28,鉄鋼
29,鋼材,150,926,712,190,522,814,285,529,489,125,364,930,105,825,682,120,562,866,95,771,29,鋼材
30,非鉄金属,130,"1,041",659,105,554,334,255,79,550,60,490,"1,686",580,"1,106","1,389",405,984,780,489,291,30,非鉄金属
