21,砂利・砂,"14,120",793,"13,327","14,105",793,"13,312",15,-,15,-,-,-,,,,,
22,石材,"105,004","1,359","103,645","104,949","1,359","103,590",55,-,55,-,-,-,,,,,
23,原油,"2,250",-,"2,250","2,250",-,"2,250",-,-,-,-,-,-,,,,,
24,りん鉱石,57,-,57,57,-,57,-,-,-,-,-,-,,,,,
25,石灰石,854,-,854,854,-,854,-,-,-,-,-,-,,,,,
26,原塩,"5,130",55,"5,075","5,130",55,"5,075",-,-,-,-,-,-,,,,,
27,非金属鉱物,"135,968","15,791","120,177","135,968","15,791","120,177",-,-,-,-,-,-,,,,,
金属機械工業品,,"13,163,642","5,207,835","7,955,807","13,100,247","5,169,207","7,931,040","41,567","37,071","4,496",-,-,-,,,,,
28,鉄鋼,"75,891","27,465","48,426","75,805","27,409","48,396",86,56,30,-,-,-,,,,,
29,鋼材,"370,439","274,169","96,270","364,993","272,334","92,659","1,607","1,594",13,-,-,-,,,,,
30,非鉄金属,"273,173","114,454","158,719","272,226","113,689","158,537",705,705,-,-,-,-,,,,,
31,金属製品,"1,590,353","289,621","1,300,732","1,586,845","288,781","1,298,064","2,081",820,"1,261",-,-,-,,,,,
32,鉄道車両,"3,017",841,"2,176","3,017",841,"2,176",-,-,-,-,-,-,,,,,
33,完成自動車,"105,979","83,023","22,956","105,893","82,937","22,956",86,86,-,-,-,-,,,,,
34,その他輸送用車両,"81,396","3,123","78,273","81,385","3,123","78,262",-,-,-,-,-,-,,,,,
35,二輪自動車,"54,533","8,826","45,707","54,517","8,810","45,707",15,15,-,-,-,-,,,,,
36,自動車部品,"2,235,557","1,479,481","756,076","2,204,950","1,457,407","747,543","22,271","22,002",269,-,-,-,,,,,
37,その他輸送機械,"383,296","45,419","337,877","378,676","41,504","337,172","4,620","3,915",705,-,-,-,,,,,
38,産業機械,"3,371,195","1,923,367","1,447,828","3,362,225","1,916,838","1,445,387","6,483","5,971",512,-,-,-,,,,,
39,電気機械,"3,877,151","727,573","3,149,578","3,870,129","726,038","3,144,091","2,694","1,168","1,526",-,-,-,,,,,
40,測量・光学・医療機械,"495,498","177,547","317,951","493,792","176,940","316,852",615,435,180,-,-,-,,,,,
41,事務用機器,"198,424","38,233","160,191","198,423","38,232","160,191",-,-,-,-,-,-,,,,,
42,その他機械,"47,740","14,693","33,047","47,371","14,324","33,047",304,304,-,-,-,-,,,,,
化学工業品,,"5,843,737","2,377,143","3,466,594","5,813,782","2,367,511","3,446,271","13,006","9,285","3,721",-,-,-,,,,,
43,陶磁器,"155,896","10,180","145,716","155,606","10,165","145,441",270,10,260,-,-,-,,,,,
44,セメント,"21,322","8,629","12,693","21,307","8,614","12,693",15,15,-,-,-,-,,,,,
45,ガラス類,"203,514","69,108","134,406","201,430","67,459","133,971","2,083","1,648",435,-,-,-,,,,,
46,窯業品,"354,713","109,848","244,865","354,076","109,796","244,280",613,28,585,-,-,-,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
48,石油製品,"36,674","20,855","15,819","36,398","20,579","15,819",270,270,-,-,-,-,,,,,
49,LNG/液化天然ガス,318,-,318,318,-,318,-,-,-,-,-,-,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
51,その他の石油製品,"23,538","9,308","14,230","23,493","9,263","14,230",45,45,-,-,-,-,,,,,
52,コークス,"9,096",-,"9,096","9,096",-,"9,096",-,-,-,-,-,-,,,,,
53,石炭製品,"8,244","7,824",420,"8,244","7,824",420,-,-,-,-,-,-,,,,,
54,化学薬品,"948,302","315,884","632,418","942,699","313,699","629,000","4,314","2,153","2,161",-,-,-,,,,,
55,化学肥料,"53,508","4,102","49,406","53,478","4,102","49,376",30,-,30,-,-,-,,,,,
56,その他化学工業品,"4,028,612","1,821,405","2,207,207","4,007,637","1,816,010","2,191,627","5,366","5,116",250,-,-,-,,,,,
軽工業品,,"5,705,577","694,938","5,010,639","5,678,591","692,969","4,985,622","11,131","1,698","9,433",-,-,-,,,,,
57,紙・パルプ,"1,144,885","332,985","811,900","1,138,208","332,847","805,361","2,771",138,"2,633",-,-,-,,,,,
58,糸及び紡績半製品,"72,221","7,420","64,801","72,221","7,420","64,801",-,-,-,-,-,-,,,,,
59,その他繊維工業品,"407,020","61,392","345,628","405,419","61,067","344,352",256,61,195,-,-,-,,,,,
60,砂糖,"57,248",511,"56,737","57,248",511,"56,737",-,-,-,-,-,-,,,,,
61,製造食品,"2,734,281","242,776","2,491,505","2,721,932","241,351","2,480,581","5,247","1,422","3,825",-,-,-,,,,,
62,飲料,"835,528","44,667","790,861","832,037","44,662","787,375",31,1,30,-,-,-,,,,,
63,水,"195,419","4,205","191,214","193,299","4,205","189,094","2,120",-,"2,120",-,-,-,,,,,
64,たばこ,"81,049",198,"80,851","81,049",198,"80,851",-,-,-,-,-,-,,,,,
65,その他食料工業品,"177,926",784,"177,142","177,178",708,"176,470",706,76,630,-,-,-,,,,,
雑工業品,,"11,529,818","1,188,625","10,341,193","11,497,174","1,181,798","10,315,376","24,177","6,644","17,533",-,-,-,,,,,
66,がん具,"660,434","17,877","642,557","660,133","17,861","642,272",122,-,122,-,-,-,,,,,
67,衣服・身廻品・はきもの,"4,794,432","178,084","4,616,348","4,776,908","177,877","4,599,031","12,140",123,"12,017",-,-,-,,,,,
68,文房具・運動娯楽用品・楽器,"814,422","125,446","688,976","812,634","125,301","687,333",870,105,765,-,-,-,,,,,
69,家具装備品,"2,200,547","97,633","2,102,914","2,198,728","96,997","2,101,731","1,567",628,939,-,-,-,,,,,
70,その他日用品,"582,439","123,266","459,173","580,323","122,879","457,444",623,383,240,-,-,-,,,,,
71,ゴム製品,"793,960","366,336","427,624","789,111","361,533","427,578","4,820","4,775",45,-,-,-,,,,,
72,木製品,"1,134,884","10,503","1,124,381","1,131,468","10,503","1,120,965","3,300",-,"3,300",-,-,-,,,,,
73,その他製造工業品,"548,700","269,480","279,220","547,869","268,847","279,022",735,630,105,-,-,-,,,,,
特殊品,,"6,056,891","3,067,589","2,989,302","6,046,374","3,065,353","2,981,021","8,891","1,959","6,932",-,-,-,,,,,
74,金属くず,"137,554","71,863","65,691","137,499","71,808","65,691",55,55,-,-,-,-,,,,,
75,再利用資材,"2,452,301","2,404,593","47,708","2,451,019","2,404,260","46,759","1,282",333,949,-,-,-,,,,,
76,動植物性製造飼肥料,"1,076,276","17,190","1,059,086","1,071,371","17,040","1,054,331","4,770",150,"4,620",-,-,-,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
79,輸送用容器,"1,215,559","185,219","1,030,340","1,212,717","184,651","1,028,066","1,658",295,"1,363",-,-,-,,,,,
80,取合せ品,"1,175,201","388,724","786,477","1,173,768","387,594","786,174","1,126","1,126",-,-,-,-,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
