,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,0,0,フルコンテナ船,0,0,セミコンテナ船,0,0,その他コンテナ積船,0,0,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"48,151,899","12,950,374","35,201,525","47,968,996","12,890,871","35,078,125","114,326","56,860","57,466",-,-,-,,,,,
農水産品,,"4,515,935","369,922","4,146,013","4,504,340","369,739","4,134,601","9,333",175,"9,158",-,-,-,,,,,
1,麦,"21,219",45,"21,174","20,859",15,"20,844",360,30,330,-,-,-,,,,,
2,米,"25,787","3,127","22,660","25,754","3,094","22,660",33,33,-,-,-,-,,,,,
3,とうもろこし,"5,205",37,"5,168","5,205",37,"5,168",-,-,-,-,-,-,,,,,
4,豆類,"124,914",191,"124,723","122,364",191,"122,173","2,550",-,"2,550",-,-,-,,,,,
5,その他雑穀,"3,341",104,"3,237","3,341",104,"3,237",-,-,-,-,-,-,,,,,
6,野菜・果物,"1,201,193","30,238","1,170,955","1,195,371","30,126","1,165,245","3,688",112,"3,576",-,-,-,,,,,
7,綿花,516,12,504,516,12,504,-,-,-,-,-,-,,,,,
8,その他農産品,"244,717","9,267","235,450","244,019","9,259","234,760",690,-,690,-,-,-,,,,,
9,羊毛,692,-,692,692,-,692,-,-,-,-,-,-,,,,,
10,その他畜産品,"1,655,687","37,892","1,617,795","1,655,574","37,892","1,617,682",113,-,113,-,-,-,,,,,
11,水産品,"1,232,664","289,009","943,655","1,230,645","289,009","941,636","1,899",-,"1,899",-,-,-,,,,,
林産品,,"1,034,820","26,154","1,008,666","1,027,079","26,126","1,000,953","6,151",28,"6,123",-,-,-,,,,,
12,原木,"4,702","2,342","2,360","4,702","2,342","2,360",-,-,-,-,-,-,,,,,
13,製材,"880,636","22,089","858,547","872,993","22,061","850,932","6,053",28,"6,025",-,-,-,,,,,
14,樹脂類,"85,662","1,331","84,331","85,662","1,331","84,331",-,-,-,-,-,-,,,,,
15,木材チップ,"4,156",229,"3,927","4,103",229,"3,874",53,-,53,-,-,-,,,,,
16,その他林産品,"4,679",6,"4,673","4,679",6,"4,673",-,-,-,-,-,-,,,,,
17,薪炭,"54,985",157,"54,828","54,940",157,"54,783",45,-,45,-,-,-,,,,,
鉱産品,,"301,479","18,168","283,311","301,409","18,168","283,241",70,-,70,-,-,-,,,,,
18,石炭,"32,087",79,"32,008","32,087",79,"32,008",-,-,-,-,-,-,,,,,
19,鉄鉱石,294,21,273,294,21,273,-,-,-,-,-,-,,,,,
20,金属鉱,"5,715",70,"5,645","5,715",70,"5,645",-,-,-,-,-,-,,,,,
