,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,,,,
航路別,合計,,,1月,,,2月,,,3月,,,4月,,,5月,,,6月,,,7月,,,8月,,,9月,,,10月,,,11月,,,12月,,,航路別
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,
合計,"48,151,899","12,950,374","35,201,525","3,786,228","877,148","2,909,080","3,376,853","1,123,236","2,253,617","4,532,021","1,252,322","3,279,699","4,000,332","1,160,515","2,839,817","3,970,636","1,012,455","2,958,181","3,997,386","1,093,770","2,903,616","4,114,963","1,106,346","3,008,617","3,964,062","995,303","2,968,759","4,021,490","1,093,056","2,928,434","3,850,649","992,971","2,857,678","4,368,157","1,071,638","3,296,519","4,169,122","1,171,614","2,997,508",合計
定期航路計,"48,151,899","12,950,374","35,201,525","3,786,228","877,148","2,909,080","3,376,853","1,123,236","2,253,617","4,532,021","1,252,322","3,279,699","4,000,332","1,160,515","2,839,817","3,970,636","1,012,455","2,958,181","3,997,386","1,093,770","2,903,616","4,114,963","1,106,346","3,008,617","3,964,062","995,303","2,968,759","4,021,490","1,093,056","2,928,434","3,850,649","992,971","2,857,678","4,368,157","1,071,638","3,296,519","4,169,122","1,171,614","2,997,508",定期航路計
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周
北米西岸(メキシコ含む),"6,803,887","2,378,590","4,425,297","495,645","162,233","333,412","519,736","197,560","322,176","580,858","215,078","365,780","607,226","219,766","387,460","570,851","161,647","409,204","558,796","206,525","352,271","596,424","217,426","378,998","521,609","176,902","344,707","615,944","252,754","363,190","556,326","164,810","391,516","617,086","206,915","410,171","563,386","196,974","366,412",北米西岸(メキシコ含む)
北米東岸(カリビア海含む),"1,779,788","733,900","1,045,888","149,841","66,371","83,470","156,327","72,632","83,695","211,042","108,701","102,341","115,367","53,974","61,393","158,318","54,593","103,725","124,001","47,228","76,773","144,150","56,850","87,300","142,902","41,888","101,014","143,385","58,779","84,606","126,560","48,384","78,176","161,936","59,015","102,921","145,959","65,485","80,474",北米東岸(カリビア海含む)
北欧・地中海,"2,993,195","1,290,818","1,702,377","187,049","76,358","110,691","241,334","124,185","117,149","258,463","115,962","142,501","326,155","114,979","211,176","171,142","102,784","68,358","269,849","100,454","169,395","212,949","94,461","118,488","281,786","114,061","167,725","259,166","109,670","149,496","237,326","95,017","142,309","294,782","120,515","174,267","253,194","122,372","130,822",北欧・地中海
南米西岸,"703,153","22,860","680,293","77,791","1,743","76,048","57,330","3,283","54,047","51,729","1,480","50,249","49,806","1,105","48,701","49,307","1,645","47,662","54,292","1,694","52,598","76,060","1,917","74,143","54,255",994,"53,261","49,913","1,248","48,665","63,211","2,309","60,902","58,956","1,781","57,175","60,503","3,661","56,842",南米西岸
