南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ
オセアニア,"301,483","44,213","257,270","13,236","1,945","11,291","48,964","9,860","39,104","27,582","3,664","23,918","24,906","2,392","22,514","35,724","2,535","33,189","25,611","2,684","22,927","24,970","3,251","21,719","22,842","3,761","19,081","17,420","3,289","14,131","17,533","3,048","14,485","23,717","4,557","19,160","18,978","3,227","15,751",オセアニア
印パ･ペルシャ･ベンガル,"1,526,689","928,536","598,153","184,883","60,634","124,249","244,974","101,714","143,260","250,453","96,828","153,625","109,052","88,411","20,641","67,506","51,317","16,189","102,982","79,779","23,203","89,736","71,563","18,173","88,157","67,700","20,457","97,827","80,263","17,564","91,461","71,544","19,917","84,652","69,356","15,296","115,006","89,427","25,579",印パ･ペルシャ･ベンガル
東南アジア,"17,453,747","4,331,929","13,121,818","1,357,395","299,010","1,058,385","1,132,423","331,088","801,335","1,468,700","366,070","1,102,630","1,489,132","412,106","1,077,026","1,505,229","367,796","1,137,433","1,479,927","355,943","1,123,984","1,531,825","367,979","1,163,846","1,463,669","327,015","1,136,654","1,454,986","356,814","1,098,172","1,490,018","388,331","1,101,687","1,557,552","357,783","1,199,769","1,522,891","401,994","1,120,897",東南アジア
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,台湾
韓国,"1,985,797","525,003","1,460,794","130,289","33,392","96,897","138,672","39,902","98,770","178,633","42,536","136,097","153,291","43,468","109,823","164,991","40,686","124,305","164,334","41,214","123,120","178,557","45,960","132,597","153,897","42,391","111,506","187,111","54,767","132,344","139,490","45,886","93,604","201,586","45,819","155,767","194,946","48,982","145,964",韓国
中国(香港含む),"14,604,160","2,694,525","11,909,635","1,190,099","175,462","1,014,637","837,093","243,012","594,081","1,504,561","302,003","1,202,558","1,125,397","224,314","901,083","1,247,568","229,452","1,018,116","1,217,594","258,249","959,345","1,260,292","246,939","1,013,353","1,234,945","220,591","1,014,354","1,195,738","175,472","1,020,266","1,128,724","173,642","955,082","1,367,890","205,897","1,161,993","1,294,259","239,492","1,054,767",中国(香港含む)
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ
不定期航路,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,不定期航路
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
