,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年),,,品種,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,
合計,,"3,134,024","1,820,774","1,313,250","2,586,440","1,521,831","1,064,609","2,501,184","1,515,113","986,071","2,765,424","1,648,182","1,117,242","2,842,477","1,722,477","1,120,000",合計,,,,,,
農水産品,,"167,145","113,327","53,818","143,058","91,158","51,900","155,286","104,993","50,293","150,646","101,839","48,807","165,725","106,545","59,180",農水産品,,,,,,
1,麦,"9,476","7,156","2,320","12,075","9,060","3,015","12,855","10,645","2,210","12,035","10,660","1,375","11,486","11,321",165,1,麦,,,,,
2,米,"2,575",365,"2,210","3,110",660,"2,450","3,330",770,"2,560","3,835","1,050","2,785","6,885","1,125","5,760",2,米,,,,,
3,とうもろこし,830,815,15,"1,499","1,464",35,"1,131","1,121",10,"1,471","1,461",10,"2,293","2,288",5,3,とうもろこし,,,,,
4,豆類,"9,564","8,129","1,435","4,515","2,355","2,160","3,561","2,011","1,550","9,254","7,749","1,505","13,852","12,562","1,290",4,豆類,,,,,
5,その他雑穀,970,595,375,655,485,170,839,779,60,"1,543","1,438",105,"1,878","1,753",125,5,その他雑穀,,,,,
6,野菜・果物,"85,051","52,598","32,453","68,280","40,423","27,857","77,208","51,170","26,038","62,158","38,344","23,814","63,059","34,146","28,913",6,野菜・果物,,,,,
7,綿花,150,150,-,90,90,-,-,-,-,-,-,-,60,60,-,7,綿花,,,,,
8,その他農産品,"15,568","12,196","3,372","9,468","3,423","6,045","16,001","10,961","5,040","21,882","16,767","5,115","15,210","10,720","4,490",8,その他農産品,,,,,
9,羊毛,22,22,-,73,58,15,208,208,-,280,280,-,164,164,-,9,羊毛,,,,,
10,その他畜産品,"13,964","13,229",735,"10,140","9,440",700,"9,442","7,727","1,715","8,633","6,888","1,745","15,849","14,219","1,630",10,その他畜産品,,,,,
11,水産品,"28,975","18,072","10,903","33,153","23,700","9,453","30,711","19,601","11,110","29,555","17,202","12,353","34,989","18,187","16,802",11,水産品,,,,,
林産品,,"25,059","19,980","5,079","18,661","15,793","2,868","31,058","27,446","3,612","54,019","47,454","6,565","71,757","61,367","10,390",林産品,,,,,,
12,原木,-,-,-,-,-,-,220,220,-,878,878,-,228,228,-,12,原木,,,,,
13,製材,"18,263","17,104","1,159","13,822","13,089",733,"24,903","23,911",992,"40,236","39,436",800,"53,779","53,014",765,13,製材,,,,,
14,樹脂類,"6,056","2,470","3,586","4,163","2,350","1,813","5,060","2,815","2,245","11,750","6,175","5,575","16,065","6,700","9,365",14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,490,176,314,451,154,297,440,165,275,"1,035",875,160,"1,395","1,230",165,16,その他林産品,,,,,
17,薪炭,250,230,20,225,200,25,435,335,100,120,90,30,290,195,95,17,薪炭,,,,,
鉱産品,,"10,581","9,821",760,"11,038","7,913","3,125","13,406","11,506","1,900","8,726","8,221",505,"13,568","13,153",415,鉱産品,,,,,,
18,石炭,850,845,5,605,600,5,"1,575","1,570",5,"1,766","1,766",-,"1,540","1,540",-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,705,695,10,"4,365","2,240","2,125","7,545","6,000","1,545",95,45,50,"1,783","1,753",30,20,金属鉱,,,,,
21,砂利・砂,"1,675","1,020",655,"2,175","1,395",780,630,400,230,998,858,140,710,565,145,21,砂利・砂,,,,,
22,石材,"2,185","2,140",45,"2,948","2,808",140,"2,836","2,746",90,"3,419","3,319",100,"3,750","3,595",155,22,石材,,,,,
23,原油,30,30,-,-,-,-,-,-,-,-,-,-,45,45,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,325,280,45,325,325,-,400,400,-,450,445,5,571,571,-,25,石灰石,,,,,
26,原塩,70,70,-,35,35,-,90,90,-,415,410,5,410,335,75,26,原塩,,,,,
27,非金属鉱物,"4,741","4,741",-,585,510,75,330,300,30,"1,583","1,378",205,"4,759","4,749",10,27,非金属鉱物,,,,,
金属機械工業品,,"424,565","233,611","190,954","349,077","222,329","126,748","327,170","206,601","120,569","313,986","185,075","128,911","281,878","175,422","106,456",金属機械工業品,,,,,,
28,鉄鋼,376,225,151,420,225,195,608,573,35,"3,172","3,157",15,281,271,10,28,鉄鋼,,,,,
29,鋼材,"8,281","1,405","6,876","3,187","1,213","1,974","2,405","1,010","1,395","4,273","1,920","2,353","3,615","1,647","1,968",29,鋼材,,,,,
30,非鉄金属,"9,293","2,722","6,571","6,847","2,247","4,600","2,319","1,757",562,"7,182","6,660",522,"5,551","5,130",421,30,非鉄金属,,,,,
31,金属製品,"30,524","14,145","16,379","13,812","5,725","8,087","14,228","9,378","4,850","10,375","6,290","4,085","18,996","11,024","7,972",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,30,30,-,30,30,-,32,鉄道車両,,,,,
33,完成自動車,"2,641","2,148",493,"5,156","3,556","1,600","6,682","4,931","1,751","12,451","9,790","2,661","14,300","9,903","4,397",33,完成自動車,,,,,
34,その他輸送用車両,571,376,195,593,335,258,459,308,151,425,168,257,336,252,84,34,その他輸送用車両,,,,,
35,二輪自動車,"1,105",426,679,302,35,267,180,80,100,486,160,326,976,563,413,35,二輪自動車,,,,,
36,自動車部品,"99,191","28,991","70,200","81,499","31,294","50,205","76,448","26,527","49,921","89,743","22,846","66,897","78,430","22,147","56,283",36,自動車部品,,,,,
37,その他輸送機械,"3,904","3,362",542,"1,397","1,300",97,"1,095",331,764,"3,711",37,"3,674","5,813",732,"5,081",37,その他輸送機械,,,,,
38,産業機械,"66,247","9,979","56,268","40,074","9,288","30,786","17,988","7,722","10,266","17,354","5,235","12,119","9,677","6,228","3,449",38,産業機械,,,,,
39,電気機械,"65,657","41,926","23,731","55,429","40,343","15,086","84,728","39,917","44,811","34,660","10,941","23,719","22,509","11,295","11,214",39,電気機械,,,,,
40,測量・光学・医療機械,"14,751","9,494","5,257","19,550","10,493","9,057","5,412","1,560","3,852","13,878","4,127","9,751","17,228","7,173","10,055",40,測量・光学・医療機械,,,,,
41,事務用機器,"114,539","114,169",370,"111,882","111,682",200,"111,734","111,489",245,"113,124","112,959",165,"98,249","98,109",140,41,事務用機器,,,,,
42,その他機械,"7,485","4,243","3,242","8,929","4,593","4,336","2,884","1,018","1,866","3,122",755,"2,367","5,887",918,"4,969",42,その他機械,,,,,
化学工業品,,"115,858","82,292","33,566","84,077","61,866","22,211","85,762","61,556","24,206","116,445","62,458","53,987","128,960","65,787","63,173",化学工業品,,,,,,
43,陶磁器,923,506,417,53,53,-,129,15,114,75,75,-,437,422,15,43,陶磁器,,,,,
44,セメント,510,505,5,672,672,-,"3,544","3,544",-,"1,246","1,226",20,603,593,10,44,セメント,,,,,
45,ガラス類,"1,581","1,200",381,"1,116",960,156,"1,000",980,20,"1,041",961,80,"1,365","1,330",35,45,ガラス類,,,,,
46,窯業品,"4,903","2,733","2,170","2,732","2,068",664,"4,869","4,048",821,"2,642","2,362",280,"2,309","2,111",198,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,47,重油,,,,,
48,石油製品,"4,025","3,645",380,"3,324","3,020",304,"4,395","4,300",95,"3,254","3,119",135,"4,622","4,408",214,48,石油製品,,,,,
49,LNG/液化天然ガス,78,18,60,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,"2,700","2,515",185,"2,343","2,343",-,"3,363","2,630",733,"3,414","2,402","1,012","2,599","2,594",5,50,LPG/液化石油ガス,,,,,
