,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,合計,,,定期航路,,,,,,定期航路,,,,,,,,,品種,,,,
,,,,,合計,,,北米西岸（メキシコ含む）,,,北米東岸（カリビア海含む）,,,北欧・地中海,,,南米西岸,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,
合計,,"48,151,899","12,950,374","35,201,525","48,151,899","12,950,374","35,201,525","6,803,887","2,378,590","4,425,297","1,779,788","733,900","1,045,888","2,993,195","1,290,818","1,702,377","703,153","22,860","680,293",合計,,,,
農水産品,,"4,515,935","369,922","4,146,013","4,515,935","369,922","4,146,013","1,208,546","13,938","1,194,608","355,488","3,032","352,456","193,456","57,261","136,195","315,020","2,338","312,682",農水産品,,,,
1,麦,"21,219",45,"21,174","21,219",45,"21,174","14,767",30,"14,737",-,-,-,"2,985",-,"2,985",163,-,163,1,麦,,,
2,米,"25,787","3,127","22,660","25,787","3,127","22,660","17,512","1,128","16,384",525,60,465,447,447,-,-,-,-,2,米,,,
3,とうもろこし,"5,205",37,"5,168","5,205",37,"5,168","3,162",7,"3,155",165,-,165,-,-,-,609,-,609,3,とうもろこし,,,
4,豆類,"124,914",191,"124,723","124,914",191,"124,723","105,788",65,"105,723","8,041",-,"8,041",128,30,98,55,-,55,4,豆類,,,
5,その他雑穀,"3,341",104,"3,237","3,341",104,"3,237","2,114",104,"2,010",14,-,14,46,-,46,230,-,230,5,その他雑穀,,,
6,野菜・果物,"1,201,193","30,238","1,170,955","1,201,193","30,238","1,170,955","191,615","1,026","190,589","94,410",30,"94,380","7,521",338,"7,183","155,542","1,840","153,702",6,野菜・果物,,,
7,綿花,516,12,504,516,12,504,30,-,30,120,-,120,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,"244,717","9,267","235,450","244,717","9,267","235,450","21,569",746,"20,823","16,311",380,"15,931","37,082","1,071","36,011","12,414",103,"12,311",8,その他農産品,,,
9,羊毛,692,-,692,692,-,692,-,-,-,-,-,-,225,-,225,7,-,7,9,羊毛,,,
10,その他畜産品,"1,655,687","37,892","1,617,795","1,655,687","37,892","1,617,795","799,199","1,146","798,053","217,667",-,"217,667","45,134",227,"44,907","42,078",88,"41,990",10,その他畜産品,,,
11,水産品,"1,232,664","289,009","943,655","1,232,664","289,009","943,655","52,790","9,686","43,104","18,235","2,562","15,673","99,888","55,148","44,740","103,922",307,"103,615",11,水産品,,,
林産品,,"1,034,820","26,154","1,008,666","1,034,820","26,154","1,008,666","433,557","2,964","430,593","11,916",-,"11,916","68,700",186,"68,514","18,123",-,"18,123",林産品,,,,
12,原木,"4,702","2,342","2,360","4,702","2,342","2,360","1,061",1,"1,060",77,-,77,-,-,-,-,-,-,12,原木,,,
13,製材,"880,636","22,089","858,547","880,636","22,089","858,547","430,744","2,711","428,033","11,839",-,"11,839","64,935",166,"64,769","18,123",-,"18,123",13,製材,,,
14,樹脂類,"85,662","1,331","84,331","85,662","1,331","84,331",356,146,210,-,-,-,"2,155",-,"2,155",-,-,-,14,樹脂類,,,
15,木材チップ,"4,156",229,"3,927","4,156",229,"3,927",720,-,720,-,-,-,"1,129",4,"1,125",-,-,-,15,木材チップ,,,
16,その他林産品,"4,679",6,"4,673","4,679",6,"4,673",210,-,210,-,-,-,390,-,390,-,-,-,16,その他林産品,,,
17,薪炭,"54,985",157,"54,828","54,985",157,"54,828",466,106,360,-,-,-,91,16,75,-,-,-,17,薪炭,,,
鉱産品,,"301,479","18,168","283,311","301,479","18,168","283,311","10,645",990,"9,655","22,777",316,"22,461","25,614",539,"25,075","2,085",30,"2,055",鉱産品,,,,
18,石炭,"32,087",79,"32,008","32,087",79,"32,008",559,79,480,"2,070",-,"2,070","11,725",-,"11,725",-,-,-,18,石炭,,,
19,鉄鉱石,294,21,273,294,21,273,8,-,8,-,-,-,30,-,30,-,-,-,19,鉄鉱石,,,
20,金属鉱,"5,715",70,"5,645","5,715",70,"5,645",720,-,720,80,-,80,330,-,330,"1,905",-,"1,905",20,金属鉱,,,
21,砂利・砂,"14,120",793,"13,327","14,120",793,"13,327",967,-,967,"1,716",-,"1,716","1,057",-,"1,057",-,-,-,21,砂利・砂,,,
22,石材,"105,004","1,359","103,645","105,004","1,359","103,645",544,35,509,322,62,260,"4,825",-,"4,825",60,-,60,22,石材,,,
23,原油,"2,250",-,"2,250","2,250",-,"2,250","1,200",-,"1,200",30,-,30,-,-,-,-,-,-,23,原油,,,
24,りん鉱石,57,-,57,57,-,57,12,-,12,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,854,-,854,854,-,854,254,-,254,-,-,-,-,-,-,-,-,-,25,石灰石,,,
26,原塩,"5,130",55,"5,075","5,130",55,"5,075",282,1,281,46,-,46,"1,902",-,"1,902",-,-,-,26,原塩,,,
27,非金属鉱物,"135,968","15,791","120,177","135,968","15,791","120,177","6,099",875,"5,224","18,513",254,"18,259","5,745",539,"5,206",120,30,90,27,非金属鉱物,,,
金属機械工業品,,"13,163,642","5,207,835","7,955,807","13,163,642","5,207,835","7,955,807","1,949,556","1,593,497","356,059","493,137","424,453","68,684","879,948","611,303","268,645","34,374","4,067","30,307",金属機械工業品,,,,
28,鉄鋼,"75,891","27,465","48,426","75,891","27,465","48,426","2,040","1,845",195,255,105,150,"21,490","6,462","15,028",285,105,180,28,鉄鋼,,,
29,鋼材,"370,439","274,169","96,270","370,439","274,169","96,270","38,765","35,053","3,712","10,647","10,464",183,"21,445","15,034","6,411",71,53,18,29,鋼材,,,
30,非鉄金属,"273,173","114,454","158,719","273,173","114,454","158,719","27,204","16,735","10,469","7,019","5,933","1,086","15,415","8,087","7,328","3,060",-,"3,060",30,非鉄金属,,,
31,金属製品,"1,590,353","289,621","1,300,732","1,590,353","289,621","1,300,732","196,455","62,743","133,712","32,424","9,397","23,027","47,994","15,959","32,035","3,846",201,"3,645",31,金属製品,,,
32,鉄道車両,"3,017",841,"2,176","3,017",841,"2,176",524,341,183,18,18,-,"1,572",98,"1,474",-,-,-,32,鉄道車両,,,
33,完成自動車,"105,979","83,023","22,956","105,979","83,023","22,956","9,380","3,940","5,440","4,986","4,456",530,"14,177","6,740","7,437",60,-,60,33,完成自動車,,,
34,その他輸送用車両,"81,396","3,123","78,273","81,396","3,123","78,273","1,905",824,"1,081",273,2,271,"1,351",85,"1,266",-,-,-,34,その他輸送用車両,,,
35,二輪自動車,"54,533","8,826","45,707","54,533","8,826","45,707","6,847",530,"6,317","9,475","5,369","4,106","5,546","1,276","4,270",-,-,-,35,二輪自動車,,,
36,自動車部品,"2,235,557","1,479,481","756,076","2,235,557","1,479,481","756,076","821,502","759,649","61,853","131,565","120,383","11,182","146,257","92,343","53,914","13,964",132,"13,832",36,自動車部品,,,
37,その他輸送機械,"383,296","45,419","337,877","383,296","45,419","337,877","28,568","24,144","4,424","11,345","10,177","1,168","4,775","2,206","2,569",15,-,15,37,その他輸送機械,,,
38,産業機械,"3,371,195","1,923,367","1,447,828","3,371,195","1,923,367","1,447,828","538,014","482,117","55,897","225,158","212,895","12,263","422,810","341,555","81,255","8,837","2,892","5,945",38,産業機械,,,
39,電気機械,"3,877,151","727,573","3,149,578","3,877,151","727,573","3,149,578","214,054","157,800","56,254","43,363","34,275","9,088","108,494","72,549","35,945","3,870",597,"3,273",39,電気機械,,,
40,測量・光学・医療機械,"495,498","177,547","317,951","495,498","177,547","317,951","54,177","39,840","14,337","15,227","9,758","5,469","58,508","42,208","16,300",353,74,279,40,測量・光学・医療機械,,,
41,事務用機器,"198,424","38,233","160,191","198,424","38,233","160,191","6,422","6,085",337,756,726,30,"8,031","6,342","1,689",13,13,-,41,事務用機器,,,
42,その他機械,"47,740","14,693","33,047","47,740","14,693","33,047","3,699","1,851","1,848",626,495,131,"2,083",359,"1,724",-,-,-,42,その他機械,,,
化学工業品,,"5,843,737","2,377,143","3,466,594","5,843,737","2,377,143","3,466,594","596,080","236,142","359,938","250,992","135,627","115,365","532,157","237,774","294,383","28,898","7,297","21,601",化学工業品,,,,
43,陶磁器,"155,896","10,180","145,716","155,896","10,180","145,716","8,211","4,014","4,197","3,090",870,"2,220","9,519",747,"8,772",15,-,15,43,陶磁器,,,
44,セメント,"21,322","8,629","12,693","21,322","8,629","12,693",451,286,165,60,45,15,"5,457","1,917","3,540",15,15,-,44,セメント,,,
45,ガラス類,"203,514","69,108","134,406","203,514","69,108","134,406","30,341","18,601","11,740","2,648","1,782",866,"18,346","8,746","9,600",90,-,90,45,ガラス類,,,
46,窯業品,"354,713","109,848","244,865","354,713","109,848","244,865","43,268","14,769","28,499","26,807","23,123","3,684","35,376","14,207","21,169","7,495",126,"7,369",46,窯業品,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,
48,石油製品,"36,674","20,855","15,819","36,674","20,855","15,819","6,002","2,060","3,942","1,045",307,738,"5,106","2,645","2,461",-,-,-,48,石油製品,,,
49,LNG/液化天然ガス,318,-,318,318,-,318,-,-,-,18,-,18,15,-,15,-,-,-,49,LNG/液化天然ガス,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,
51,その他の石油製品,"23,538","9,308","14,230","23,538","9,308","14,230","3,728",254,"3,474","3,798",40,"3,758","2,840","1,213","1,627",14,14,-,51,その他の石油製品,,,
52,コークス,"9,096",-,"9,096","9,096",-,"9,096",-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,
53,石炭製品,"8,244","7,824",420,"8,244","7,824",420,223,13,210,"1,124","1,019",105,"1,082","1,082",-,-,-,-,53,石炭製品,,,
54,化学薬品,"948,302","315,884","632,418","948,302","315,884","632,418","125,368","51,451","73,917","55,106","23,877","31,229","103,328","36,210","67,118","8,322","1,931","6,391",54,化学薬品,,,
55,化学肥料,"53,508","4,102","49,406","53,508","4,102","49,406","3,325",559,"2,766",865,150,715,"2,651",63,"2,588",36,-,36,55,化学肥料,,,
56,その他化学工業品,"4,028,612","1,821,405","2,207,207","4,028,612","1,821,405","2,207,207","375,163","144,135","231,028","156,431","84,414","72,017","348,437","170,944","177,493","12,911","5,211","7,700",56,その他化学工業品,,,
軽工業品,,"5,705,577","694,938","5,010,639","5,705,577","694,938","5,010,639","993,864","145,906","847,958","394,430","72,181","322,249","582,694","57,744","524,950","191,461","3,524","187,937",軽工業品,,,,
57,紙・パルプ,"1,144,885","332,985","811,900","1,144,885","332,985","811,900","169,061","65,725","103,336","257,555","55,978","201,577","58,853","24,088","34,765","5,859",49,"5,810",57,紙・パルプ,,,
58,糸及び紡績半製品,"72,221","7,420","64,801","72,221","7,420","64,801","1,242",710,532,"3,741","2,245","1,496","2,078",515,"1,563",405,-,405,58,糸及び紡績半製品,,,
59,その他繊維工業品,"407,020","61,392","345,628","407,020","61,392","345,628","16,949","7,118","9,831","7,261","1,699","5,562","18,903","2,839","16,064",275,260,15,59,その他繊維工業品,,,
60,砂糖,"57,248",511,"56,737","57,248",511,"56,737","23,914",49,"23,865","2,090",-,"2,090","12,291",19,"12,272",85,-,85,60,砂糖,,,
61,製造食品,"2,734,281","242,776","2,491,505","2,734,281","242,776","2,491,505","511,158","59,433","451,725","54,029","9,916","44,113","194,489","23,206","171,283","24,372","2,991","21,381",61,製造食品,,,
62,飲料,"835,528","44,667","790,861","835,528","44,667","790,861","83,344","11,972","71,372","22,270","2,328","19,942","207,897","7,062","200,835","159,858",164,"159,694",62,飲料,,,
63,水,"195,419","4,205","191,214","195,419","4,205","191,214","116,529",641,"115,888","3,212",-,"3,212","22,602",15,"22,587",60,60,-,63,水,,,
64,たばこ,"81,049",198,"80,851","81,049",198,"80,851",584,120,464,"44,019",-,"44,019","15,342",-,"15,342",308,-,308,64,たばこ,,,
65,その他食料工業品,"177,926",784,"177,142","177,926",784,"177,142","71,083",138,"70,945",253,15,238,"50,239",-,"50,239",239,-,239,65,その他食料工業品,,,
雑工業品,,"11,529,818","1,188,625","10,341,193","11,529,818","1,188,625","10,341,193","440,418","195,864","244,554","115,695","50,573","65,122","480,351","213,549","266,802","6,148",933,"5,215",雑工業品,,,,
66,がん具,"660,434","17,877","642,557","660,434","17,877","642,557","8,668","4,858","3,810","3,769",140,"3,629","7,072",747,"6,325",353,317,36,66,がん具,,,
67,衣服・身廻品・はきもの,"4,794,432","178,084","4,616,348","4,794,432","178,084","4,616,348","65,323","20,952","44,371","16,991","4,924","12,067","50,480","12,146","38,334","2,385",159,"2,226",67,衣服・身廻品・はきもの,,,
68,文房具・運動娯楽用品・楽器,"814,422","125,446","688,976","814,422","125,446","688,976","55,475","19,502","35,973","19,346","11,967","7,379","33,745","15,819","17,926",133,12,121,68,文房具・運動娯楽用品・楽器,,,
69,家具装備品,"2,200,547","97,633","2,102,914","2,200,547","97,633","2,102,914","49,617","14,930","34,687","6,575","1,995","4,580","80,013","9,358","70,655",646,301,345,69,家具装備品,,,
70,その他日用品,"582,439","123,266","459,173","582,439","123,266","459,173","67,839","34,002","33,837","7,137","3,137","4,000","37,508","22,210","15,298",743,106,637,70,その他日用品,,,
71,ゴム製品,"793,960","366,336","427,624","793,960","366,336","427,624","101,515","90,081","11,434","46,514","27,827","18,687","172,830","130,338","42,492",32,17,15,71,ゴム製品,,,
