,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,平成29年(2017年),,,平成28年(2016年),,,平成27年(2015年),,,平成26年(2014年),,,平成25年(2013年),,,品種,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,
合計,,"48,151,899","12,950,374","35,201,525","46,178,485","12,773,235","33,405,250","44,930,200","12,449,847","32,480,353","47,066,116","12,734,744","34,331,372","46,618,650","12,582,224","34,036,426",合計,,,,,,
農水産品,,"4,515,935","369,922","4,146,013","4,192,066","329,664","3,862,402","3,901,360","306,369","3,594,991","3,800,738","255,384","3,545,354","3,902,612","272,495","3,630,117",農水産品,,,,,,
1,麦,"21,219",45,"21,174","13,958",3,"13,955","14,069",-,"14,069","14,799",-,"14,799","16,776",-,"16,776",1,麦,,,,,
2,米,"25,787","3,127","22,660","15,235","2,881","12,354","8,078","1,705","6,373","13,787","1,611","12,176","21,386","2,426","18,960",2,米,,,,,
3,とうもろこし,"5,205",37,"5,168","6,348",15,"6,333","6,170",-,"6,170","7,203",15,"7,188","9,699",83,"9,616",3,とうもろこし,,,,,
4,豆類,"124,914",191,"124,723","111,843","5,788","106,055","109,743","1,559","108,184","114,990","1,121","113,869","126,370","1,442","124,928",4,豆類,,,,,
5,その他雑穀,"3,341",104,"3,237","1,410",43,"1,367","1,814",60,"1,754","2,483",66,"2,417","3,350",224,"3,126",5,その他雑穀,,,,,
6,野菜・果物,"1,201,193","30,238","1,170,955","1,136,150","36,019","1,100,131","1,096,705","36,263","1,060,442","1,100,572","27,966","1,072,606","1,110,769","22,801","1,087,968",6,野菜・果物,,,,,
7,綿花,516,12,504,515,20,495,475,22,453,602,30,572,602,31,571,7,綿花,,,,,
8,その他農産品,"244,717","9,267","235,450","207,204","9,299","197,905","227,459","9,323","218,136","236,588","10,289","226,299","216,175","14,576","201,599",8,その他農産品,,,,,
9,羊毛,692,-,692,905,11,894,653,-,653,984,-,984,994,90,904,9,羊毛,,,,,
10,その他畜産品,"1,655,687","37,892","1,617,795","1,557,148","36,252","1,520,896","1,292,431","35,762","1,256,669","1,166,067","36,633","1,129,434","1,182,293","41,241","1,141,052",10,その他畜産品,,,,,
11,水産品,"1,232,664","289,009","943,655","1,141,350","239,333","902,017","1,143,763","221,675","922,088","1,142,663","177,653","965,010","1,214,198","189,581","1,024,617",11,水産品,,,,,
林産品,,"1,034,820","26,154","1,008,666","1,002,686","39,947","962,739","935,745","19,088","916,657","898,050","24,019","874,031","979,275","14,163","965,112",林産品,,,,,,
12,原木,"4,702","2,342","2,360","4,436","3,255","1,181","4,697","3,020","1,677","5,153","3,051","2,102","6,371","1,772","4,599",12,原木,,,,,
13,製材,"880,636","22,089","858,547","850,866","30,008","820,858","801,157","13,295","787,862","749,377","16,820","732,557","837,311","10,598","826,713",13,製材,,,,,
14,樹脂類,"85,662","1,331","84,331","85,379","6,098","79,281","72,526","2,351","70,175","82,658","3,798","78,860","79,606","1,305","78,301",14,樹脂類,,,,,
15,木材チップ,"4,156",229,"3,927","2,233",196,"2,037","1,611",191,"1,420","2,716",124,"2,592","4,198",156,"4,042",15,木材チップ,,,,,
16,その他林産品,"4,679",6,"4,673","6,009",90,"5,919","5,541",15,"5,526","6,225",18,"6,207","4,510",12,"4,498",16,その他林産品,,,,,
17,薪炭,"54,985",157,"54,828","53,763",300,"53,463","50,213",216,"49,997","51,921",208,"51,713","47,279",320,"46,959",17,薪炭,,,,,
鉱産品,,"301,479","18,168","283,311","275,737","13,761","261,976","265,087","12,465","252,622","280,444","13,681","266,763","315,146","11,831","303,315",鉱産品,,,,,,
18,石炭,"32,087",79,"32,008","32,465",-,"32,465","28,181",42,"28,139","29,849",52,"29,797","30,028",480,"29,548",18,石炭,,,,,
19,鉄鉱石,294,21,273,"1,440",-,"1,440","1,653",3,"1,650","1,200",-,"1,200","1,657",-,"1,657",19,鉄鉱石,,,,,
20,金属鉱,"5,715",70,"5,645","7,523",1,"7,522","11,344",-,"11,344","4,087",36,"4,051","7,143",60,"7,083",20,金属鉱,,,,,
21,砂利・砂,"14,120",793,"13,327","6,742",161,"6,581","5,968",736,"5,232","7,083","1,635","5,448","6,876","1,615","5,261",21,砂利・砂,,,,,
22,石材,"105,004","1,359","103,645","114,080",979,"113,101","117,477",480,"116,997","116,716","1,098","115,618","139,733",350,"139,383",22,石材,,,,,
23,原油,"2,250",-,"2,250","2,146",46,"2,100","2,321",42,"2,279","2,388",29,"2,359","1,831",-,"1,831",23,原油,,,,,
24,りん鉱石,57,-,57,-,-,-,285,-,285,585,-,585,495,-,495,24,りん鉱石,,,,,
25,石灰石,854,-,854,"1,296",-,"1,296",300,-,300,75,-,75,131,-,131,25,石灰石,,,,,
26,原塩,"5,130",55,"5,075","3,303",220,"3,083","2,431",300,"2,131","3,141",325,"2,816","3,975",265,"3,710",26,原塩,,,,,
27,非金属鉱物,"135,968","15,791","120,177","106,742","12,354","94,388","95,127","10,862","84,265","115,320","10,506","104,814","123,277","9,061","114,216",27,非金属鉱物,,,,,
金属機械工業品,,"13,163,642","5,207,835","7,955,807","12,580,579","4,921,080","7,659,499","12,545,303","4,805,861","7,739,442","13,453,928","5,019,917","8,434,011","12,655,352","4,980,510","7,674,842",金属機械工業品,,,,,,
28,鉄鋼,"75,891","27,465","48,426","50,788","15,324","35,464","64,033","25,061","38,972","74,954","31,232","43,722","79,273","26,214","53,059",28,鉄鋼,,,,,
29,鋼材,"370,439","274,169","96,270","351,747","261,260","90,487","357,860","262,205","95,655","393,866","279,125","114,741","394,737","276,048","118,689",29,鋼材,,,,,
30,非鉄金属,"273,173","114,454","158,719","262,721","121,595","141,126","245,797","113,619","132,178","242,052","98,242","143,810","209,779","95,987","113,792",30,非鉄金属,,,,,
31,金属製品,"1,590,353","289,621","1,300,732","1,487,308","255,165","1,232,143","1,566,479","294,630","1,271,849","1,540,447","318,292","1,222,155","1,478,542","328,896","1,149,646",31,金属製品,,,,,
32,鉄道車両,"3,017",841,"2,176","2,064",647,"1,417","2,006",545,"1,461","1,430",366,"1,064","1,331",200,"1,131",32,鉄道車両,,,,,
33,完成自動車,"105,979","83,023","22,956","104,917","89,789","15,128","91,840","74,355","17,485","150,307","131,320","18,987","173,956","152,892","21,064",33,完成自動車,,,,,
34,その他輸送用車両,"81,396","3,123","78,273","73,288","2,133","71,155","59,048","1,707","57,341","80,389","1,266","79,123","72,408","1,413","70,995",34,その他輸送用車両,,,,,
35,二輪自動車,"54,533","8,826","45,707","43,467","5,094","38,373","61,830","7,062","54,768","88,871","10,188","78,683","116,869","15,713","101,156",35,二輪自動車,,,,,
36,自動車部品,"2,235,557","1,479,481","756,076","2,245,808","1,517,068","728,740","1,897,849","1,282,871","614,978","1,961,928","1,339,012","622,916","2,023,919","1,484,632","539,287",36,自動車部品,,,,,
37,その他輸送機械,"383,296","45,419","337,877","362,600","49,521","313,079","379,257","51,551","327,706","416,874","62,135","354,739","406,368","57,175","349,193",37,その他輸送機械,,,,,
38,産業機械,"3,371,195","1,923,367","1,447,828","3,046,011","1,694,952","1,351,059","3,198,293","1,797,667","1,400,626","3,376,805","1,819,770","1,557,035","3,063,277","1,655,447","1,407,830",38,産業機械,,,,,
39,電気機械,"3,877,151","727,573","3,149,578","3,823,917","677,339","3,146,578","3,894,715","657,660","3,237,055","4,395,187","692,299","3,702,888","3,922,238","656,538","3,265,700",39,電気機械,,,,,
40,測量・光学・医療機械,"495,498","177,547","317,951","471,243","170,001","301,242","479,557","191,642","287,915","465,537","190,429","275,108","463,620","183,599","280,021",40,測量・光学・医療機械,,,,,
41,事務用機器,"198,424","38,233","160,191","195,015","35,026","159,989","194,398","31,099","163,299","217,809","34,068","183,741","214,485","34,523","179,962",41,事務用機器,,,,,
