市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-1-3,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-2-4,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-3-3,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-3-7,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-4-5,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-5-4,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘2-6-1,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘5-1-6,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市旭が丘5-2-3,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市下宿3-1375,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市下清戸1-212,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市中里6-95,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市中里6-95,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市中里6-95,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市野塩2-387-3,,,,,
132217,,東京都,清瀬市,私設消火栓,清瀬市野塩2-387-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-240-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-259,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-262,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-275-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-277-12,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-616-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-620-13,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘1-621,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘2-1-6,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘2-8,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘2-8-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-346-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-373-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-382-4,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-755,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-760-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘3-777,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘4-738-2,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘4-810,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘5-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-1038-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-913-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-934-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-940,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-941-48,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-961,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭が丘6-971-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭ヶ丘2-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市旭ヶ丘3-760,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-1-10,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-1-15,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-130,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-138,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-144,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-167-25,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-176-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿1-213,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-389,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-402,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-405-14,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-419-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-421-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-437,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿-2-451,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-452,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-472,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-473-8,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-490,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-511-2,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-518,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-524,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-553-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-559,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-559-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-666-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-701,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-708-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿2-718-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1050,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1050-4,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1071,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1085,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1329,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1331,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1415,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1418,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-1424,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-695,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-698-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下宿3-976,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-143,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-149-6,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-155-29,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-17-26,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-17-32,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-186,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-201-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-22,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-224,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-224-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-25-9,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-266-29,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-290-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-292-3,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-335,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-335-10,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸1-369,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-461,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-470,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-477,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-488-4,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-554,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-558-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-559,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-561-15,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-567-5,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-579-1,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-584-4,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸2-599-6,,,,,
132217,,東京都,清瀬市,消火栓,清瀬市下清戸3-58,,,,,
