市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2022-02-01T00:00:00,東１丁目,1819,1476,1805,3281,170,121,2476,514
132152,0,東京都,国立市,2022-02-01T00:00:00,東２丁目,1522,1360,1461,2821,139,101,2032,549
132152,0,東京都,国立市,2022-02-01T00:00:00,東３丁目,1582,1508,1549,3057,130,171,2111,645
132152,0,東京都,国立市,2022-02-01T00:00:00,東４丁目,1497,1609,1629,3238,144,192,2345,557
132152,0,東京都,国立市,2022-02-01T00:00:00,中１丁目,2242,1902,2163,4065,161,145,3038,721
132152,0,東京都,国立市,2022-02-01T00:00:00,中２丁目,1353,1255,1372,2627,104,133,1919,471
132152,0,東京都,国立市,2022-02-01T00:00:00,中３丁目,1043,1095,1197,2292,129,111,1613,439
132152,0,東京都,国立市,2022-02-01T00:00:00,西１丁目,1920,1818,1866,3684,174,197,2727,586
132152,0,東京都,国立市,2022-02-01T00:00:00,西２丁目,2741,2564,2546,5110,292,234,3818,766
132152,0,東京都,国立市,2022-02-01T00:00:00,西３丁目,688,688,745,1433,87,69,999,278
132152,0,東京都,国立市,2022-02-01T00:00:00,富士見台１丁目,2720,2419,2612,5031,185,200,3389,1257
132152,0,東京都,国立市,2022-02-01T00:00:00,富士見台２丁目,2343,2298,2373,4671,360,228,3437,646
132152,0,東京都,国立市,2022-02-01T00:00:00,富士見台３丁目,1979,1874,1957,3831,196,165,2682,788
132152,0,東京都,国立市,2022-02-01T00:00:00,富士見台４丁目,2085,1847,2197,4044,139,122,2847,936
132152,0,東京都,国立市,2022-02-01T00:00:00,北１丁目,959,840,964,1804,66,68,1369,301
132152,0,東京都,国立市,2022-02-01T00:00:00,北２丁目,1263,1127,1162,2289,102,103,1649,435
132152,0,東京都,国立市,2022-02-01T00:00:00,北３丁目,1864,1779,2167,3946,200,279,2517,950
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保００００,293,359,347,706,52,40,501,113
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保１０００,180,251,234,485,58,24,346,57
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保４０００,285,284,305,589,30,15,453,91
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保５０００,973,985,1018,2003,83,79,1450,391
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保６０００,1304,1269,1307,2576,154,119,1894,409
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保７０００,727,858,829,1687,104,105,1221,257
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保４丁目,598,652,609,1261,79,62,922,198
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保６丁目,251,220,233,453,10,21,301,121
132152,0,東京都,国立市,2022-02-01T00:00:00,谷保７丁目,336,380,331,711,34,51,502,124
132152,0,東京都,国立市,2022-02-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2022-02-01T00:00:00,青柳１丁目,922,976,999,1975,106,121,1462,286
132152,0,東京都,国立市,2022-02-01T00:00:00,青柳２丁目,803,797,635,1432,50,48,1101,233
132152,0,東京都,国立市,2022-02-01T00:00:00,青柳３丁目,816,667,744,1411,61,74,1015,261
132152,0,東京都,国立市,2022-02-01T00:00:00,石田,40,44,50,94,2,5,73,14
132152,0,東京都,国立市,2022-02-01T00:00:00,泉１丁目,93,84,75,159,3,7,129,20
132152,0,東京都,国立市,2022-02-01T00:00:00,泉２丁目,509,526,552,1078,19,38,720,301
132152,0,東京都,国立市,2022-02-01T00:00:00,泉３丁目,526,543,552,1095,46,65,751,233
132152,0,東京都,国立市,2022-02-01T00:00:00,泉４丁目,84,107,88,195,11,13,150,21
132152,0,東京都,国立市,2022-02-01T00:00:00,泉５丁目,94,108,99,207,12,14,145,36
132152,0,東京都,国立市,2022-02-01T00:00:00,矢川３丁目,466,479,406,885,28,56,681,120
