市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2022-01-01T00:00:00,東１丁目,1812,1477,1801,3278,172,122,2473,511
132152,0,東京都,国立市,2022-01-01T00:00:00,東２丁目,1532,1363,1465,2828,137,101,2040,550
132152,0,東京都,国立市,2022-01-01T00:00:00,東３丁目,1584,1508,1553,3061,131,170,2116,644
132152,0,東京都,国立市,2022-01-01T00:00:00,東４丁目,1494,1604,1627,3231,142,191,2345,553
132152,0,東京都,国立市,2022-01-01T00:00:00,中１丁目,2243,1906,2164,4070,163,143,3043,721
132152,0,東京都,国立市,2022-01-01T00:00:00,中２丁目,1347,1249,1371,2620,105,133,1913,469
132152,0,東京都,国立市,2022-01-01T00:00:00,中３丁目,1047,1100,1201,2301,132,111,1618,440
132152,0,東京都,国立市,2022-01-01T00:00:00,西１丁目,1944,1835,1883,3718,179,197,2756,586
132152,0,東京都,国立市,2022-01-01T00:00:00,西２丁目,2739,2561,2549,5110,294,234,3815,767
132152,0,東京都,国立市,2022-01-01T00:00:00,西３丁目,693,690,748,1438,88,68,1003,279
132152,0,東京都,国立市,2022-01-01T00:00:00,富士見台１丁目,2715,2422,2601,5023,178,205,3391,1249
132152,0,東京都,国立市,2022-01-01T00:00:00,富士見台２丁目,2343,2304,2371,4675,366,227,3441,641
132152,0,東京都,国立市,2022-01-01T00:00:00,富士見台３丁目,1974,1873,1959,3832,198,163,2681,790
132152,0,東京都,国立市,2022-01-01T00:00:00,富士見台４丁目,2092,1857,2207,4064,141,122,2861,940
132152,0,東京都,国立市,2022-01-01T00:00:00,北１丁目,962,844,967,1811,68,67,1375,301
132152,0,東京都,国立市,2022-01-01T00:00:00,北２丁目,1260,1125,1160,2285,102,103,1644,436
132152,0,東京都,国立市,2022-01-01T00:00:00,北３丁目,1864,1782,2163,3945,202,277,2523,943
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保００００,297,361,352,713,53,42,503,115
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保１０００,179,251,233,484,58,24,345,57
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保４０００,282,281,303,584,31,13,452,88
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保５０００,979,994,1022,2016,84,84,1455,393
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保６０００,1309,1271,1307,2578,156,117,1897,408
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保７０００,722,850,824,1674,103,103,1213,255
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保４丁目,597,652,603,1255,79,60,919,197
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保６丁目,255,225,242,467,11,22,314,120
132152,0,東京都,国立市,2022-01-01T00:00:00,谷保７丁目,336,381,330,711,33,51,501,126
132152,0,東京都,国立市,2022-01-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2022-01-01T00:00:00,青柳１丁目,921,979,996,1975,106,122,1463,284
132152,0,東京都,国立市,2022-01-01T00:00:00,青柳２丁目,797,792,634,1426,48,49,1098,231
132152,0,東京都,国立市,2022-01-01T00:00:00,青柳３丁目,816,663,745,1408,56,74,1018,260
132152,0,東京都,国立市,2022-01-01T00:00:00,石田,39,44,48,92,2,6,70,14
132152,0,東京都,国立市,2022-01-01T00:00:00,泉１丁目,94,85,75,160,3,7,130,20
132152,0,東京都,国立市,2022-01-01T00:00:00,泉２丁目,508,524,546,1070,20,37,711,302
132152,0,東京都,国立市,2022-01-01T00:00:00,泉３丁目,524,547,552,1099,46,65,756,232
132152,0,東京都,国立市,2022-01-01T00:00:00,泉４丁目,82,103,86,189,9,14,145,21
132152,0,東京都,国立市,2022-01-01T00:00:00,泉５丁目,94,108,99,207,12,14,147,34
132152,0,東京都,国立市,2022-01-01T00:00:00,矢川３丁目,467,480,407,887,28,56,684,119
