市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2022-04-01T00:00:00,東１丁目,1829,1484,1811,3295,176,120,2484,515
132152,0,東京都,国立市,2022-04-01T00:00:00,東２丁目,1529,1388,1473,2861,152,109,2053,547
132152,0,東京都,国立市,2022-04-01T00:00:00,東３丁目,1577,1499,1547,3046,133,164,2103,646
132152,0,東京都,国立市,2022-04-01T00:00:00,東４丁目,1524,1620,1648,3268,140,201,2368,559
132152,0,東京都,国立市,2022-04-01T00:00:00,中１丁目,2255,1904,2164,4068,165,141,3039,723
132152,0,東京都,国立市,2022-04-01T00:00:00,中２丁目,1351,1253,1362,2615,103,134,1907,471
132152,0,東京都,国立市,2022-04-01T00:00:00,中３丁目,1052,1106,1201,2307,131,111,1626,439
132152,0,東京都,国立市,2022-04-01T00:00:00,西１丁目,1966,1838,1901,3739,179,197,2762,601
132152,0,東京都,国立市,2022-04-01T00:00:00,西２丁目,2778,2590,2572,5162,298,239,3854,771
132152,0,東京都,国立市,2022-04-01T00:00:00,西３丁目,680,686,741,1427,91,65,1000,271
132152,0,東京都,国立市,2022-04-01T00:00:00,富士見台１丁目,2714,2403,2614,5017,183,207,3370,1257
132152,0,東京都,国立市,2022-04-01T00:00:00,富士見台２丁目,2361,2289,2384,4673,352,230,3437,654
132152,0,東京都,国立市,2022-04-01T00:00:00,富士見台３丁目,1979,1885,1952,3837,203,168,2676,790
132152,0,東京都,国立市,2022-04-01T00:00:00,富士見台４丁目,2103,1848,2192,4040,137,126,2838,939
132152,0,東京都,国立市,2022-04-01T00:00:00,北１丁目,957,831,956,1787,62,67,1354,304
132152,0,東京都,国立市,2022-04-01T00:00:00,北２丁目,1261,1129,1149,2278,103,107,1633,435
132152,0,東京都,国立市,2022-04-01T00:00:00,北３丁目,1841,1755,2122,3877,188,274,2479,936
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保００００,296,360,348,708,50,42,502,114
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保１０００,180,249,236,485,60,23,344,58
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保４０００,288,291,304,595,33,15,453,94
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保５０００,970,982,1010,1992,84,77,1442,389
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保６０００,1304,1258,1310,2568,155,117,1891,405
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保７０００,736,867,841,1708,110,105,1234,259
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保４丁目,593,649,601,1250,76,64,910,200
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保６丁目,260,223,240,463,10,20,312,121
132152,0,東京都,国立市,2022-04-01T00:00:00,谷保７丁目,342,386,334,720,35,52,508,125
132152,0,東京都,国立市,2022-04-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2022-04-01T00:00:00,青柳１丁目,919,977,992,1969,104,119,1464,282
132152,0,東京都,国立市,2022-04-01T00:00:00,青柳２丁目,798,782,643,1425,50,51,1093,231
132152,0,東京都,国立市,2022-04-01T00:00:00,青柳３丁目,749,664,680,1344,60,73,946,265
132152,0,東京都,国立市,2022-04-01T00:00:00,石田,40,44,51,95,3,5,73,14
132152,0,東京都,国立市,2022-04-01T00:00:00,泉１丁目,96,88,74,162,3,7,132,20
132152,0,東京都,国立市,2022-04-01T00:00:00,泉２丁目,515,530,556,1086,17,44,725,300
132152,0,東京都,国立市,2022-04-01T00:00:00,泉３丁目,524,541,549,1090,46,61,752,231
132152,0,東京都,国立市,2022-04-01T00:00:00,泉４丁目,85,107,90,197,10,13,152,22
132152,0,東京都,国立市,2022-04-01T00:00:00,泉５丁目,95,108,99,207,11,14,145,37
132152,0,東京都,国立市,2022-04-01T00:00:00,矢川３丁目,464,473,412,885,31,54,681,119
