市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2023-01-01T00:00:00,東１丁目,1786,1445,1778,3223,154,116,2436,517
132152,0,東京都,国立市,2023-01-01T00:00:00,東２丁目,1501,1355,1439,2794,147,112,1983,552
132152,0,東京都,国立市,2023-01-01T00:00:00,東３丁目,1596,1492,1563,3055,126,170,2116,643
132152,0,東京都,国立市,2023-01-01T00:00:00,東４丁目,1524,1624,1648,3272,148,197,2333,594
132152,0,東京都,国立市,2023-01-01T00:00:00,中１丁目,2299,1920,2207,4127,179,141,3076,731
132152,0,東京都,国立市,2023-01-01T00:00:00,中２丁目,1375,1252,1363,2615,100,136,1904,475
132152,0,東京都,国立市,2023-01-01T00:00:00,中３丁目,1073,1127,1227,2354,136,128,1654,436
132152,0,東京都,国立市,2023-01-01T00:00:00,西１丁目,1970,1821,1896,3717,180,174,2773,590
132152,0,東京都,国立市,2023-01-01T00:00:00,西２丁目,2764,2606,2540,5146,287,250,3819,790
132152,0,東京都,国立市,2023-01-01T00:00:00,西３丁目,683,685,746,1431,92,73,1001,265
132152,0,東京都,国立市,2023-01-01T00:00:00,富士見台１丁目,2651,2328,2535,4863,146,209,3294,1214
132152,0,東京都,国立市,2023-01-01T00:00:00,富士見台２丁目,2413,2328,2481,4809,361,259,3522,667
132152,0,東京都,国立市,2023-01-01T00:00:00,富士見台３丁目,1970,1861,1937,3798,200,166,2641,791
132152,0,東京都,国立市,2023-01-01T00:00:00,富士見台４丁目,2102,1839,2201,4040,137,130,2821,952
132152,0,東京都,国立市,2023-01-01T00:00:00,北１丁目,958,828,936,1764,56,66,1327,315
132152,0,東京都,国立市,2023-01-01T00:00:00,北２丁目,1264,1139,1154,2293,108,106,1639,440
132152,0,東京都,国立市,2023-01-01T00:00:00,北３丁目,1822,1707,2086,3793,169,250,2425,949
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保００００,311,367,366,733,45,48,523,117
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保１０００,172,232,228,460,56,26,323,55
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保４０００,283,288,287,575,30,15,432,98
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保５０００,978,977,1029,2006,91,79,1454,382
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保６０００,1330,1271,1317,2588,154,121,1909,404
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保７０００,731,868,833,1701,105,106,1237,253
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保８０００,4,4,4,8,0,0,8,0
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保４丁目,588,634,608,1242,79,61,899,203
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保６丁目,257,218,240,458,10,16,311,121
132152,0,東京都,国立市,2023-01-01T00:00:00,谷保７丁目,351,400,344,744,36,49,540,119
132152,0,東京都,国立市,2023-01-01T00:00:00,青柳,9,10,13,23,0,2,17,4
132152,0,東京都,国立市,2023-01-01T00:00:00,青柳１丁目,946,999,1015,2014,105,120,1502,287
132152,0,東京都,国立市,2023-01-01T00:00:00,青柳２丁目,822,783,653,1436,49,50,1097,240
132152,0,東京都,国立市,2023-01-01T00:00:00,青柳３丁目,802,658,729,1387,62,61,993,271
132152,0,東京都,国立市,2023-01-01T00:00:00,石田,38,44,48,92,3,5,71,13
132152,0,東京都,国立市,2023-01-01T00:00:00,泉１丁目,89,86,69,155,3,7,126,19
132152,0,東京都,国立市,2023-01-01T00:00:00,泉２丁目,520,524,558,1082,22,41,723,296
132152,0,東京都,国立市,2023-01-01T00:00:00,泉３丁目,517,538,540,1078,38,60,762,218
132152,0,東京都,国立市,2023-01-01T00:00:00,泉４丁目,85,111,90,201,12,10,157,22
132152,0,東京都,国立市,2023-01-01T00:00:00,泉５丁目,99,119,104,223,17,14,154,38
132152,0,東京都,国立市,2023-01-01T00:00:00,矢川３丁目,459,467,401,868,27,50,670,121
