市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-07-01T00:00:00,東１丁目,1780,1457,1784,3241,176,114,2445,506
132152,0,東京都,国立市,2021-07-01T00:00:00,東２丁目,1554,1384,1500,2884,150,100,2094,540
132152,0,東京都,国立市,2021-07-01T00:00:00,東３丁目,1602,1509,1568,3077,136,164,2141,636
132152,0,東京都,国立市,2021-07-01T00:00:00,東４丁目,1499,1596,1646,3242,149,190,2357,546
132152,0,東京都,国立市,2021-07-01T00:00:00,中１丁目,2243,1902,2166,4068,166,133,3054,715
132152,0,東京都,国立市,2021-07-01T00:00:00,中２丁目,1360,1254,1388,2642,116,125,1935,466
132152,0,東京都,国立市,2021-07-01T00:00:00,中３丁目,1043,1103,1211,2314,145,105,1621,443
132152,0,東京都,国立市,2021-07-01T00:00:00,西１丁目,1936,1849,1869,3718,186,194,2758,580
132152,0,東京都,国立市,2021-07-01T00:00:00,西２丁目,2749,2559,2540,5099,291,225,3824,759
132152,0,東京都,国立市,2021-07-01T00:00:00,西３丁目,696,700,752,1452,96,65,1011,280
132152,0,東京都,国立市,2021-07-01T00:00:00,富士見台１丁目,2745,2456,2632,5088,194,198,3430,1266
132152,0,東京都,国立市,2021-07-01T00:00:00,富士見台２丁目,2328,2290,2364,4654,374,211,3433,636
132152,0,東京都,国立市,2021-07-01T00:00:00,富士見台３丁目,1976,1879,1968,3847,211,159,2694,783
132152,0,東京都,国立市,2021-07-01T00:00:00,富士見台４丁目,2093,1854,2204,4058,137,121,2867,933
132152,0,東京都,国立市,2021-07-01T00:00:00,北１丁目,969,845,983,1828,72,70,1395,291
132152,0,東京都,国立市,2021-07-01T00:00:00,北２丁目,1249,1126,1160,2286,104,98,1650,434
132152,0,東京都,国立市,2021-07-01T00:00:00,北３丁目,1867,1786,2175,3961,210,267,2541,943
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保００００,298,364,351,715,55,41,504,115
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保１０００,182,250,232,482,55,25,342,60
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保４０００,734,778,742,1520,88,57,1155,220
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保５０００,1117,1162,1174,2336,111,94,1671,460
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保６０００,1313,1280,1310,2590,157,116,1911,406
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保７０００,724,860,823,1683,112,101,1219,251
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保６丁目,260,226,244,470,11,25,313,121
132152,0,東京都,国立市,2021-07-01T00:00:00,谷保７丁目,328,382,327,709,33,55,494,127
132152,0,東京都,国立市,2021-07-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-07-01T00:00:00,青柳１丁目,928,984,990,1974,96,126,1471,281
132152,0,東京都,国立市,2021-07-01T00:00:00,青柳２丁目,780,783,619,1402,43,53,1073,233
132152,0,東京都,国立市,2021-07-01T00:00:00,青柳３丁目,803,654,747,1401,59,74,1011,257
132152,0,東京都,国立市,2021-07-01T00:00:00,石田,41,50,51,101,5,7,76,13
132152,0,東京都,国立市,2021-07-01T00:00:00,泉１丁目,96,86,77,163,4,6,132,21
132152,0,東京都,国立市,2021-07-01T00:00:00,泉２丁目,512,534,557,1091,26,44,721,300
132152,0,東京都,国立市,2021-07-01T00:00:00,泉３丁目,528,565,559,1124,51,69,784,220
132152,0,東京都,国立市,2021-07-01T00:00:00,泉４丁目,81,103,84,187,8,17,141,21
132152,0,東京都,国立市,2021-07-01T00:00:00,泉５丁目,95,107,101,208,14,14,147,33
132152,0,東京都,国立市,2021-07-01T00:00:00,矢川３丁目,474,492,417,909,38,59,694,118
