市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2020-08-01T00:00:00,東１丁目,1777,1479,1805,3284,183,122,2479,500
132152,0,東京都,国立市,2020-08-01T00:00:00,東２丁目,1564,1420,1503,2923,138,101,2147,537
132152,0,東京都,国立市,2020-08-01T00:00:00,東３丁目,1583,1478,1570,3048,143,159,2135,611
132152,0,東京都,国立市,2020-08-01T00:00:00,東４丁目,1486,1591,1639,3230,150,198,2356,526
132152,0,東京都,国立市,2020-08-01T00:00:00,中１丁目,2181,1858,2157,4015,177,147,3001,690
132152,0,東京都,国立市,2020-08-01T00:00:00,中２丁目,1364,1278,1394,2672,119,117,1965,471
132152,0,東京都,国立市,2020-08-01T00:00:00,中３丁目,1019,1085,1195,2280,137,102,1620,421
132152,0,東京都,国立市,2020-08-01T00:00:00,西１丁目,1923,1852,1859,3711,197,191,2753,570
132152,0,東京都,国立市,2020-08-01T00:00:00,西２丁目,2692,2520,2492,5012,291,216,3774,731
132152,0,東京都,国立市,2020-08-01T00:00:00,西３丁目,660,643,713,1356,74,58,951,273
132152,0,東京都,国立市,2020-08-01T00:00:00,富士見台１丁目,2722,2478,2659,5137,219,214,3459,1245
132152,0,東京都,国立市,2020-08-01T00:00:00,富士見台２丁目,2293,2273,2351,4624,372,211,3426,615
132152,0,東京都,国立市,2020-08-01T00:00:00,富士見台３丁目,1980,1941,1973,3914,234,148,2761,771
132152,0,東京都,国立市,2020-08-01T00:00:00,富士見台４丁目,2070,1875,2198,4073,140,109,2914,910
132152,0,東京都,国立市,2020-08-01T00:00:00,北１丁目,964,855,979,1834,80,67,1402,285
132152,0,東京都,国立市,2020-08-01T00:00:00,北２丁目,1245,1146,1142,2288,102,106,1646,434
132152,0,東京都,国立市,2020-08-01T00:00:00,北３丁目,1900,1831,2213,4044,235,257,2620,932
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保００００,299,371,353,724,55,42,517,110
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保１０００,170,235,211,446,46,21,323,56
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保４０００,701,768,719,1487,91,59,1125,212
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保５０００,1112,1163,1183,2346,109,100,1687,450
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保６０００,1323,1300,1339,2639,169,119,1952,399
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保７０００,725,851,827,1678,110,98,1230,240
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保６丁目,257,224,245,469,13,24,320,112
132152,0,東京都,国立市,2020-08-01T00:00:00,谷保７丁目,330,388,338,726,35,64,500,127
132152,0,東京都,国立市,2020-08-01T00:00:00,青柳,10,10,14,24,0,2,19,3
132152,0,東京都,国立市,2020-08-01T00:00:00,青柳１丁目,910,971,976,1947,94,118,1449,286
132152,0,東京都,国立市,2020-08-01T00:00:00,青柳２丁目,789,790,640,1430,53,58,1089,230
132152,0,東京都,国立市,2020-08-01T00:00:00,青柳３丁目,773,643,723,1366,68,64,976,258
132152,0,東京都,国立市,2020-08-01T00:00:00,石田,41,49,49,98,3,8,74,13
132152,0,東京都,国立市,2020-08-01T00:00:00,泉１丁目,105,91,86,177,6,7,144,20
132152,0,東京都,国立市,2020-08-01T00:00:00,泉２丁目,513,548,557,1105,29,45,740,291
132152,0,東京都,国立市,2020-08-01T00:00:00,泉３丁目,527,567,561,1128,51,71,786,220
132152,0,東京都,国立市,2020-08-01T00:00:00,泉４丁目,81,103,81,184,5,18,136,25
132152,0,東京都,国立市,2020-08-01T00:00:00,泉５丁目,89,103,94,197,10,13,142,32
132152,0,東京都,国立市,2020-08-01T00:00:00,矢川３丁目,457,469,415,884,41,59,674,110
