市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2020-11-01T00:00:00,東１丁目,1774,1476,1796,3272,186,119,2465,502
132152,0,東京都,国立市,2020-11-01T00:00:00,東２丁目,1557,1417,1501,2918,140,100,2132,546
132152,0,東京都,国立市,2020-11-01T00:00:00,東３丁目,1578,1480,1573,3053,152,159,2126,616
132152,0,東京都,国立市,2020-11-01T00:00:00,東４丁目,1496,1590,1647,3237,145,197,2363,532
132152,0,東京都,国立市,2020-11-01T00:00:00,中１丁目,2195,1875,2162,4037,178,142,3021,696
132152,0,東京都,国立市,2020-11-01T00:00:00,中２丁目,1351,1263,1383,2646,116,122,1941,467
132152,0,東京都,国立市,2020-11-01T00:00:00,中３丁目,1022,1082,1192,2274,134,103,1609,428
132152,0,東京都,国立市,2020-11-01T00:00:00,西１丁目,1931,1852,1863,3715,189,190,2763,573
132152,0,東京都,国立市,2020-11-01T00:00:00,西２丁目,2694,2521,2493,5014,293,218,3763,740
132152,0,東京都,国立市,2020-11-01T00:00:00,西３丁目,666,656,716,1372,75,57,965,275
132152,0,東京都,国立市,2020-11-01T00:00:00,富士見台１丁目,2712,2468,2634,5102,201,222,3434,1245
132152,0,東京都,国立市,2020-11-01T00:00:00,富士見台２丁目,2299,2284,2338,4622,378,210,3412,622
132152,0,東京都,国立市,2020-11-01T00:00:00,富士見台３丁目,1981,1926,1977,3903,232,152,2739,780
132152,0,東京都,国立市,2020-11-01T00:00:00,富士見台４丁目,2076,1871,2201,4072,139,112,2895,926
132152,0,東京都,国立市,2020-11-01T00:00:00,北１丁目,964,850,978,1828,79,67,1396,286
132152,0,東京都,国立市,2020-11-01T00:00:00,北２丁目,1248,1148,1152,2300,104,107,1657,432
132152,0,東京都,国立市,2020-11-01T00:00:00,北３丁目,1880,1816,2200,4016,223,257,2600,936
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保００００,298,368,349,717,53,41,510,113
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保１０００,169,234,214,448,48,22,320,58
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保４０００,724,782,733,1515,87,62,1146,220
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保５０００,1112,1161,1182,2343,111,98,1684,450
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保６０００,1308,1284,1327,2611,163,117,1929,402
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保７０００,728,861,825,1686,109,101,1236,240
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保６丁目,259,227,244,471,14,23,319,115
132152,0,東京都,国立市,2020-11-01T00:00:00,谷保７丁目,329,389,336,725,35,64,497,129
132152,0,東京都,国立市,2020-11-01T00:00:00,青柳,10,9,14,23,0,2,17,4
132152,0,東京都,国立市,2020-11-01T00:00:00,青柳１丁目,912,973,977,1950,91,120,1449,290
132152,0,東京都,国立市,2020-11-01T00:00:00,青柳２丁目,785,780,640,1420,51,52,1085,232
132152,0,東京都,国立市,2020-11-01T00:00:00,青柳３丁目,783,642,731,1373,67,63,983,260
132152,0,東京都,国立市,2020-11-01T00:00:00,石田,41,49,49,98,3,8,74,13
132152,0,東京都,国立市,2020-11-01T00:00:00,泉１丁目,100,88,83,171,6,6,139,20
132152,0,東京都,国立市,2020-11-01T00:00:00,泉２丁目,521,553,564,1117,31,44,745,297
132152,0,東京都,国立市,2020-11-01T00:00:00,泉３丁目,529,563,564,1127,50,73,783,221
132152,0,東京都,国立市,2020-11-01T00:00:00,泉４丁目,83,106,82,188,6,18,140,24
132152,0,東京都,国立市,2020-11-01T00:00:00,泉５丁目,92,106,96,202,11,13,146,32
132152,0,東京都,国立市,2020-11-01T00:00:00,矢川３丁目,458,471,415,886,40,59,675,112
