市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-05-01T00:00:00,東１丁目,1785,1458,1783,3241,172,114,2450,505
132152,0,東京都,国立市,2021-05-01T00:00:00,東２丁目,1559,1403,1506,2909,153,99,2112,545
132152,0,東京都,国立市,2021-05-01T00:00:00,東３丁目,1610,1510,1577,3087,141,162,2153,631
132152,0,東京都,国立市,2021-05-01T00:00:00,東４丁目,1501,1597,1655,3252,153,188,2366,545
132152,0,東京都,国立市,2021-05-01T00:00:00,中１丁目,2243,1901,2168,4069,165,138,3056,710
132152,0,東京都,国立市,2021-05-01T00:00:00,中２丁目,1355,1251,1378,2629,110,126,1929,464
132152,0,東京都,国立市,2021-05-01T00:00:00,中３丁目,1039,1097,1203,2300,138,104,1621,437
132152,0,東京都,国立市,2021-05-01T00:00:00,西１丁目,1934,1839,1865,3704,181,194,2747,582
132152,0,東京都,国立市,2021-05-01T00:00:00,西２丁目,2749,2560,2534,5094,296,220,3823,755
132152,0,東京都,国立市,2021-05-01T00:00:00,西３丁目,696,699,752,1451,93,67,1009,282
132152,0,東京都,国立市,2021-05-01T00:00:00,富士見台１丁目,2749,2467,2653,5120,198,205,3454,1263
132152,0,東京都,国立市,2021-05-01T00:00:00,富士見台２丁目,2315,2280,2361,4641,380,206,3423,632
132152,0,東京都,国立市,2021-05-01T00:00:00,富士見台３丁目,1977,1884,1970,3854,218,162,2686,788
132152,0,東京都,国立市,2021-05-01T00:00:00,富士見台４丁目,2089,1843,2206,4049,131,113,2870,935
132152,0,東京都,国立市,2021-05-01T00:00:00,北１丁目,973,852,986,1838,75,71,1403,289
132152,0,東京都,国立市,2021-05-01T00:00:00,北２丁目,1252,1132,1156,2288,101,103,1650,434
132152,0,東京都,国立市,2021-05-01T00:00:00,北３丁目,1870,1795,2184,3979,217,264,2559,939
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保００００,298,367,351,718,55,41,506,116
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保１０００,175,240,223,463,51,23,329,60
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保４０００,732,774,741,1515,85,57,1148,225
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保５０００,1118,1159,1182,2341,110,99,1677,455
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保６０００,1314,1277,1314,2591,159,112,1914,406
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保７０００,723,857,824,1681,107,103,1223,248
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保６丁目,261,228,244,472,11,25,317,119
132152,0,東京都,国立市,2021-05-01T00:00:00,谷保７丁目,329,385,327,712,33,57,493,129
132152,0,東京都,国立市,2021-05-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-05-01T00:00:00,青柳１丁目,923,980,986,1966,92,122,1470,282
132152,0,東京都,国立市,2021-05-01T00:00:00,青柳２丁目,780,782,627,1409,47,52,1077,233
132152,0,東京都,国立市,2021-05-01T00:00:00,青柳３丁目,798,648,740,1388,62,69,999,258
132152,0,東京都,国立市,2021-05-01T00:00:00,石田,41,49,50,99,3,8,75,13
132152,0,東京都,国立市,2021-05-01T00:00:00,泉１丁目,96,85,78,163,4,6,133,20
132152,0,東京都,国立市,2021-05-01T00:00:00,泉２丁目,513,536,561,1097,27,45,724,301
132152,0,東京都,国立市,2021-05-01T00:00:00,泉３丁目,532,564,565,1129,51,71,785,222
132152,0,東京都,国立市,2021-05-01T00:00:00,泉４丁目,82,105,85,190,8,20,141,21
132152,0,東京都,国立市,2021-05-01T00:00:00,泉５丁目,93,107,99,206,14,15,145,32
132152,0,東京都,国立市,2021-05-01T00:00:00,矢川３丁目,474,490,416,906,36,59,694,117
