市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2020-09-01T00:00:00,東１丁目,1780,1484,1806,3290,187,123,2479,501
132152,0,東京都,国立市,2020-09-01T00:00:00,東２丁目,1566,1421,1504,2925,138,98,2151,538
132152,0,東京都,国立市,2020-09-01T00:00:00,東３丁目,1581,1478,1571,3049,150,158,2129,612
132152,0,東京都,国立市,2020-09-01T00:00:00,東４丁目,1489,1588,1644,3232,147,196,2361,528
132152,0,東京都,国立市,2020-09-01T00:00:00,中１丁目,2187,1862,2164,4026,179,142,3017,688
132152,0,東京都,国立市,2020-09-01T00:00:00,中２丁目,1350,1260,1390,2650,122,118,1940,470
132152,0,東京都,国立市,2020-09-01T00:00:00,中３丁目,1021,1083,1192,2275,135,102,1616,422
132152,0,東京都,国立市,2020-09-01T00:00:00,西１丁目,1922,1846,1858,3704,193,190,2751,570
132152,0,東京都,国立市,2020-09-01T00:00:00,西２丁目,2697,2516,2494,5010,289,218,3761,742
132152,0,東京都,国立市,2020-09-01T00:00:00,西３丁目,661,647,714,1361,73,56,959,273
132152,0,東京都,国立市,2020-09-01T00:00:00,富士見台１丁目,2722,2476,2659,5135,220,216,3447,1252
132152,0,東京都,国立市,2020-09-01T00:00:00,富士見台２丁目,2298,2285,2348,4633,378,211,3429,615
132152,0,東京都,国立市,2020-09-01T00:00:00,富士見台３丁目,1989,1949,1978,3927,237,151,2762,777
132152,0,東京都,国立市,2020-09-01T00:00:00,富士見台４丁目,2068,1868,2193,4061,139,108,2902,912
132152,0,東京都,国立市,2020-09-01T00:00:00,北１丁目,965,856,977,1833,81,66,1401,285
132152,0,東京都,国立市,2020-09-01T00:00:00,北２丁目,1245,1144,1145,2289,102,104,1650,433
132152,0,東京都,国立市,2020-09-01T00:00:00,北３丁目,1889,1825,2211,4036,237,252,2614,933
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保００００,298,370,352,722,54,43,514,111
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保１０００,170,234,213,447,46,22,322,57
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保４０００,708,768,721,1489,86,60,1126,217
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保５０００,1111,1160,1182,2342,107,100,1688,447
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保６０００,1323,1301,1334,2635,167,117,1951,400
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保７０００,725,855,826,1681,110,99,1233,239
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保６丁目,258,224,246,470,13,23,321,113
132152,0,東京都,国立市,2020-09-01T00:00:00,谷保７丁目,333,392,338,730,36,64,502,128
132152,0,東京都,国立市,2020-09-01T00:00:00,青柳,10,9,14,23,0,2,18,3
132152,0,東京都,国立市,2020-09-01T00:00:00,青柳１丁目,911,977,973,1950,96,120,1450,284
132152,0,東京都,国立市,2020-09-01T00:00:00,青柳２丁目,785,786,640,1426,53,55,1087,231
132152,0,東京都,国立市,2020-09-01T00:00:00,青柳３丁目,775,642,724,1366,68,64,976,258
132152,0,東京都,国立市,2020-09-01T00:00:00,石田,41,49,49,98,3,8,74,13
132152,0,東京都,国立市,2020-09-01T00:00:00,泉１丁目,103,90,85,175,6,7,142,20
132152,0,東京都,国立市,2020-09-01T00:00:00,泉２丁目,514,548,557,1105,29,46,739,291
132152,0,東京都,国立市,2020-09-01T00:00:00,泉３丁目,528,567,561,1128,49,73,784,222
132152,0,東京都,国立市,2020-09-01T00:00:00,泉４丁目,82,104,82,186,5,18,138,25
132152,0,東京都,国立市,2020-09-01T00:00:00,泉５丁目,90,105,95,200,11,13,144,32
132152,0,東京都,国立市,2020-09-01T00:00:00,矢川３丁目,454,468,412,880,40,59,670,111
