市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2020-06-01T00:00:00,東１丁目,1779,1484,1806,3290,182,126,2491,491
132152,0,東京都,国立市,2020-06-01T00:00:00,東２丁目,1521,1397,1479,2876,136,99,2105,536
132152,0,東京都,国立市,2020-06-01T00:00:00,東３丁目,1588,1477,1579,3056,143,162,2140,611
132152,0,東京都,国立市,2020-06-01T00:00:00,東４丁目,1477,1594,1644,3238,155,202,2357,524
132152,0,東京都,国立市,2020-06-01T00:00:00,中１丁目,2180,1872,2149,4021,177,149,3007,688
132152,0,東京都,国立市,2020-06-01T00:00:00,中２丁目,1370,1294,1404,2698,123,121,1986,468
132152,0,東京都,国立市,2020-06-01T00:00:00,中３丁目,1008,1076,1186,2262,137,95,1611,419
132152,0,東京都,国立市,2020-06-01T00:00:00,西１丁目,1928,1862,1861,3723,200,192,2759,572
132152,0,東京都,国立市,2020-06-01T00:00:00,西２丁目,2687,2524,2482,5006,296,210,3774,726
132152,0,東京都,国立市,2020-06-01T00:00:00,西３丁目,661,647,714,1361,75,58,955,273
132152,0,東京都,国立市,2020-06-01T00:00:00,富士見台１丁目,2731,2493,2662,5155,224,212,3470,1249
132152,0,東京都,国立市,2020-06-01T00:00:00,富士見台２丁目,2272,2261,2327,4588,361,210,3406,611
132152,0,東京都,国立市,2020-06-01T00:00:00,富士見台３丁目,1980,1935,1970,3905,229,151,2759,766
132152,0,東京都,国立市,2020-06-01T00:00:00,富士見台４丁目,2063,1872,2198,4070,136,109,2917,908
132152,0,東京都,国立市,2020-06-01T00:00:00,北１丁目,964,859,984,1843,77,68,1413,285
132152,0,東京都,国立市,2020-06-01T00:00:00,北２丁目,1249,1150,1146,2296,105,101,1658,432
132152,0,東京都,国立市,2020-06-01T00:00:00,北３丁目,1905,1841,2226,4067,236,262,2633,936
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保００００,295,370,352,722,55,44,514,109
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保１０００,170,234,212,446,46,21,324,55
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保４０００,702,775,719,1494,93,58,1134,209
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保５０００,1119,1162,1195,2357,109,101,1702,445
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保６０００,1326,1305,1346,2651,172,119,1962,398
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保７０００,719,846,828,1674,112,103,1219,240
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保６丁目,258,226,246,472,13,26,320,113
132152,0,東京都,国立市,2020-06-01T00:00:00,谷保７丁目,332,391,337,728,35,64,503,126
132152,0,東京都,国立市,2020-06-01T00:00:00,青柳,10,10,14,24,0,2,19,3
132152,0,東京都,国立市,2020-06-01T00:00:00,青柳１丁目,907,966,978,1944,98,117,1447,282
132152,0,東京都,国立市,2020-06-01T00:00:00,青柳２丁目,782,788,635,1423,53,58,1083,229
132152,0,東京都,国立市,2020-06-01T00:00:00,青柳３丁目,757,643,711,1354,68,66,958,262
132152,0,東京都,国立市,2020-06-01T00:00:00,石田,40,48,48,96,3,8,72,13
132152,0,東京都,国立市,2020-06-01T00:00:00,泉１丁目,104,90,86,176,6,7,144,19
132152,0,東京都,国立市,2020-06-01T00:00:00,泉２丁目,515,552,561,1113,29,46,747,291
132152,0,東京都,国立市,2020-06-01T00:00:00,泉３丁目,534,572,564,1136,52,71,790,223
132152,0,東京都,国立市,2020-06-01T00:00:00,泉４丁目,82,103,81,184,5,18,136,25
132152,0,東京都,国立市,2020-06-01T00:00:00,泉５丁目,89,103,93,196,9,13,142,32
132152,0,東京都,国立市,2020-06-01T00:00:00,矢川３丁目,456,464,417,881,40,59,677,105
