市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-04-01T00:00:00,東１丁目,1787,1468,1775,3243,168,116,2456,503
132152,0,東京都,国立市,2021-04-01T00:00:00,東２丁目,1556,1410,1505,2915,154,99,2115,547
132152,0,東京都,国立市,2021-04-01T00:00:00,東３丁目,1579,1490,1559,3049,142,161,2115,631
132152,0,東京都,国立市,2021-04-01T00:00:00,東４丁目,1495,1592,1652,3244,151,188,2361,544
132152,0,東京都,国立市,2021-04-01T00:00:00,中１丁目,2241,1888,2166,4054,164,135,3052,703
132152,0,東京都,国立市,2021-04-01T00:00:00,中２丁目,1356,1259,1383,2642,113,126,1941,462
132152,0,東京都,国立市,2021-04-01T00:00:00,中３丁目,1042,1106,1209,2315,142,105,1634,434
132152,0,東京都,国立市,2021-04-01T00:00:00,西１丁目,1932,1835,1863,3698,178,198,2738,584
132152,0,東京都,国立市,2021-04-01T00:00:00,西２丁目,2730,2539,2505,5044,284,218,3784,758
132152,0,東京都,国立市,2021-04-01T00:00:00,西３丁目,681,688,734,1422,88,65,993,276
132152,0,東京都,国立市,2021-04-01T00:00:00,富士見台１丁目,2733,2460,2653,5113,206,205,3442,1260
132152,0,東京都,国立市,2021-04-01T00:00:00,富士見台２丁目,2323,2294,2368,4662,379,210,3437,636
132152,0,東京都,国立市,2021-04-01T00:00:00,富士見台３丁目,1976,1897,1970,3867,223,162,2691,791
132152,0,東京都,国立市,2021-04-01T00:00:00,富士見台４丁目,2074,1853,2200,4053,135,115,2870,933
132152,0,東京都,国立市,2021-04-01T00:00:00,北１丁目,970,853,983,1836,77,72,1399,288
132152,0,東京都,国立市,2021-04-01T00:00:00,北２丁目,1247,1135,1148,2283,101,103,1646,433
132152,0,東京都,国立市,2021-04-01T00:00:00,北３丁目,1879,1804,2191,3995,220,266,2572,937
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保００００,298,366,349,715,54,40,505,116
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保１０００,174,238,222,460,50,23,328,59
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保４０００,725,770,735,1505,85,58,1138,224
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保５０００,1121,1163,1183,2346,111,96,1678,461
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保６０００,1312,1276,1311,2587,155,113,1915,404
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保７０００,723,855,828,1683,106,102,1229,246
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保６丁目,261,228,244,472,12,24,318,118
132152,0,東京都,国立市,2021-04-01T00:00:00,谷保７丁目,326,382,329,711,33,59,489,130
132152,0,東京都,国立市,2021-04-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-04-01T00:00:00,青柳１丁目,912,973,973,1946,90,122,1450,284
132152,0,東京都,国立市,2021-04-01T00:00:00,青柳２丁目,784,783,628,1411,48,50,1081,232
132152,0,東京都,国立市,2021-04-01T00:00:00,青柳３丁目,752,647,696,1343,62,69,952,260
132152,0,東京都,国立市,2021-04-01T00:00:00,石田,41,49,50,99,3,8,75,13
132152,0,東京都,国立市,2021-04-01T00:00:00,泉１丁目,96,85,78,163,4,6,133,20
132152,0,東京都,国立市,2021-04-01T00:00:00,泉２丁目,511,534,560,1094,28,44,722,300
132152,0,東京都,国立市,2021-04-01T00:00:00,泉３丁目,529,560,565,1125,50,72,782,221
132152,0,東京都,国立市,2021-04-01T00:00:00,泉４丁目,82,104,85,189,7,20,141,21
132152,0,東京都,国立市,2021-04-01T00:00:00,泉５丁目,93,107,98,205,13,15,145,32
132152,0,東京都,国立市,2021-04-01T00:00:00,矢川３丁目,470,486,416,902,37,59,690,116
