市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2023-03-01T00:00:00,東１丁目,1802,1457,1794,3251,150,121,2459,521
132152,0,東京都,国立市,2023-03-01T00:00:00,東２丁目,1496,1352,1444,2796,144,121,1976,555
132152,0,東京都,国立市,2023-03-01T00:00:00,東３丁目,1594,1495,1557,3052,130,167,2117,638
132152,0,東京都,国立市,2023-03-01T00:00:00,東４丁目,1523,1614,1642,3256,147,194,2319,596
132152,0,東京都,国立市,2023-03-01T00:00:00,中１丁目,2301,1921,2208,4129,177,142,3078,732
132152,0,東京都,国立市,2023-03-01T00:00:00,中２丁目,1371,1251,1364,2615,102,136,1897,480
132152,0,東京都,国立市,2023-03-01T00:00:00,中３丁目,1070,1118,1223,2341,129,130,1649,433
132152,0,東京都,国立市,2023-03-01T00:00:00,西１丁目,1972,1826,1904,3730,179,177,2784,590
132152,0,東京都,国立市,2023-03-01T00:00:00,西２丁目,2758,2605,2534,5139,286,249,3805,799
132152,0,東京都,国立市,2023-03-01T00:00:00,西３丁目,684,691,751,1442,86,80,1005,271
132152,0,東京都,国立市,2023-03-01T00:00:00,富士見台１丁目,2629,2310,2512,4822,145,207,3272,1198
132152,0,東京都,国立市,2023-03-01T00:00:00,富士見台２丁目,2402,2337,2478,4815,367,257,3526,665
132152,0,東京都,国立市,2023-03-01T00:00:00,富士見台３丁目,1973,1859,1945,3804,193,171,2648,792
132152,0,東京都,国立市,2023-03-01T00:00:00,富士見台４丁目,2093,1825,2182,4007,134,130,2787,956
132152,0,東京都,国立市,2023-03-01T00:00:00,北１丁目,952,823,938,1761,57,70,1324,310
132152,0,東京都,国立市,2023-03-01T00:00:00,北２丁目,1263,1138,1152,2290,106,104,1640,440
132152,0,東京都,国立市,2023-03-01T00:00:00,北３丁目,1824,1706,2087,3793,169,252,2419,953
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保００００,308,364,365,729,46,46,520,117
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保１０００,172,230,227,457,55,26,321,55
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保４０００,284,288,288,576,30,15,431,100
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保５０００,980,975,1030,2005,88,81,1450,386
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保６０００,1341,1280,1328,2608,156,125,1925,402
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保７０００,728,862,831,1693,104,107,1230,252
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保８０００,4,4,4,8,0,0,8,0
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保４丁目,591,636,606,1242,75,64,899,204
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保６丁目,257,220,237,457,8,18,310,121
132152,0,東京都,国立市,2023-03-01T00:00:00,谷保７丁目,355,401,347,748,35,45,550,118
132152,0,東京都,国立市,2023-03-01T00:00:00,青柳,9,10,13,23,0,1,18,4
132152,0,東京都,国立市,2023-03-01T00:00:00,青柳１丁目,942,992,1003,1995,100,120,1484,291
132152,0,東京都,国立市,2023-03-01T00:00:00,青柳２丁目,837,788,657,1445,47,48,1111,239
132152,0,東京都,国立市,2023-03-01T00:00:00,青柳３丁目,786,657,711,1368,62,62,968,276
132152,0,東京都,国立市,2023-03-01T00:00:00,石田,41,45,50,95,3,5,74,13
132152,0,東京都,国立市,2023-03-01T00:00:00,泉１丁目,88,86,68,154,3,5,127,19
132152,0,東京都,国立市,2023-03-01T00:00:00,泉２丁目,516,518,552,1070,18,43,718,291
132152,0,東京都,国立市,2023-03-01T00:00:00,泉３丁目,514,536,540,1076,37,60,764,215
132152,0,東京都,国立市,2023-03-01T00:00:00,泉４丁目,83,110,89,199,12,10,155,22
132152,0,東京都,国立市,2023-03-01T00:00:00,泉５丁目,99,119,106,225,17,15,155,38
132152,0,東京都,国立市,2023-03-01T00:00:00,矢川３丁目,455,463,402,865,25,52,667,121
