市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-11-01T00:00:00,東１丁目,1796,1466,1793,3259,173,122,2449,515
132152,0,東京都,国立市,2021-11-01T00:00:00,東２丁目,1544,1373,1470,2843,139,97,2059,548
132152,0,東京都,国立市,2021-11-01T00:00:00,東３丁目,1591,1501,1559,3060,132,169,2118,641
132152,0,東京都,国立市,2021-11-01T00:00:00,東４丁目,1501,1606,1638,3244,149,187,2357,551
132152,0,東京都,国立市,2021-11-01T00:00:00,中１丁目,2252,1917,2174,4091,170,142,3059,720
132152,0,東京都,国立市,2021-11-01T00:00:00,中２丁目,1351,1255,1371,2626,109,128,1918,471
132152,0,東京都,国立市,2021-11-01T00:00:00,中３丁目,1050,1105,1206,2311,138,110,1627,436
132152,0,東京都,国立市,2021-11-01T00:00:00,西１丁目,1949,1850,1864,3714,180,198,2760,576
132152,0,東京都,国立市,2021-11-01T00:00:00,西２丁目,2737,2545,2543,5088,287,232,3811,758
132152,0,東京都,国立市,2021-11-01T00:00:00,西３丁目,699,702,758,1460,94,64,1017,285
132152,0,東京都,国立市,2021-11-01T00:00:00,富士見台１丁目,2726,2423,2618,5041,186,202,3397,1256
132152,0,東京都,国立市,2021-11-01T00:00:00,富士見台２丁目,2333,2297,2364,4661,370,219,3433,639
132152,0,東京都,国立市,2021-11-01T00:00:00,富士見台３丁目,1974,1875,1965,3840,198,168,2683,791
132152,0,東京都,国立市,2021-11-01T00:00:00,富士見台４丁目,2098,1860,2215,4075,143,127,2862,943
132152,0,東京都,国立市,2021-11-01T00:00:00,北１丁目,961,839,966,1805,66,67,1376,296
132152,0,東京都,国立市,2021-11-01T00:00:00,北２丁目,1260,1128,1160,2288,99,102,1655,432
132152,0,東京都,国立市,2021-11-01T00:00:00,北３丁目,1869,1789,2162,3951,210,268,2534,939
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保００００,298,361,352,713,52,42,503,116
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保１０００,181,253,232,485,57,24,345,59
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保４０００,741,778,752,1530,90,57,1162,221
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保５０００,1115,1154,1174,2328,105,99,1667,457
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保６０００,1320,1282,1312,2594,155,117,1917,405
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保７０００,719,851,820,1671,108,103,1204,256
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保６丁目,257,227,242,469,11,24,315,119
132152,0,東京都,国立市,2021-11-01T00:00:00,谷保７丁目,336,383,332,715,35,49,503,128
132152,0,東京都,国立市,2021-11-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-11-01T00:00:00,青柳１丁目,921,977,993,1970,100,123,1464,283
132152,0,東京都,国立市,2021-11-01T00:00:00,青柳２丁目,789,780,621,1401,42,51,1075,233
132152,0,東京都,国立市,2021-11-01T00:00:00,青柳３丁目,812,662,751,1413,58,77,1017,261
132152,0,東京都,国立市,2021-11-01T00:00:00,石田,38,47,47,94,3,7,71,13
132152,0,東京都,国立市,2021-11-01T00:00:00,泉１丁目,96,87,77,164,3,7,134,20
132152,0,東京都,国立市,2021-11-01T00:00:00,泉２丁目,508,526,547,1073,22,38,712,301
132152,0,東京都,国立市,2021-11-01T00:00:00,泉３丁目,528,553,562,1115,50,67,767,231
132152,0,東京都,国立市,2021-11-01T00:00:00,泉４丁目,83,104,86,190,9,14,145,22
132152,0,東京都,国立市,2021-11-01T00:00:00,泉５丁目,94,108,99,207,13,13,147,34
132152,0,東京都,国立市,2021-11-01T00:00:00,矢川３丁目,464,479,408,887,32,55,683,117
