市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-10-01T00:00:00,東１丁目,1768,1447,1771,3218,171,117,2416,514
132152,0,東京都,国立市,2021-10-01T00:00:00,東２丁目,1543,1374,1469,2843,139,96,2066,542
132152,0,東京都,国立市,2021-10-01T00:00:00,東３丁目,1586,1503,1559,3062,137,168,2120,637
132152,0,東京都,国立市,2021-10-01T00:00:00,東４丁目,1504,1606,1651,3257,153,192,2368,544
132152,0,東京都,国立市,2021-10-01T00:00:00,中１丁目,2254,1914,2173,4087,168,140,3066,713
132152,0,東京都,国立市,2021-10-01T00:00:00,中２丁目,1355,1260,1376,2636,110,130,1925,471
132152,0,東京都,国立市,2021-10-01T00:00:00,中３丁目,1050,1107,1210,2317,140,110,1629,438
132152,0,東京都,国立市,2021-10-01T00:00:00,西１丁目,1947,1852,1864,3716,180,197,2762,577
132152,0,東京都,国立市,2021-10-01T00:00:00,西２丁目,2752,2557,2552,5109,296,227,3826,760
132152,0,東京都,国立市,2021-10-01T00:00:00,西３丁目,701,703,759,1462,91,65,1022,284
132152,0,東京都,国立市,2021-10-01T00:00:00,富士見台１丁目,2730,2421,2625,5046,192,200,3399,1255
132152,0,東京都,国立市,2021-10-01T00:00:00,富士見台２丁目,2338,2308,2371,4679,376,215,3451,637
132152,0,東京都,国立市,2021-10-01T00:00:00,富士見台３丁目,1971,1876,1962,3838,201,164,2681,792
132152,0,東京都,国立市,2021-10-01T00:00:00,富士見台４丁目,2098,1863,2214,4077,143,126,2867,941
132152,0,東京都,国立市,2021-10-01T00:00:00,北１丁目,958,837,966,1803,66,67,1375,295
132152,0,東京都,国立市,2021-10-01T00:00:00,北２丁目,1256,1129,1160,2289,98,101,1657,433
132152,0,東京都,国立市,2021-10-01T00:00:00,北３丁目,1870,1793,2166,3959,212,271,2536,940
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保００００,299,360,352,712,53,41,501,117
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保１０００,181,252,232,484,56,25,344,59
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保４０００,738,774,751,1525,89,57,1161,218
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保５０００,1114,1153,1173,2326,104,97,1665,460
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保６０００,1324,1284,1313,2597,151,116,1922,408
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保７０００,719,851,821,1672,109,103,1207,253
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保６丁目,259,226,242,468,11,23,312,122
132152,0,東京都,国立市,2021-10-01T00:00:00,谷保７丁目,334,385,329,714,36,50,501,127
132152,0,東京都,国立市,2021-10-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-10-01T00:00:00,青柳１丁目,924,985,995,1980,102,124,1475,279
132152,0,東京都,国立市,2021-10-01T00:00:00,青柳２丁目,782,778,615,1393,40,52,1068,233
132152,0,東京都,国立市,2021-10-01T00:00:00,青柳３丁目,813,661,753,1414,62,76,1016,260
132152,0,東京都,国立市,2021-10-01T00:00:00,石田,38,47,46,93,3,7,70,13
132152,0,東京都,国立市,2021-10-01T00:00:00,泉１丁目,96,86,77,163,3,7,133,20
132152,0,東京都,国立市,2021-10-01T00:00:00,泉２丁目,509,529,547,1076,22,40,712,302
132152,0,東京都,国立市,2021-10-01T00:00:00,泉３丁目,535,560,565,1125,49,69,777,230
132152,0,東京都,国立市,2021-10-01T00:00:00,泉４丁目,83,104,84,188,8,15,143,22
132152,0,東京都,国立市,2021-10-01T00:00:00,泉５丁目,94,108,99,207,13,13,148,33
132152,0,東京都,国立市,2021-10-01T00:00:00,矢川３丁目,463,478,409,887,33,55,682,117
