市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2022-10-01T00:00:00,東１丁目,1809,1462,1801,3263,164,122,2459,518
132152,0,東京都,国立市,2022-10-01T00:00:00,東２丁目,1519,1370,1450,2820,156,109,2010,545
132152,0,東京都,国立市,2022-10-01T00:00:00,東３丁目,1605,1500,1565,3065,129,170,2118,648
132152,0,東京都,国立市,2022-10-01T00:00:00,東４丁目,1525,1615,1647,3262,145,196,2339,582
132152,0,東京都,国立市,2022-10-01T00:00:00,中１丁目,2266,1902,2163,4065,176,138,3029,722
132152,0,東京都,国立市,2022-10-01T00:00:00,中２丁目,1389,1268,1375,2643,98,134,1936,475
132152,0,東京都,国立市,2022-10-01T00:00:00,中３丁目,1070,1123,1220,2343,134,122,1646,441
132152,0,東京都,国立市,2022-10-01T00:00:00,西１丁目,1988,1843,1904,3747,179,178,2793,597
132152,0,東京都,国立市,2022-10-01T00:00:00,西２丁目,2779,2608,2557,5165,285,251,3847,782
132152,0,東京都,国立市,2022-10-01T00:00:00,西３丁目,683,686,749,1435,92,70,1002,271
132152,0,東京都,国立市,2022-10-01T00:00:00,富士見台１丁目,2688,2354,2577,4931,161,204,3328,1238
132152,0,東京都,国立市,2022-10-01T00:00:00,富士見台２丁目,2427,2338,2478,4816,367,257,3531,661
132152,0,東京都,国立市,2022-10-01T00:00:00,富士見台３丁目,1984,1875,1954,3829,201,168,2675,785
132152,0,東京都,国立市,2022-10-01T00:00:00,富士見台４丁目,2103,1846,2190,4036,135,131,2828,942
132152,0,東京都,国立市,2022-10-01T00:00:00,北１丁目,949,824,935,1759,54,70,1327,308
132152,0,東京都,国立市,2022-10-01T00:00:00,北２丁目,1271,1144,1158,2302,109,110,1645,438
132152,0,東京都,国立市,2022-10-01T00:00:00,北３丁目,1830,1710,2100,3810,170,266,2424,950
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保００００,312,369,364,733,49,43,523,118
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保１０００,173,237,231,468,58,24,331,55
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保４０００,284,290,293,583,32,17,436,98
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保５０００,978,981,1019,2000,92,73,1445,390
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保６０００,1305,1252,1312,2564,151,120,1887,406
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保７０００,733,869,833,1702,109,105,1232,256
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保８０００,4,4,4,8,0,0,8,0
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保４丁目,595,643,605,1248,80,63,900,205
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保６丁目,259,221,241,462,10,17,314,121
132152,0,東京都,国立市,2022-10-01T00:00:00,谷保７丁目,355,403,342,745,35,52,535,123
132152,0,東京都,国立市,2022-10-01T00:00:00,青柳,9,10,13,23,0,2,17,4
132152,0,東京都,国立市,2022-10-01T00:00:00,青柳１丁目,938,994,1013,2007,104,125,1493,285
132152,0,東京都,国立市,2022-10-01T00:00:00,青柳２丁目,810,778,645,1423,48,49,1088,238
132152,0,東京都,国立市,2022-10-01T00:00:00,青柳３丁目,814,666,736,1402,62,70,1001,269
132152,0,東京都,国立市,2022-10-01T00:00:00,石田,40,45,50,95,3,6,73,13
132152,0,東京都,国立市,2022-10-01T00:00:00,泉１丁目,90,87,69,156,4,6,127,19
132152,0,東京都,国立市,2022-10-01T00:00:00,泉２丁目,520,531,558,1089,19,43,727,300
132152,0,東京都,国立市,2022-10-01T00:00:00,泉３丁目,523,538,550,1088,42,60,762,224
132152,0,東京都,国立市,2022-10-01T00:00:00,泉４丁目,85,109,91,200,11,10,157,22
132152,0,東京都,国立市,2022-10-01T00:00:00,泉５丁目,94,109,98,207,11,14,145,37
132152,0,東京都,国立市,2022-10-01T00:00:00,矢川３丁目,468,475,410,885,28,50,684,123
