"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132152","132152GMLT000202","国立市","全域","工具","コウグ","Tool","不燃ごみ","","",""
"132152","132152GMLT000203","国立市","全域","碁盤","ゴバン","Go board","可燃ごみ","","厚さ8㎝以上のものは市では収集できないもの",""
"132152","132152GMLT000204","国立市","全域","ゴーグル","ゴーグル","Goggles","不燃ごみ","","",""
"132152","132152GMLT000205","国立市","全域","コート","コート","Coat","紙類・古布類","","古布類",""
"132152","132152GMLT000206","国立市","全域","コードリール","コードリール","Cord reel","小型家電製品","","",""
"132152","132152GMLT000207","国立市","全域","コード類","コードルイ","Cords","小型家電製品","","50cm以上でも小型家電製品へ",""
"132152","132152GMLT000208","国立市","全域","コップ（紙・木）","コップ","Cups (paper, wood)","可燃ごみ","","",""
"132152","132152GMLT000209","国立市","全域","コップ（ガラス・陶磁器）","コップ","Cups (glass and ceramic)","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000210","国立市","全域","コップ（プラスチック・金属）","コップ","Cups (plastic and metal)","不燃ごみ","","",""
"132152","132152GMLT000211","国立市","全域","コピー機","コピーキ","Copy machine","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000212","国立市","全域","ゴム手袋","ゴムテブクロ","Rubber gloves","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000213","国立市","全域","ゴルフクラブ","ゴルフクラブ","Golf club","粗大ごみ","","","200"
"132152","132152GMLT000214","国立市","全域","ゴルフバッグ","ゴルフバッグ","Golf bag","粗大ごみ","","","500"
"132152","132152GMLT000215","国立市","全域","ゴルフボール","ゴルフボール","Golf ball","不燃ごみ","","",""
"132152","132152GMLT000216","国立市","全域","コンクリート片","コンクリートヘン","Piece of concrete","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000217","国立市","全域","コンパクト","コンパクト","Compact","不燃ごみ","","中身を使い切る",""
"132152","132152GMLT000218","国立市","全域","コンパス","コンパス","Compass","不燃ごみ","","",""
"132152","132152GMLT000219","国立市","全域","財布","サイフ","Purse","可燃ごみ","","",""
"132152","132152GMLT000220","国立市","全域","作業着","サギョウギ","Work clothes","紙類・古布類","","古布類",""
"132152","132152GMLT000221","国立市","全域","サッカーボール","サッカーボール","Soccer ball","可燃ごみ","","空気を抜いて",""
"132152","132152GMLT000222","国立市","全域","殺虫剤（スプレー缶）","サッチュウザイ","Insecticide (spray can)","危険物","","中身を使い切る",""
"132152","132152GMLT000223","国立市","全域","座布団","ザブトン","Japanese cushion","可燃ごみ","","50cm以上でも可燃ごみへ（長座布団は粗大ごみ）","200"
"132152","132152GMLT000224","国立市","全域","サマーベッド","サマーベッド","Banana lounge","粗大ごみ","","","200"
"132152","132152GMLT000225","国立市","全域","皿（紙・木）","サラ","Plate (paper, wood)","可燃ごみ","","",""
"132152","132152GMLT000226","国立市","全域","皿（ガラス・陶磁器）","サラ","Plate (glass and ceramics)","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000227","国立市","全域","皿（プラスチック・金属）","サラ","Plate (plastic and metal)","不燃ごみ","","",""
"132152","132152GMLT000228","国立市","全域","サンダル","サンダル","Sandal","可燃ごみ","","",""
"132152","132152GMLT000229","国立市","全域","サンドバッグ","サンドバッグ","Sandbag","粗大ごみ","","中身が砂のものは市では収集できないもの。粗大料金は重さによる。",""
"132152","132152GMLT000230","国立市","全域","三輪車","サンリンシャ","Tricycle","粗大ごみ","","","500"
"132152","132152GMLT000231","国立市","全域","シーツ","シーツ","Sheet","紙類・古布類","","古布類",""
"132152","132152GMLT000232","国立市","全域","CD","シーディー","CD","不燃ごみ","","ケースも不燃ごみへ",""
"132152","132152GMLT000233","国立市","全域","CDプレーヤー","シーディープレーヤー","CD player","小型家電製品","","",""
"132152","132152GMLT000234","国立市","全域","ジーンズ","ジーンズ","Jeans","紙類・古布類","","古布類",""
"132152","132152GMLT000235","国立市","全域","ジェルマット","ジェルマット","Jelmat","可燃ごみ","","50cm以上のものは粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000236","国立市","全域","歯間ブラシ","シカンブラシ","Interdental brush","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000237","国立市","全域","磁石","ジシャク","Magnet","不燃ごみ","","",""
"132152","132152GMLT000238","国立市","全域","下着","シタギ","Underwear","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000239","国立市","全域","七輪","シリチン","Japanese small charcoal grill","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000240","国立市","全域","湿布","シップ","Poultice","可燃ごみ","","",""
"132152","132152GMLT000241","国立市","全域","湿布のフィルム","シップノフィルム","Poultice film","可燃ごみ","","",""
"132152","132152GMLT000242","国立市","全域","自動車","ジドウシャ","Automobile","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000243","国立市","全域","自動車の部品","ジドウシャノブヒン","Automobile parts","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000244","国立市","全域","写真","シャシン","Photo","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000245","国立市","全域","ジャムのびん","ジャムノビン","Jam Bottle","びん","","",""
"132152","132152GMLT000246","国立市","全域","ジャンパー","ジャンパー","Jacket","紙類・古布類","","古布類",""
"132152","132152GMLT000247","国立市","全域","シャンプーの容器 （プラスチックボトル）","シャンプーノヨウキ","Shampoo container (plastic bottle)","容器包装プラスチック","","",""
"132152","132152GMLT000248","国立市","全域","じゅうたん","ジュウタン","Rug","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000249","国立市","全域","充電器","ジュウデンキ","(battery) charger","小型家電製品","","",""
"132152","132152GMLT000250","国立市","全域","シュレッダーごみ","シュレッダーゴミ","Shredder waste","紙類・古布類","","雑がみ。透明・半透明の袋に入れて出す。",""
"132152","132152GMLT000251","国立市","全域","消火器","ショウカキ","Fire extinguisher","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000252","国立市","全域","将棋盤","ショウギバン","Shogi board","可燃ごみ","","厚さが8cm以上のものは市では収集できないもの",""
"132152","132152GMLT000253","国立市","全域","錠剤","ジョウザイ","Tablet","可燃ごみ","","",""
"132152","132152GMLT000254","国立市","全域","消臭剤の容器","ショウシュウザイノヨウキ","Deodorant containers","容器包装プラスチック","","汚れているものは可燃ごみへ",""
"132152","132152GMLT000255","国立市","全域","浄水器","ジョウスイキ","Water filter","不燃ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000256","国立市","全域","食品トレイ","ショクヒントレイ","Food Tray","容器包装プラスチック","","",""
"132152","132152GMLT000257","国立市","全域","食用油","ショクヨウアブラ","Cooking oil","可燃ごみ","","固めるか紙などにしみ込ませる",""
"132152","132152GMLT000258","国立市","全域","除湿器","ジョシツキ","Dehumidifier","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000259","国立市","全域","除湿剤の容器","ジョシツザイノヨウキ","Dehumidifier container","容器包装プラスチック","","汚れているものは可燃ごみへ",""
"132152","132152GMLT000260","国立市","全域","食器（木）","ショッキ","Tableware (wood)","可燃ごみ","","",""
"132152","132152GMLT000261","国立市","全域","食器（ガラス・陶磁器）","ショッキ","Tableware (glass and ceramic)","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000262","国立市","全域","食器（プラスチック・金属）","ショッキ","Tableware (plastic and metal)","不燃ごみ","","",""
"132152","132152GMLT000263","国立市","全域","人工芝マット","ジンコウシバマット","Artificial turf mat","不燃ごみ","","50cm以上のものは粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000264","国立市","全域","シンナー","シンナー","(paint) thinner","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000265","国立市","全域","甚平（じんべい）","ジンベイ","Jinbei","紙類・古布類","","古布類",""
"132152","132152GMLT000266","国立市","全域","水筒","スイトウ","Water bottle","不燃ごみ","","",""
"132152","132152GMLT000267","国立市","全域","炊飯器","スイハンキ","Rice cooker","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000268","国立市","全域","スウェット","スウェット","Sweatshirt","紙類・古布類","","古布類",""
"132152","132152GMLT000269","国立市","全域","スーツ","スーツ","Suit","紙類・古布類","","古布類",""
"132152","132152GMLT000270","国立市","全域","スーツケース","スーツケース","Suitcase","粗大ごみ","","","500"
"132152","132152GMLT000271","国立市","全域","スカーフ","スカーフ","Scarf","紙類・古布類","","古布類",""
"132152","132152GMLT000272","国立市","全域","スキー板（ストック含む）","スキーイタ","Ski boards (including poles)","粗大ごみ","","","500"
"132152","132152GMLT000273","国立市","全域","スキーウエア","スキーウエア","Ski-wear","紙類・古布類","","古布類",""
"132152","132152GMLT000274","国立市","全域","スキーブーツ","スキーブーツ","Ski boots","不燃ごみ","","",""
"132152","132152GMLT000275","国立市","全域","スケート靴","スケートグツ","Skates","不燃ごみ","","",""
"132152","132152GMLT000276","国立市","全域","すずり","スズリ","Inkstone","不燃ごみ","","",""
"132152","132152GMLT000277","国立市","全域","ステレオ（本体）","ステレオ","Stereo (main unit)","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000278","国立市","全域","ストーブ（石油）","ストーブ","Stove (oil)","粗大ごみ","","50cm未満でも粗大ごみ。粗大料金はサイズによる。",""
"132152","132152GMLT000279","国立市","全域","ストーブ（電気・ガス）","ストーブ","Stove (electric/gas)","小型家電製品","","50cm以上の場合は粗大ごみへ。粗大料金は方式による。",""
"132152","132152GMLT000280","国立市","全域","ストッキング","ストッキング","Stockings","可燃ごみ","","",""
"132152","132152GMLT000281","国立市","全域","砂","スナ","Sand","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000282","国立市","全域","スピーカー","スピーカー","Speaker","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000283","国立市","全域","スプーン","スプーン","Spoon","不燃ごみ","","",""
"132152","132152GMLT000284","国立市","全域","スプレー缶","スプレーカン","Spray can","危険物","","中身を使い切る",""
"132152","132152GMLT000285","国立市","全域","ズボン","ズボン","Pants","紙類・古布類","","古布類",""
"132152","132152GMLT000286","国立市","全域","スポンジ","スポンジ","Sponge","可燃ごみ","","",""
"132152","132152GMLT000287","国立市","全域","ズボンプレッサー","ズボンプレッサー","Trouser press","粗大ごみ","","","500"
"132152","132152GMLT000288","国立市","全域","炭","スミ","Charcoal","可燃ごみ","","多量の場合は専門業者へ",""
"132152","132152GMLT000289","国立市","全域","スラックス","スラックス","Slacks","紙類・古布類","","古布類",""
"132152","132152GMLT000290","国立市","全域","スリッパ","スリッパ","Slippers","可燃ごみ","","",""
"132152","132152GMLT000291","国立市","全域","生理用品","セイリヨウヒン","Sanitary items","可燃ごみ","","",""
"132152","132152GMLT000292","国立市","全域","セーター","セーター","Sweater","紙類・古布類","","古布類",""
"132152","132152GMLT000293","国立市","全域","石けん","セッケン","Soap","可燃ごみ","","",""
"132152","132152GMLT000294","国立市","全域","石けんの個包装紙","セッケンノコホウソウシ","Individual soap wrappers","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000295","国立市","全域","石膏ボード","セッコウボード","Plasterboard","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000296","国立市","全域","せともの","セトモノ","Chinaware","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000297","国立市","全域","セロハンテープ","セロハンテープ","Scotch tape","可燃ごみ","","",""
"132152","132152GMLT000298","国立市","全域","洗顔フォームのチューブ","センガンフォームノチューブ","Tube of facial cleansing foam","可燃ごみ","","汚れているとリサイクルできないため",""
"132152","132152GMLT000299","国立市","全域","洗剤の紙箱","センザイノカミバコ","Paper box of detergent","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000300","国立市","全域","洗剤の容器 （プラスチックボトル）","センザイノヨウキ","Detergent container (plastic bottle)","容器包装プラスチック","","",""
"132152","132152GMLT000301","国立市","全域","洗濯機","センタクキ","Washing machine (laundry)","市では収集できないもの","","家電リサイクル法対象。メーカーでのリサイクルになります。",""
"132152","132152GMLT000302","国立市","全域","洗濯ばさみ","センタクバサミ","Clothes peg","不燃ごみ","","",""
"132152","132152GMLT000303","国立市","全域","扇風機","センプウキ","Electric fan","粗大ごみ","","50cm未満のものは小型家電製品へ","500"
"132152","132152GMLT000304","国立市","全域","洗面台（陶器製）","センメンダイ","Washstand (ceramic)","粗大ごみ","","","1500"
"132152","132152GMLT000305","国立市","全域","雑巾（ぞうきん）","ゾウキン","Dust cloth","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000306","国立市","全域","掃除機","ソウジキ","Cleaner (usu. vacuum cleaner)","粗大ごみ","","50cm未満のものは小型家電製品へ","500"
"132152","132152GMLT000307","国立市","全域","ソーラーパネル （太陽光パネル）","ソーラーパネル","Solar panels (Photovoltaic panels)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000308","国立市","全域","即席めんの袋","ソクセキメンノフクロ","Instant Noodle Bags","容器包装プラスチック","","",""
"132152","132152GMLT000309","国立市","全域","ソファー","ソファー","Sofa","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000310","国立市","全域","そろばん（木）","ソロバン","Abacus (wood)","可燃ごみ","","",""
"132152","132152GMLT000311","国立市","全域","体温計（デジタル以外）","タイオンケイ","Thermometers (non-digital)","有害ごみ","","デジタルのものは小型家電製品へ",""
"132152","132152GMLT000312","国立市","全域","体重計（デジタル）","タイジュウケイ","Body scale (digital)","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000313","国立市","全域","体重計（デジタル以外）","タイジュウケイ","Body scale (non-digital)","不燃ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000314","国立市","全域","タイヤ（自転車用）","タイヤ","Tire  (for bicycle)","粗大ごみ","","","500"
"132152","132152GMLT000315","国立市","全域","タイヤ（自動車・バイク用）","タイヤ","Tire  (for automobiles or motorcycles)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000316","国立市","全域","タイヤチェーン（2本組）","タイヤチェーン","Tire chains (set of 2)","粗大ごみ","","","500"
"132152","132152GMLT000317","国立市","全域","タイル","タイル","Tile","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000318","国立市","全域","ダイレクトメール","ダイレクトメール","Direct mail","紙類・古布類","","雑がみ",""
"132152","132152GMLT000319","国立市","全域","ダウンジャケット","ダウンジャケット","Down jacket","紙類・古布類","","古布類",""
"132152","132152GMLT000320","国立市","全域","タオル・タオルケット","タオル・タオルケット","Towel/towel blanket","紙類・古布類","","古布類。汚れているタオルは可燃ごみへ。",""
"132152","132152GMLT000321","国立市","全域","タキシード","タキシード","Tuxedo","紙類・古布類","","古布類",""
"132152","132152GMLT000322","国立市","全域","卓上コンロ（電気式）","タクジョウコンロ","Tabletop stove (electric)","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000323","国立市","全域","畳","タタミ","Tatami mat","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000324","国立市","全域","脱臭剤","ダッシュウザイ","Deodorant","可燃ごみ","","",""
"132152","132152GMLT000325","国立市","全域","タッパー","タッパー","Tupperware","不燃ごみ","","",""
"132152","132152GMLT000326","国立市","全域","たばこの紙箱","タバコノカミバコ","Paper Carton for Cigarette ","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000327","国立市","全域","たばこの吸殻","タバコノスイガラ","Cigarette butt","可燃ごみ","","",""
"132152","132152GMLT000328","国立市","全域","たまごパック（紙）","タマゴパック","Egg pack (paper)","紙類・古布類","","雑がみ",""
"132152","132152GMLT000329","国立市","全域","たまごパック （プラスチック）","タマゴパック","Egg pack (plastic)","容器包装プラスチック","","",""
"132152","132152GMLT000330","国立市","全域","ダンベル","ダンベル","Dumbbell","粗大ごみ","","10㎏につき500円（10㎏未満の端数は切り上げ） コンクリートが使われているものは市では収集できないもの",""
"132152","132152GMLT000331","国立市","全域","チェーンソー","チェーンソー","Chainsaw","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000332","国立市","全域","チャイルドシート","チャイルドシート","(car) child seat","粗大ごみ","","粗大料金は用途による。",""
"132152","132152GMLT000333","国立市","全域","注射器・注射針","チュウシャキ・チュウシャバリ","Syringes and needles","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000334","国立市","全域","注射筒（プラスチック）","チュウシャトウ","Syringe tube (plastic)","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000335","国立市","全域","チョッキ","チョッキ","Vest","紙類・古布類","","古布類",""
"132152","132152GMLT000336","国立市","全域","チラシ","チラシ","Flyer","紙類・古布類","","雑がみ。新聞の折込チラシは新聞紙と合わせて出す場合は新聞紙へ。",""
"132152","132152GMLT000337","国立市","全域","つい立","ツイタテ","Partitions","粗大ごみ","","粗大料金は素材による。",""
"132152","132152GMLT000338","国立市","全域","杖","ツエ","Cane","粗大ごみ","","","200"
"132152","132152GMLT000339","国立市","全域","机","ツクエ","Desk","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000340","国立市","全域","漬物石","ツケモノイシ","Weight stone (placed on pickles)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000341","国立市","全域","土","ツチ","Soil","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000342","国立市","全域","つなぎ","ツナギ","Coveralls","紙類・古布類","","古布類",""
"132152","132152GMLT000343","国立市","全域","つぼ（金属）","ツボ","Pot (metal)","不燃ごみ","","50cm以上のものは粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000344","国立市","全域","つぼ（ガラス、陶磁器）","ツボ","Pot (glass, ceramic)","危険物","","割れていなくても危険物へ 50cm以上のものは粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000345","国立市","全域","詰め替え用パック （シャンプー等）","ツメカエヨウパック","Refill packs (shampoo, etc.)","容器包装プラスチック","","汚れているものは可燃ごみへ （洗ってあれば容器包装プラスチックへ）",""
"132152","132152GMLT000346","国立市","全域","釣竿","ツリザオ","Fishing rod","粗大ごみ","","","200"
"132152","132152GMLT000347","国立市","全域","ティッシュペーパー","ティッシュペーパー","(a) tissue","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000348","国立市","全域","DVD","ディーブイディー","DVD","不燃ごみ","","ケースも不燃ごみへ",""
"132152","132152GMLT000349","国立市","全域","DVDプレーヤー","ディーブイディープレーヤー","DVD player","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000350","国立市","全域","テーブル","テーブル","Table","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000351","国立市","全域","テーブルクロス（布）","テーブルクロス","Tablecloth (cloth)","紙類・古布類","","古布類",""
"132152","132152GMLT000352","国立市","全域","テーブルクロス（ビニール）","テーブルクロス","Tablecloth (vinyl)","粗大ごみ","","50㎝未満に切った場合は不燃ごみへ","200"
"132152","132152GMLT000353","国立市","全域","鉄アレイ","テツアレイ","Iron array","粗大ごみ","","10㎏につき500円（10㎏未満の端数は切り上げ） 。コンクリートが使われているものは市では収集できないもの。",""
"132152","132152GMLT000354","国立市","全域","テニスボール","テニスボール","Tennis ball","可燃ごみ","","",""
"132152","132152GMLT000355","国立市","全域","テニスボールの容器 （金属）","テニスボールノヨウキ","Tennis ball container (metal)","かん","","",""
"132152","132152GMLT000356","国立市","全域","テニスボールの容器 （プラスチック）","テニスボールノヨウキ","Tennis ball container (plastic)","容器包装プラスチック","","",""
"132152","132152GMLT000357","国立市","全域","手袋","テブクロ","Glove","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000358","国立市","全域","テレビ","テレビ","TV","市では収集できないもの","","家電リサイクル法対象。メーカーでのリサイクルになります。",""
"132152","132152GMLT000359","国立市","全域","電気シェーバー","デンキシェーバー","Electric shaver","小型家電製品","","",""
"132152","132152GMLT000360","国立市","全域","電気ポット","デンキポット","Hot water dispenser","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000361","国立市","全域","電気毛布","デンキモウフ","Electric blanket","粗大ごみ","","","200"
"132152","132152GMLT000362","国立市","全域","電球類","デンキュウルイ","Lighting Bulbs","有害ごみ","","",""
"132152","132152GMLT000363","国立市","全域","電子辞書","デンシジショ","Electronic dictionary","小型家電製品","","",""
"132152","132152GMLT000364","国立市","全域","電子ピアノ","デンシピアノ","Digital piano","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000365","国立市","全域","電飾ケーブル","デンショクケーブル","Cables for electric spectaculars","小型家電製品","","50cm以上でも小型家電製品へ",""
"132152","132152GMLT000366","国立市","全域","電子レンジ","デンシレンジ","Microwave oven","小型家電製品","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000367","国立市","全域","電卓","デンタク","Calculator (electronic)","小型家電製品","","",""
"132152","132152GMLT000368","国立市","全域","電池類","デンチルイ","Batteries","有害ごみ","","",""
"132152","132152GMLT000369","国立市","全域","テント","テント","Tent","粗大ごみ","","粗大料金はサイズによる。",""
"132152","132152GMLT000370","国立市","全域","電話機","デンワキ","Telephone instrument","小型家電製品","","",""
"132152","132152GMLT000371","国立市","全域","トイレットペーパーの芯","トイレットペーパーノシン","Toilet paper core","紙類・古布類","","雑がみ",""
"132152","132152GMLT000372","国立市","全域","陶磁器","トウジキ","Ceramics","危険物","","割れていなくても危険物へ 。50cm以上のものは粗大ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000373","国立市","全域","灯油","トウユ","Kerosene","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000374","国立市","全域","灯油のポリタンク","トウユノポリタンク","Polyethylene tanks of kerosene","不燃ごみ","","",""
"132152","132152GMLT000375","国立市","全域","時計","トケイ","Clock","小型家電製品","","",""
"132152","132152GMLT000376","国立市","全域","土鍋","ドナベ","Earthenware pot","危険物","","割れていなくても危険物へ",""
"132152","132152GMLT000377","国立市","全域","ドライヤー","ドライヤー","Dryer","小型家電製品","","",""
"132152","132152GMLT000378","国立市","全域","塗料（油性）","トリョウ","Paint (oil-based)","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000379","国立市","全域","塗料のかん","トリョウノカン","Paint can","不燃ごみ","","",""
"132152","132152GMLT000380","国立市","全域","トレーナー","トレーナー","Sweatshirt","紙類・古布類","","古布類",""
"132152","132152GMLT000381","国立市","全域","トレーニングウエアー","トレーニングウエアー","Training wear","紙類・古布類","","古布類",""
"132152","132152GMLT000382","国立市","全域","ドレッシングが入っていたびん","ドレッシングガハイッテイタビン","Bottle with dressing in it.","びん","","",""
"132152","132152GMLT000383","国立市","全域","ドレッシングが入っていたペットボトル","ドレッシングガハイッテイタペットボトル","Plastic bottle that contained the dressing","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000384","国立市","全域","ナイフ","ナイフ","Knife","危険物","","",""
"132152","132152GMLT000385","国立市","全域","長靴","ナガグツ","Rubber boots","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000386","国立市","全域","納豆の容器","ナットウノヨウキ","Container for natto ","可燃ごみ","","汚れているとリサイクルできないため",""
"132152","132152GMLT000387","国立市","全域","なべ","ナベ","Pot","不燃ごみ","","",""
"132152","132152GMLT000388","国立市","全域","生ごみ","ナマゴミ","Raw garbage","可燃ごみ","","水をよく切る",""
"132152","132152GMLT000389","国立市","全域","軟膏","ナンコウ","Ointment","可燃ごみ","","",""
"132152","132152GMLT000390","国立市","全域","軟膏のチューブ","ナンコウノチューブ","Tube of ointment","可燃ごみ","","衛生上の観点から可燃ごみへ",""
"132152","132152GMLT000391","国立市","全域","人形（木・布）","ニンギョウ","Doll (wood, cloth)","可燃ごみ","","",""
"132152","132152GMLT000392","国立市","全域","人形（プラスチック・ゴム）","ニンギョウ","Doll (plastic/rubber)","不燃ごみ","","",""
"132152","132152GMLT000393","国立市","全域","人形ケース（ガラス）","ニンギョウケース","Doll case (glass)","危険物","","プラスチック製のものは不燃ごみへ 。50cm以上のものは粗大ごみへ。","200"
"132152","132152GMLT000394","国立市","全域","ぬいぐるみ","ヌイグルミ","Stuffed toy","可燃ごみ","","50cm以上のものは粗大ごみへ","500"
"132152","132152GMLT000395","国立市","全域","ぬい針","ヌイバリ ","Sewing needle","危険物","","針先をテープ等で束ねて出す",""
"132152","132152GMLT000396","国立市","全域","布","ヌノ","Cloth","可燃ごみ","","",""
"132152","132152GMLT000397","国立市","全域","ネガフィルム","ネガフィルム","Negative film","不燃ごみ","","",""
"132152","132152GMLT000398","国立市","全域","ネクタイ","ネクタイ","Tie","紙類・古布類","","古布類",""
"132152","132152GMLT000399","国立市","全域","猫砂","ネコスナ","Kitty litter","可燃ごみ","","",""
"132152","132152GMLT000400","国立市","全域","ネジ","ネジ","Screw","不燃ごみ","","",""
"132152","132152GMLT000401","国立市","全域","ネット","ネット","Net","粗大ごみ","","50㎝未満に切った場合は可燃ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000402","国立市","全域","粘着テープ","ネンチャクテープ","Adhesive tape","可燃ごみ","","",""
"132152","132152GMLT000403","国立市","全域","粘土（教材用等で少量）","ネンド","Clay (small amount for teaching materials, etc.)","可燃ごみ","","多量・陶芸用等は市では収集できないもの",""
"132152","132152GMLT000404","国立市","全域","農薬類","ノウヤクルイ","Agrochemicals","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000405","国立市","全域","ノート","ノート","Notebook","紙類・古布類","","雑がみ",""
"132152","132152GMLT000406","国立市","全域","ノートパソコン","ノートパソコン","Laptop","市では収集できないもの","","メーカーでのリサイクルになります",""
"132152","132152GMLT000407","国立市","全域","ノンカーボン紙","ノンカーボンシ","Non-carbon paper","可燃ごみ","","リサイクルできないため可燃ごみへ",""
"132152","132152GMLT000408","国立市","全域","葉","ハ","Leaves","せん定枝等","","可燃ごみとしても出せます",""
"132152","132152GMLT000409","国立市","全域","ハードディスク（外付け）","ハードディスク","Hard disk (external)","小型家電製品","","",""
"132152","132152GMLT000410","国立市","全域","灰（少量）","ハイ","Ash (small amount)","可燃ごみ","","湿らせてから出す、多量の場合は業者へ",""
"132152","132152GMLT000411","国立市","全域","バイク","バイク","Motorcycle","市では収集できないもの","","専門業者に処分の依頼をしてください",""
"132152","132152GMLT000412","国立市","全域","バケツ","バケツ","Bucket","不燃ごみ","","50cm以上のものは粗大ごみへ","200"
"132152","132152GMLT000413","国立市","全域","はさみ","ハサミ","Scissors","危険物","","刃の部分を紙などで包む",""
"132152","132152GMLT000414","国立市","全域","はし（木）","ハシ","Chopsticks (wooden)","可燃ごみ","","",""
"132152","132152GMLT000415","国立市","全域","パジャマ","パジャマ","Pyjamas","紙類・古布類","","古布類",""
"132152","132152GMLT000416","国立市","全域","バスケットボール","バスケットボール","Basketball","可燃ごみ","","空気を抜いて",""
"132152","132152GMLT000417","国立市","全域","バスマット","バスマット","Bath mat","粗大ごみ","","50㎝未満に切った場合は可燃ごみへ。粗大料金はサイズによる。",""
"132152","132152GMLT000418","国立市","全域","パソコン （ディスプレイ含む）","パソコン","Personal computer (including display)","市では収集できないもの","","メーカーでのリサイクルになります",""
"132152","132152GMLT000419","国立市","全域","旗","ハタ","Flag","可燃ごみ","","50cm以上のものは粗大ごみへ","200"
