市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2022-06-01T00:00:00,東１丁目,1830,1479,1817,3296,170,124,2483,519
132152,0,東京都,国立市,2022-06-01T00:00:00,東２丁目,1526,1384,1469,2853,153,114,2044,542
132152,0,東京都,国立市,2022-06-01T00:00:00,東３丁目,1610,1516,1568,3084,136,165,2134,649
132152,0,東京都,国立市,2022-06-01T00:00:00,東４丁目,1519,1616,1646,3262,140,206,2350,566
132152,0,東京都,国立市,2022-06-01T00:00:00,中１丁目,2281,1913,2177,4090,175,137,3052,726
132152,0,東京都,国立市,2022-06-01T00:00:00,中２丁目,1363,1256,1362,2618,103,134,1908,473
132152,0,東京都,国立市,2022-06-01T00:00:00,中３丁目,1064,1117,1212,2329,133,116,1644,436
132152,0,東京都,国立市,2022-06-01T00:00:00,西１丁目,1974,1841,1890,3731,176,194,2760,601
132152,0,東京都,国立市,2022-06-01T00:00:00,西２丁目,2788,2609,2558,5167,297,240,3860,770
132152,0,東京都,国立市,2022-06-01T00:00:00,西３丁目,677,680,739,1419,91,66,993,269
132152,0,東京都,国立市,2022-06-01T00:00:00,富士見台１丁目,2714,2396,2600,4996,176,204,3373,1243
132152,0,東京都,国立市,2022-06-01T00:00:00,富士見台２丁目,2386,2304,2419,4723,354,242,3466,661
132152,0,東京都,国立市,2022-06-01T00:00:00,富士見台３丁目,1983,1883,1954,3837,202,171,2681,783
132152,0,東京都,国立市,2022-06-01T00:00:00,富士見台４丁目,2105,1843,2196,4039,132,129,2837,941
132152,0,東京都,国立市,2022-06-01T00:00:00,北１丁目,959,829,951,1780,58,66,1349,307
132152,0,東京都,国立市,2022-06-01T00:00:00,北２丁目,1258,1124,1144,2268,103,108,1624,433
132152,0,東京都,国立市,2022-06-01T00:00:00,北３丁目,1839,1749,2124,3873,183,277,2475,938
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保００００,304,366,355,721,50,43,512,116
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保１０００,178,247,233,480,60,23,342,55
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保４０００,284,292,300,592,33,15,449,95
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保５０００,982,983,1013,1996,84,73,1449,390
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保６０００,1310,1255,1315,2570,158,119,1888,405
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保７０００,734,868,838,1706,112,105,1233,256
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保４丁目,596,650,603,1253,79,64,908,202
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保６丁目,259,223,239,462,10,20,312,120
132152,0,東京都,国立市,2022-06-01T00:00:00,谷保７丁目,343,388,335,723,36,50,513,124
132152,0,東京都,国立市,2022-06-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2022-06-01T00:00:00,青柳１丁目,938,994,1006,2000,103,125,1486,286
132152,0,東京都,国立市,2022-06-01T00:00:00,青柳２丁目,793,776,644,1420,51,51,1085,233
132152,0,東京都,国立市,2022-06-01T00:00:00,青柳３丁目,823,667,745,1412,62,71,1011,268
132152,0,東京都,国立市,2022-06-01T00:00:00,石田,40,45,51,96,3,6,73,14
132152,0,東京都,国立市,2022-06-01T00:00:00,泉１丁目,97,89,75,164,4,6,134,20
132152,0,東京都,国立市,2022-06-01T00:00:00,泉２丁目,516,526,558,1084,18,44,722,300
132152,0,東京都,国立市,2022-06-01T00:00:00,泉３丁目,524,542,547,1089,46,59,756,228
132152,0,東京都,国立市,2022-06-01T00:00:00,泉４丁目,86,107,92,199,10,11,156,22
132152,0,東京都,国立市,2022-06-01T00:00:00,泉５丁目,93,108,98,206,12,13,144,37
132152,0,東京都,国立市,2022-06-01T00:00:00,矢川３丁目,463,473,409,882,29,51,681,121
