市区町村コード,地域コード,都道府県名,市区町村名,調査年月日入力,町丁,世帯数,男,女,合計,０～６歳,７～１２歳,１３～６９歳,７０歳以上
132152,0,東京都,国立市,2021-12-01T00:00:00,東１丁目,1810,1474,1802,3276,173,123,2463,517
132152,0,東京都,国立市,2021-12-01T00:00:00,東２丁目,1546,1375,1474,2849,140,100,2057,552
132152,0,東京都,国立市,2021-12-01T00:00:00,東３丁目,1589,1508,1557,3065,132,169,2121,643
132152,0,東京都,国立市,2021-12-01T00:00:00,東４丁目,1497,1606,1631,3237,144,187,2352,554
132152,0,東京都,国立市,2021-12-01T00:00:00,中１丁目,2252,1914,2174,4088,164,144,3061,719
132152,0,東京都,国立市,2021-12-01T00:00:00,中２丁目,1354,1255,1376,2631,108,129,1924,470
132152,0,東京都,国立市,2021-12-01T00:00:00,中３丁目,1048,1101,1201,2302,135,111,1619,437
132152,0,東京都,国立市,2021-12-01T00:00:00,西１丁目,1940,1836,1868,3704,179,195,2749,581
132152,0,東京都,国立市,2021-12-01T00:00:00,西２丁目,2735,2553,2545,5098,291,232,3815,760
132152,0,東京都,国立市,2021-12-01T00:00:00,西３丁目,698,697,756,1453,91,66,1014,282
132152,0,東京都,国立市,2021-12-01T00:00:00,富士見台１丁目,2719,2419,2605,5024,179,205,3392,1248
132152,0,東京都,国立市,2021-12-01T00:00:00,富士見台２丁目,2336,2297,2359,4656,362,221,3434,639
132152,0,東京都,国立市,2021-12-01T00:00:00,富士見台３丁目,1972,1876,1964,3840,200,166,2684,790
132152,0,東京都,国立市,2021-12-01T00:00:00,富士見台４丁目,2104,1864,2218,4082,141,128,2867,946
132152,0,東京都,国立市,2021-12-01T00:00:00,北１丁目,958,840,964,1804,68,66,1373,297
132152,0,東京都,国立市,2021-12-01T00:00:00,北２丁目,1264,1129,1165,2294,101,105,1654,434
132152,0,東京都,国立市,2021-12-01T00:00:00,北３丁目,1864,1782,2158,3940,209,270,2518,943
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保００００,297,362,351,713,52,42,504,115
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保１０００,179,251,232,483,57,24,344,58
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保４０００,283,283,304,587,32,13,453,89
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保５０００,979,996,1023,2019,87,81,1456,395
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保６０００,1318,1281,1310,2591,157,117,1911,406
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保７０００,723,852,822,1674,106,101,1212,255
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保８０００,4,4,4,8,0,1,7,0
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保４丁目,601,656,602,1258,78,60,924,196
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保６丁目,258,227,243,470,11,24,313,122
132152,0,東京都,国立市,2021-12-01T00:00:00,谷保７丁目,335,383,332,715,33,51,503,128
132152,0,東京都,国立市,2021-12-01T00:00:00,青柳,10,10,14,24,0,2,18,4
132152,0,東京都,国立市,2021-12-01T00:00:00,青柳１丁目,927,985,998,1983,103,124,1470,286
132152,0,東京都,国立市,2021-12-01T00:00:00,青柳２丁目,792,786,622,1408,42,50,1083,233
132152,0,東京都,国立市,2021-12-01T00:00:00,青柳３丁目,816,664,750,1414,59,76,1018,261
132152,0,東京都,国立市,2021-12-01T00:00:00,石田,39,47,48,95,2,8,72,13
132152,0,東京都,国立市,2021-12-01T00:00:00,泉１丁目,94,85,75,160,3,7,130,20
132152,0,東京都,国立市,2021-12-01T00:00:00,泉２丁目,509,528,547,1075,21,39,713,302
132152,0,東京都,国立市,2021-12-01T00:00:00,泉３丁目,523,549,554,1103,48,66,760,229
132152,0,東京都,国立市,2021-12-01T00:00:00,泉４丁目,82,103,86,189,9,14,145,21
132152,0,東京都,国立市,2021-12-01T00:00:00,泉５丁目,94,108,99,207,12,14,147,34
132152,0,東京都,国立市,2021-12-01T00:00:00,矢川３丁目,466,479,407,886,29,56,683,118
