"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"平成28年7月10日執行　参議院（選挙区選出）議員選挙","100384.997","100","0","2300","0.003","1","0","102686"

"平成28年7月10日執行　参議院選挙区選出議員選挙開票結果","Ver201607",,,,,,,
