町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
下高井戸4丁目,2940,5390,2617,2773,14,15,19,15,22,20,15,15,24,21,23,18,23,23,20,16,19,20,29,22,22,17,21,14,18,12,24,16,22,15,17,25,17,11,13,18,18,15,35,32,25,26,26,42,38,34,27,43,38,38,40,66,45,44,45,40,35,27,45,31,31,25,55,45,35,36,26,29,33,41,33,40,33,28,27,34,45,38,44,50,41,37,35,39,35,37,40,34,33,45,36,41,51,41,35,50,23,40,35,36,55,38,39,47,40,36,40,42,32,43,44,37,40,49,27,39,51,44,35,27,39,38,30,38,29,29,32,29,40,20,36,32,20,34,23,26,33,23,33,28,21,23,17,33,29,22,31,37,36,36,34,35,33,34,19,22,14,17,17,21,21,20,15,30,11,18,14,18,8,11,8,17,9,18,11,18,12,23,7,17,8,13,3,14,4,10,2,12,6,11,1,9,1,5,1,8,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下高井戸5丁目,1636,3026,1447,1579,6,9,12,5,6,6,16,13,3,9,16,12,8,13,10,4,13,10,10,9,9,9,7,12,8,10,10,2,16,7,10,10,20,11,9,14,20,15,16,16,13,17,22,26,19,16,22,26,22,20,29,21,18,23,19,27,25,20,14,21,15,16,24,18,19,19,17,11,20,22,21,22,11,29,18,14,10,23,16,14,21,21,28,16,14,21,15,14,21,27,20,24,12,17,25,30,22,22,23,21,21,23,30,27,24,22,21,22,30,28,30,25,18,17,18,28,25,25,26,28,17,22,18,24,21,24,18,13,15,26,15,16,19,15,16,11,12,18,18,10,13,11,10,10,9,15,17,14,13,17,21,21,17,28,7,13,15,19,14,15,13,12,13,16,9,10,6,16,6,11,8,11,12,17,5,17,6,15,1,10,7,7,3,8,2,8,2,7,3,2,2,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福1丁目,1949,3283,1605,1678,7,11,12,9,8,17,7,11,11,7,11,13,10,13,14,10,11,14,8,8,13,11,14,5,6,9,8,11,13,8,11,10,13,6,14,15,16,5,21,20,35,34,50,46,39,26,34,32,20,27,41,29,37,27,38,25,17,30,29,33,20,31,23,26,23,21,22,25,21,21,26,27,15,24,27,32,27,25,25,24,20,27,19,18,29,21,23,14,30,23,19,19,25,29,30,29,28,26,26,32,25,25,28,24,28,20,22,28,17,27,18,21,22,26,22,18,16,18,18,16,22,21,17,9,14,18,17,17,12,7,15,15,8,10,15,20,16,15,16,22,12,14,17,9,17,12,8,15,18,17,18,20,11,18,7,14,6,17,7,12,6,8,11,13,9,8,6,13,6,14,5,8,3,9,3,8,5,7,2,9,6,7,2,4,2,5,2,9,0,6,2,4,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福2丁目,2470,4822,2265,2557,26,24,19,11,18,32,9,14,23,27,25,29,24,26,16,18,14,27,19,20,18,16,24,25,16,22,22,15,24,27,17,17,16,22,22,26,20,17,22,24,30,21,20,29,28,30,31,27,34,40,37,44,34,49,47,42,38,55,37,39,33,45,31,31,33,32,35,38,32,28,36,39,29,32,35,37,32,36,28,29,29,34,38,38,34,39,29,28,39,38,31,39,30,31,32,39,38,38,30,43,33,39,29,29,29,38,29,37,42,40,30,34,33,27,22,23,27,30,27,32,29,32,28,28,33,24,26,23,18,28,29,19,16,24,15,25,23,22,20,24,28,28,24,32,17,22,27,29,28,38,21,30,25,27,19,13,10,26,17,11,17,26,11,16,13,17,10,14,12,9,15,9,5,9,12,14,5,15,3,14,4,7,3,5,4,5,2,7,2,8,1,5,3,2,1,5,4,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福3丁目,2321,3974,1872,2102,9,6,11,13,17,8,10,5,10,14,7,17,6,9,8,6,15,13,12,15,15,9,16,10,11,12,8,7,20,14,13,8,8,17,19,11,8,12,10,14,19,17,21,27,21,27,39,36,34,49,37,38,36,49,39,31,34,27,27,29,18,22,21,24,22,32,32,19,28,23,22,26,22,20,25,28,24,25,33,24,19,30,20,26,25,30,17,18,16,37,22,27,32,26,29,30,24,32,26,38,37,32,28,29,29,26,34,33,19,32,35,34,30,27,26,24,32,38,30,32,25,31,22,29,10,26,27,28,17,23,28,20,19,22,21,23,23,21,28,10,14,16,17,29,18,19,26,18,24,39,17,27,31,37,17,17,11,20,10,24,19,19,19,19,10,20,17,17,10,18,8,16,13,12,12,17,5,15,8,13,8,7,4,14,2,9,5,10,4,3,2,5,1,3,0,4,1,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
永福4丁目,2173,3682,1754,1928,12,10,12,10,12,14,22,12,19,9,14,13,15,13,8,17,6,17,11,20,10,6,7,6,16,14,12,8,11,10,5,11,12,5,17,11,12,12,18,12,19,15,25,17,22,16,30,27,33,30,40,38,36,41,28,26,31,52,32,42,28,31,21,38,36,33,24,28,28,26,30,41,32,31,33,29,29,32,32,34,20,28,26,28,22,18,34,21,20,35,23,23,28,26,28,22,26,18,22,31,26,39,30,30,26,36,23,25,32,26,21,27,22,19,27,18,16,31,26,20,20,25,24,24,19,29,24,24,16,15,9,22,12,20,22,11,12,18,16,17,12,12,10,18,14,19,15,20,22,16,18,16,18,27,14,11,13,12,12,14,6,20,12,18,14,15,7,11,9,11,5,9,4,13,8,12,8,12,5,13,2,12,1,4,1,5,3,3,1,5,3,6,1,3,2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山1丁目,2031,3896,1808,2088,8,6,9,10,10,10,9,8,12,17,19,8,11,10,10,19,14,13,14,6,14,14,13,13,16,7,14,14,21,12,12,11,15,22,14,11,14,12,16,26,26,15,19,25,27,26,30,25,28,28,25,28,15,27,18,25,18,27,20,23,17,25,15,24,23,23,17,15,20,22,14,17,25,23,17,23,23,29,25,26,22,28,20,26,19,22,18,27,24,32,25,37,15,24,25,17,12,30,34,40,31,40,29,37,42,34,29,37,28,31,28,37,38,39,30,28,24,31,22,25,28,32,31,28,23,38,27,29,29,24,25,29,24,39,33,28,30,22,23,22,16,18,34,31,24,23,13,20,25,25,28,33,24,34,15,10,9,19,18,21,18,17,17,22,14,18,13,12,9,21,5,22,11,10,5,8,4,10,5,13,3,6,6,12,2,5,6,10,4,7,2,5,1,7,0,2,0,2,1,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山2丁目,1357,2540,1186,1354,10,4,5,5,4,2,9,3,9,10,10,6,5,5,7,11,11,7,9,10,10,4,9,8,5,9,22,5,9,9,11,11,14,11,9,14,15,14,9,12,19,13,10,17,20,18,25,20,12,19,9,12,20,14,16,23,7,22,16,30,14,20,12,15,8,6,10,13,9,14,5,15,17,15,10,18,15,21,11,15,19,12,18,15,13,13,9,18,17,18,16,12,16,17,12,14,12,16,26,17,28,22,18,28,13,30,17,31,28,22,23,24,26,28,25,21,20,16,25,15,20,21,13,21,14,12,18,16,8,24,13,12,14,11,16,11,12,23,7,13,18,14,7,14,9,12,9,16,18,15,14,18,11,19,6,10,9,15,13,19,13,8,4,12,10,17,12,13,8,14,14,11,7,7,7,6,4,14,6,7,3,7,1,6,5,5,1,6,0,3,1,2,0,5,1,1,0,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山3丁目,2441,4449,1972,2477,14,18,18,24,14,18,25,11,14,15,26,15,23,18,18,12,13,17,15,14,14,15,23,11,14,14,11,23,13,13,16,18,17,15,11,12,16,19,18,14,15,15,12,18,24,15,18,19,27,31,22,38,25,43,36,46,27,42,29,40,34,40,35,49,29,27,24,35,20,28,31,29,29,37,19,33,24,31,31,46,32,38,15,44,23,29,31,34,34,31,32,33,41,46,29,44,37,48,33,51,28,51,36,40,37,46,32,36,35,26,35,27,34,44,20,42,31,56,36,39,30,43,21,25,18,25,31,29,18,28,20,26,23,26,23,20,14,25,22,25,16,16,19,25,17,20,21,24,23,24,25,22,13,24,12,25,7,17,13,13,11,21,12,20,15,18,14,17,8,15,5,14,5,13,8,9,5,19,8,11,3,14,8,6,2,6,2,10,1,8,2,2,2,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浜田山4丁目,2963,5979,2729,3250,21,21,25,27,19,19,28,22,27,25,24,29,32,26,22,27,27,35,25,23,23,29,32,35,28,27,30,29,21,21,33,26,27,31,23,24,20,26,27,25,35,27,27,29,31,38,28,49,36,46,25,42,28,46,24,39,25,31,36,45,38,41,27,39,29,40,39,36,32,37,28,44,38,37,29,48,41,39,34,43,51,51,48,40,36,45,45,64,42,61,49,45,44,46,38,42,49,38,46,66,43,61,51,57,49,71,51,44,32,49,47,54,60,55,29,30,56,51,38,44,33,38,34,44,41,44,29,26,32,38,38,37,30,26,28,35,18,23,21,24,20,21,22,33,28,32,24,33,28,41,30,22,35,36,22,32,17,20,19,28,21,28,12,24,15,31,6,19,10,18,7,20,9,22,7,15,11,11,10,12,7,12,3,6,5,7,4,15,2,12,2,9,0,6,1,5,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田1丁目,5420,8954,4297,4657,29,34,30,32,32,28,38,32,38,33,31,38,37,32,38,32,40,32,33,32,37,24,29,25,32,18,29,31,28,23,39,24,41,28,34,25,28,26,33,48,32,51,41,67,51,60,74,78,67,79,92,103,90,93,88,98,87,95,83,105,71,90,92,76,62,62,54,84,80,64,90,90,79,69,73,79,62,72,90,70,74,63,60,66,78,68,62,61,70,55,68,75,72,74,73,72,80,81,52,67,67,59,63,63,68,69,64,70,73,56,71,64,62,58,36,41,48,71,55,55,45,55,38,33,34,38,32,33,30,40,28,37,34,33,40,40,43,36,29,35,32,33,29,36,27,31,37,44,31,50,46,46,36,54,24,27,14,21,23,30,26,44,29,33,18,32,13,36,22,25,17,31,13,17,20,31,14,37,10,20,8,34,5,16,5,12,6,26,5,12,1,6,2,3,0,6,0,5,1,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田2丁目,2527,4306,2098,2208,19,13,11,13,16,21,19,20,15,11,21,9,16,15,18,19,17,16,16,16,26,19,19,17,19,24,21,20,12,20,12,10,19,16,12,14,15,13,9,16,18,15,16,22,25,30,29,30,17,42,35,40,23,41,42,47,24,35,27,33,38,28,31,25,30,26,29,35,37,31,27,27,34,30,31,37,34,28,30,25,32,21,47,36,35,37,29,26,28,23,38,31,26,27,50,30,40,23,17,30,36,31,27,42,24,30,36,38,30,30,24,22,32,30,17,15,33,24,30,30,29,33,22,25,33,19,25,19,12,21,18,24,18,18,25,24,23,17,25,16,26,20,15,19,14,24,20,20,24,27,17,23,26,19,14,20,12,21,17,14,20,21,17,10,17,23,10,17,9,18,4,13,10,19,13,26,10,18,6,18,5,18,5,15,3,11,3,9,4,5,4,3,1,6,0,4,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和田3丁目,4066,6524,3183,3341,17,13,13,15,16,18,13,23,21,18,19,22,21,25,23,23,16,20,20,31,27,25,23,27,22,22,26,22,18,12,22,17,17,16,21,14,14,16,16,17,22,19,20,24,24,37,52,33,52,52,67,58,66,66,63,77,56,77,66,70,67,66,63,56,52,52,51,61,63,46,54,49,49,43,51,51,63,46,56,54,49,39,59,44,76,66,50,42,53,56,57,51,48,64,66,58,42,49,50,54,59,55,43,49,55,57,55,50,33,35,49,46,42,57,28,39,40,34,32,44,38,42,33,37,41,45,28,43,32,36,33,33,35,27,23,31,27,24,26,31,26,21,43,38,38,27,22,29,26,28,40,30,39,28,14,21,10,20,16,28,17,23,9,27,14,32,17,18,16,20,7,18,14,22,21,18,9,19,5,22,5,18,9,22,6,8,7,5,3,8,3,6,2,1,0,4,1,5,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内1丁目,2532,4325,2080,2245,7,9,12,16,13,11,18,7,9,15,17,15,15,17,21,20,12,20,16,12,12,22,17,12,10,15,18,16,25,14,12,24,17,9,20,10,16,13,17,22,12,10,19,21,12,27,32,26,25,29,25,42,36,33,29,38,40,50,52,41,31,31,34,43,44,30,27,30,32,34,31,42,36,36,39,35,33,36,33,35,37,27,40,38,29,30,38,25,24,32,41,46,39,50,37,30,32,41,41,38,34,50,30,34,35,37,29,37,38,32,33,36,29,37,31,19,31,27,30,25,28,22,18,21,18,15,22,20,21,22,14,13,17,24,19,20,18,13,14,21,22,19,17,16,24,26,15,17,19,20,30,25,17,28,13,18,8,13,8,18,17,25,11,20,16,16,8,17,6,10,9,13,11,14,5,18,7,9,5,7,8,7,2,7,7,12,1,2,0,5,1,4,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内2丁目,4074,7469,3680,3789,31,16,39,35,23,20,37,31,27,30,26,33,38,27,36,32,34,32,29,30,28,26,30,22,33,27,35,26,25,27,29,24,30,29,19,34,23,26,37,29,29,30,26,33,44,39,57,45,42,51,68,53,56,66,65,42,44,59,52,48,61,59,47,55,48,62,45,57,46,58,62,61,62,52,54,53,65,53,58,58,46,67,64,55,53,51,56,60,62,61,78,45,64,65,48,62,48,73,67,57,60,54,67,66,69,71,51,62,75,65,68,57,65,51,35,34,66,51,52,36,44,44,41,59,46,34,48,41,27,32,35,40,31,28,38,41,35,33,30,27,22,33,30,33,32,26,33,43,26,44,46,40,36,39,25,36,19,31,26,33,21,33,20,33,13,30,27,28,11,27,13,20,8,19,14,19,16,25,3,13,9,20,8,13,5,8,3,5,1,6,3,7,1,5,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
堀ノ内3丁目,4435,7111,3476,3635,10,15,16,21,25,16,15,17,16,19,20,13,24,21,28,21,17,16,25,24,21,20,22,15,22,17,16,24,23,20,26,14,29,15,24,15,20,23,26,26,25,31,31,41,45,57,57,78,72,74,99,70,91,68,77,85,59,60,84,73,38,59,56,67,57,49,50,42,49,51,59,46,51,59,40,49,62,42,40,43,54,51,49,50,61,48,54,38,46,43,62,68,52,54,57,40,46,48,58,45,44,54,42,54,66,49,46,52,52,48,51,46,47,45,43,32,54,43,40,37,41,44,38,32,36,32,40,40,32,38,34,32,37,26,27,27,37,38,31,24,32,39,31,37,33,39,31,23,45,47,38,50,39,58,22,26,15,32,30,47,22,39,29,52,27,41,22,39,21,22,10,30,18,23,10,30,14,36,11,26,11,17,7,16,2,19,3,14,1,12,4,4,1,8,2,3,0,5,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木1丁目,878,1701,898,803,8,6,10,4,6,7,17,5,7,8,10,11,8,10,9,8,18,9,11,9,6,12,3,10,8,10,7,10,9,4,7,2,8,7,7,1,6,4,6,5,6,5,7,6,8,10,15,3,14,5,6,10,14,8,11,10,10,16,13,11,15,9,14,9,8,13,15,20,16,10,16,7,17,11,16,9,15,7,10,16,15,15,17,19,21,10,17,12,14,14,10,10,17,8,11,12,22,17,10,14,18,14,14,14,16,11,16,9,13,15,16,10,16,12,6,10,18,11,12,8,8,9,11,5,10,8,10,9,11,5,9,3,5,11,8,5,2,3,8,4,7,4,5,3,4,2,6,4,5,9,6,11,7,14,4,9,4,8,10,8,6,6,8,10,3,8,3,5,2,5,3,3,2,6,4,7,3,2,1,10,1,5,0,1,3,5,2,3,0,3,0,3,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木2丁目,1482,2744,1313,1431,5,8,11,10,12,13,10,12,12,12,16,10,8,9,11,11,9,11,11,10,12,9,12,9,14,11,9,10,13,18,15,11,16,10,8,5,14,12,13,18,8,12,10,16,19,18,18,15,19,15,26,20,15,17,27,25,12,18,24,20,19,12,25,23,19,14,22,19,12,20,13,13,17,22,24,19,12,18,25,16,19,23,23,22,14,22,22,18,19,25,17,14,19,25,24,16,25,15,20,23,25,31,21,33,24,22,24,28,29,18,26,17,20,20,15,18,19,18,22,23,13,16,15,15,15,9,6,9,8,16,9,13,9,14,12,11,9,8,12,9,12,16,6,17,11,20,11,21,10,11,16,20,9,20,7,11,9,11,9,13,11,15,3,17,9,11,15,10,6,12,9,6,7,10,6,9,4,7,1,8,3,10,3,6,0,4,0,7,1,7,0,3,1,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松ノ木3丁目,1871,3029,1496,1533,5,8,11,8,10,7,11,3,13,9,8,4,11,8,14,8,12,11,6,11,11,10,14,11,9,6,6,4,9,8,14,6,6,7,6,3,11,10,9,13,13,12,15,13,12,19,24,26,25,29,26,31,40,40,37,37,27,19,38,27,18,25,32,29,16,17,29,27,32,24,24,22,17,22,16,19,21,22,24,17,28,21,25,21,26,21,25,25,36,20,27,25,21,30,22,30,25,31,17,26,26,24,24,27,26,24,16,28,26,23,18,14,22,23,18,13,20,20,12,20,21,11,11,15,13,16,11,18,15,16,16,17,10,11,9,18,17,6,17,17,14,18,15,15,7,14,11,14,23,28,18,18,19,23,11,9,7,7,16,16,9,14,8,10,8,5,7,8,6,9,3,7,8,10,5,7,1,9,4,5,3,10,2,7,4,9,2,4,3,3,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮1丁目,1154,1972,968,1004,7,3,2,4,2,7,6,3,1,5,7,5,4,5,5,5,6,6,4,10,6,5,8,4,11,8,7,5,9,7,6,4,7,9,5,4,10,8,4,4,8,13,7,13,10,14,5,11,10,10,20,16,16,16,10,22,13,23,18,14,18,18,20,19,6,15,18,18,16,8,15,15,17,13,12,12,14,13,13,17,15,8,12,11,16,14,11,21,12,16,17,10,17,17,18,13,16,19,23,13,15,19,17,16,16,16,19,10,17,14,23,16,22,15,9,11,14,10,17,17,10,11,12,10,9,10,9,11,13,7,10,14,8,11,14,4,9,11,9,6,2,5,11,10,7,15,13,11,9,13,11,7,16,12,8,6,9,7,12,10,4,11,5,10,4,11,7,12,5,11,8,7,3,9,3,5,3,3,5,5,5,6,3,6,0,4,0,3,2,3,0,3,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大宮2丁目,847,1529,698,831,4,2,4,2,14,4,5,6,4,6,3,3,5,6,8,7,5,5,9,7,5,3,4,1,4,10,5,4,0,2,6,8,6,7,1,3,5,10,1,7,14,5,9,11,7,4,11,13,11,14,14,9,14,8,8,8,8,11,13,9,9,13,11,13,8,8,9,11,5,6,8,13,12,7,3,7,8,13,6,13,8,11,13,10,11,16,12,13,13,12,12,8,12,12,8,13,8,10,9,13,11,7,3,13,6,24,7,13,14,12,15,13,16,9,5,11,12,16,13,10,9,7,2,6,12,11,13,9,5,14,10,11,11,11,3,5,6,7,4,11,4,9,6,8,7,5,11,8,5,9,11,13,11,9,6,9,4,3,7,7,6,10,8,12,8,13,2,4,4,4,5,11,5,9,1,7,1,7,0,6,2,5,4,5,1,5,3,3,3,3,2,2,0,2,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里1丁目,2193,3174,1541,1633,7,10,16,10,4,6,7,10,4,2,4,9,7,7,9,6,7,3,6,9,4,2,2,11,6,9,12,7,5,4,7,9,7,5,5,6,10,3,6,5,11,14,11,8,13,23,30,29,37,35,35,31,36,43,34,25,33,39,34,29,26,27,36,28,34,37,19,22,22,26,31,36,25,24,27,22,29,26,24,20,29,17,31,25,29,27,38,29,26,18,28,21,30,15,23,30,30,28,24,21,20,24,20,18,16,38,25,33,16,18,18,18,25,17,18,13,21,28,22,18,26,24,19,22,14,16,21,17,12,17,9,10,17,27,9,6,14,14,15,10,9,14,19,12,15,16,14,18,17,20,17,18,19,20,10,14,8,12,10,19,11,21,9,23,10,10,6,11,4,10,8,10,5,13,3,11,4,11,3,12,2,8,2,6,3,10,2,7,2,3,2,3,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
梅里2丁目,3319,5105,2439,2666,17,11,14,12,14,15,21,8,13,17,21,13,17,11,14,12,17,11,6,16,7,19,12,10,10,12,10,13,10,14,12,10,11,13,8,7,16,6,11,25,11,17,19,19,27,28,37,43,40,42,49,41,45,59,55,56,53,48,46,73,47,52,45,48,51,66,48,38,39,30,40,40,45,40,33,38,41,35,32,32,46,36,42,38,38,40,38,32,39,49,47,42,55,43,44,39,39,43,46,45,48,35,40,47,35,35,46,39,48,44,29,36,33,39,23,19,33,48,33,29,27,44,30,36,27,28,26,25,16,20,20,32,26,23,20,17,22,17,17,19,20,16,19,33,20,27,24,37,29,22,25,29,28,31,19,22,16,17,17,24,15,30,17,25,15,15,7,20,10,13,6,24,12,22,7,17,5,20,5,8,6,14,5,14,6,12,3,9,2,3,2,12,1,4,0,2,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
