町丁目,世帯数,人口,男_総数,女_総数,０歳男人数,０歳女人数,１歳男人数,１歳女人数,２歳男人数,２歳女人数,３歳男人数,３歳女人数,４歳男人数,４歳女人数,５歳男人数,５歳女人数,６歳男人数,６歳女人数,７歳男人数,７歳女人数,８歳男人数,８歳女人数,９歳男人数,９歳女人数,１０歳男人数,１０歳女人数,１１歳男人数,１１歳女人数,１２歳男人数,１２歳女人数,１３歳男人数,１３歳女人数,１４歳男人数,１４歳女人数,１５歳男人数,１５歳女人数,１６歳男人数,１６歳女人数,１７歳男人数,１７歳女人数,１８歳男人数,１８歳女人数,１９歳男人数,１９歳女人数,２０歳男人数,２０歳女人数,２１歳男人数,２１歳女人数,２２歳男人数,２２歳女人数,２３歳男人数,２３歳女人数,２４歳男人数,２４歳女人数,２５歳男人数,２５歳女人数,２６歳男人数,２６歳女人数,２７歳男人数,２７歳女人数,２８歳男人数,２８歳女人数,２９歳男人数,２９歳女人数,３０歳男人数,３０歳女人数,３１歳男人数,３１歳女人数,３２歳男人数,３２歳女人数,３３歳男人数,３３歳女人数,３４歳男人数,３４歳女人数,３５歳男人数,３５歳女人数,３６歳男人数,３６歳女人数,３７歳男人数,３７歳女人数,３８歳男人数,３８歳女人数,３９歳男人数,３９歳女人数,４０歳男人数,４０歳女人数,４１歳男人数,４１歳女人数,４２歳男人数,４２歳女人数,４３歳男人数,４３歳女人数,４４歳男人数,４４歳女人数,４５歳男人数,４５歳女人数,４６歳男人数,４６歳女人数,４７歳男人数,４７歳女人数,４８歳男人数,４８歳女人数,４９歳男人数,４９歳女人数,５０歳男人数,５０歳女人数,５１歳男人数,５１歳女人数,５２歳男人数,５２歳女人数,５３歳男人数,５３歳女人数,５４歳男人数,５４歳女人数,５５歳男人数,５５歳女人数,５６歳男人数,５６歳女人数,５７歳男人数,５７歳女人数,５８歳男人数,５８歳女人数,５９歳男人数,５９歳女人数,６０歳男人数,６０歳女人数,６１歳男人数,６１歳女人数,６２歳男人数,６２歳女人数,６３歳男人数,６３歳女人数,６４歳男人数,６４歳女人数,６５歳男人数,６５歳女人数,６６歳男人数,６６歳女人数,６７歳男人数,６７歳女人数,６８歳男人数,６８歳女人数,６９歳男人数,６９歳女人数,７０歳男人数,７０歳女人数,７１歳男人数,７１歳女人数,７２歳男人数,７２歳女人数,７３歳男人数,７３歳女人数,７４歳男人数,７４歳女人数,７５歳男人数,７５歳女人数,７６歳男人数,７６歳女人数,７７歳男人数,７７歳女人数,７８歳男人数,７８歳女人数,７９歳男人数,７９歳女人数,８０歳男人数,８０歳女人数,８１歳男人数,８１歳女人数,８２歳男人数,８２歳女人数,８３歳男人数,８３歳女人数,８４歳男人数,８４歳女人数,８５歳男人数,８５歳女人数,８６歳男人数,８６歳女人数,８７歳男人数,８７歳女人数,８８歳男人数,８８歳女人数,８９歳男人数,８９歳女人数,９０歳男人数,９０歳女人数,９１歳男人数,９１歳女人数,９２歳男人数,９２歳女人数,９３歳男人数,９３歳女人数,９４歳男人数,９４歳女人数,９５歳男人数,９５歳女人数,９６歳男人数,９６歳女人数,９７歳男人数,９７歳女人数,９８歳男人数,９８歳女人数,９９歳男人数,９９歳女人数,１００歳男人数,１００歳女人数,１０１歳男人数,１０１歳女人数,１０２歳男人数,１０２歳女人数,１０３歳男人数,１０３歳女人数,１０４歳男人数,１０４歳女人数,１０５歳男人数,１０５歳女人数,１０６歳男人数,１０６歳女人数,１０７歳男人数,１０７歳女人数,１０８歳男人数,１０８歳女人数,１０９歳男人数,１０９歳女人数,１１０歳男人数,１１０歳女人数,１１１歳男人数,１１１歳女人数,１１２歳男人数,１１２歳女人数,１１３歳男人数,１１３歳女人数,１１４歳男人数,１１４歳女人数,１１５歳男人数,１１５歳女人数,１１６歳男人数,１１６歳女人数,１１７歳男人数,１１７歳女人数,１１８歳男人数,１１８歳女人数,１１９歳男人数,１１９歳女人数,120歳以上男人数,120歳以上女人数,不詳者男人数,不詳者女人数
高円寺南1丁目,4435,6403,3218,3185,18,17,11,13,11,15,18,16,18,12,9,16,20,15,15,20,17,17,17,14,17,15,15,20,7,13,13,7,16,12,14,13,14,18,15,10,12,14,23,16,28,28,34,31,26,41,48,51,69,77,82,70,93,92,102,82,86,74,88,81,86,71,74,63,67,56,69,56,58,53,64,49,56,46,51,52,60,48,56,55,54,57,48,52,70,37,55,50,56,52,52,49,58,46,61,41,61,44,45,49,46,44,62,44,52,53,42,60,49,39,36,43,34,31,32,31,40,40,33,39,33,38,38,33,29,29,28,30,26,21,31,25,24,37,28,22,27,28,17,24,21,24,26,21,25,23,19,31,24,35,22,37,30,26,15,31,13,16,14,23,21,28,13,24,20,27,13,24,6,18,9,16,13,17,7,20,8,8,13,12,6,15,4,17,4,7,1,9,3,5,0,5,3,3,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南2丁目,5120,7126,3446,3680,19,19,16,15,17,18,17,12,16,19,10,19,19,11,15,9,9,17,13,16,5,10,10,16,10,13,7,10,8,9,12,12,11,16,12,15,10,17,26,39,31,24,32,31,45,53,49,94,64,97,82,116,84,88,95,98,100,110,107,117,98,92,89,104,91,67,65,64,62,57,69,55,61,57,77,56,80,44,83,64,74,62,69,64,59,51,63,57,54,60,48,39,53,49,61,56,48,57,54,72,58,56,63,57,53,58,57,53,51,52,56,42,49,41,33,38,46,48,32,42,40,42,42,30,27,23,29,31,22,20,27,20,23,19,22,21,23,26,20,25,19,22,25,28,21,21,33,24,26,35,24,45,19,47,18,19,14,23,19,24,13,18,26,24,15,37,16,20,10,26,7,17,11,22,6,13,13,22,8,15,5,17,2,6,2,11,3,7,3,5,1,4,3,5,0,1,1,2,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南3丁目,5134,7509,3866,3643,17,17,18,20,20,12,23,13,20,14,21,18,9,14,13,16,17,24,14,18,22,13,23,19,20,15,13,22,13,21,14,14,18,17,20,21,19,14,31,32,31,32,40,28,45,44,66,56,79,56,90,69,88,94,102,82,77,72,86,84,89,81,92,57,88,63,89,62,71,53,75,56,67,72,76,58,64,72,75,67,73,45,59,69,74,58,78,41,67,54,67,63,78,55,55,59,75,60,64,69,61,58,49,57,54,50,60,66,63,57,59,49,48,49,41,37,46,43,48,35,57,39,38,29,44,35,36,37,42,30,32,33,31,30,29,28,27,33,26,30,30,28,27,28,25,27,26,37,37,33,27,35,36,45,21,28,16,30,19,28,22,24,11,39,22,30,21,24,14,29,18,21,12,18,11,16,9,18,3,15,7,11,1,15,4,13,4,10,4,9,1,3,0,6,0,5,0,2,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南4丁目,2963,4133,2079,2054,12,14,10,10,8,9,11,9,9,12,7,6,9,12,7,10,9,11,7,8,6,3,7,5,4,9,9,4,8,7,6,4,4,8,4,7,10,8,14,11,14,17,14,20,23,27,30,34,39,32,51,32,50,40,45,52,46,48,62,56,47,47,54,44,45,36,35,26,39,31,33,50,44,37,43,31,34,25,39,35,44,39,42,34,38,37,35,38,43,44,44,36,43,34,45,37,40,36,38,46,31,28,35,34,37,30,37,30,30,26,26,30,37,24,23,18,36,24,29,32,25,20,22,16,19,17,20,22,18,16,20,21,8,13,17,18,17,22,14,12,14,12,16,10,21,12,22,22,8,25,16,12,20,31,10,18,12,9,8,12,15,13,6,16,11,14,4,12,6,13,3,12,6,9,3,11,2,12,4,7,3,11,4,6,1,10,2,4,0,4,0,2,1,1,0,4,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺南5丁目,4228,6606,3455,3151,14,18,17,18,13,15,27,21,18,18,21,22,20,20,23,17,26,21,25,23,17,15,18,17,17,27,17,19,17,14,12,19,15,19,17,20,16,21,22,20,33,24,33,40,49,41,57,46,71,50,93,66,90,58,82,65,77,69,97,74,76,79,82,49,73,54,86,55,64,40,68,49,52,48,56,45,71,46,53,35,65,57,60,60,55,47,53,47,71,47,60,44,63,52,48,51,60,49,63,50,55,53,56,47,51,42,42,44,39,40,44,51,63,48,39,39,47,48,56,38,35,26,41,30,32,27,46,35,24,28,25,13,20,23,25,31,33,16,18,25,22,28,23,23,21,18,14,19,22,34,24,18,29,44,15,16,14,20,12,20,19,15,16,37,16,22,14,15,13,19,7,23,9,24,4,29,12,17,6,13,7,10,3,14,3,8,2,12,3,5,1,6,0,5,0,3,0,2,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北1丁目,1573,2495,1305,1190,10,5,4,4,5,2,8,5,5,6,6,3,5,9,7,11,15,7,12,7,10,6,10,5,8,14,11,4,8,11,4,8,8,5,11,7,12,7,10,6,10,10,13,10,18,24,22,20,21,19,28,27,26,26,31,26,23,28,38,17,26,18,28,12,17,21,18,25,18,10,27,15,30,15,18,12,18,13,26,19,30,21,23,24,16,15,18,23,20,20,22,17,24,20,22,15,16,24,20,12,27,16,31,14,13,10,19,22,15,18,17,18,18,23,15,13,12,7,24,18,17,13,13,17,16,14,14,7,17,7,11,7,12,9,7,10,9,9,6,12,8,9,11,8,11,5,10,11,16,17,9,12,9,12,8,12,8,8,7,6,8,7,7,20,6,4,5,14,5,7,4,7,5,13,5,8,5,11,1,5,0,10,4,2,1,5,0,8,0,2,1,5,1,2,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北2丁目,3160,4326,2255,2071,14,13,5,5,10,7,7,11,10,8,13,4,10,9,12,6,10,7,11,8,8,6,9,9,9,9,5,6,7,1,7,10,6,8,6,6,11,6,18,9,18,13,36,22,21,30,45,35,42,46,62,64,55,53,61,63,67,61,66,59,53,46,48,47,52,38,47,32,43,44,39,28,54,28,27,31,42,38,48,34,54,33,62,31,44,27,40,24,45,40,31,42,37,33,35,30,38,33,44,24,36,37,38,39,42,44,30,31,36,38,40,24,30,28,19,17,28,24,31,19,24,22,11,16,23,13,17,25,19,17,15,15,17,8,17,16,13,14,10,18,15,9,17,8,9,10,12,20,14,18,17,24,9,30,11,19,12,6,13,16,13,13,9,16,7,13,9,15,5,11,8,9,10,6,1,16,7,13,3,8,4,5,2,9,3,4,1,7,0,5,2,4,1,4,0,2,1,5,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北3丁目,4075,5800,3064,2736,13,17,9,13,19,23,11,11,11,14,11,14,18,17,21,17,22,15,18,6,16,17,10,15,9,9,13,13,14,10,8,11,13,8,12,14,8,14,24,19,31,23,29,31,45,35,61,60,53,59,83,72,67,70,83,72,70,63,83,63,76,71,77,51,61,50,70,42,62,50,53,47,46,39,49,43,68,50,75,62,66,53,68,45,51,47,55,41,67,51,51,41,41,30,59,44,43,39,51,36,58,60,45,37,51,43,47,40,46,30,39,23,41,28,27,24,32,29,29,22,38,16,33,22,27,23,20,21,25,24,24,23,14,15,24,17,20,18,20,18,15,18,21,21,17,17,24,24,14,30,27,27,25,25,23,18,15,12,22,17,16,27,14,22,19,25,11,19,9,13,4,12,6,27,8,12,14,10,4,12,4,10,6,11,2,6,3,7,3,7,0,4,3,2,0,4,1,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高円寺北4丁目,2361,3593,1831,1762,16,7,11,10,5,5,14,9,9,6,7,7,7,11,9,8,3,7,12,11,15,13,7,15,9,6,11,7,6,9,9,10,6,12,18,8,10,5,14,16,12,7,18,17,15,17,23,35,39,24,57,46,45,25,48,33,37,44,34,41,42,35,35,25,34,30,38,28,36,24,22,32,28,25,39,37,29,19,33,32,28,19,28,23,27,26,32,36,35,31,41,32,35,27,29,33,30,25,35,23,30,22,22,26,30,22,36,24,39,30,24,29,26,24,19,24,26,23,13,17,26,21,20,15,21,23,10,11,11,14,28,18,11,14,14,13,13,8,15,16,8,12,11,12,16,19,19,18,16,23,22,22,18,22,8,18,7,12,12,12,10,15,10,12,7,10,9,17,5,10,6,12,3,10,6,10,7,10,3,10,3,11,1,7,0,2,2,7,3,6,1,4,1,3,0,1,0,3,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南1丁目,4891,7807,3808,3999,25,19,30,32,18,20,19,19,22,24,15,28,18,23,23,9,26,17,30,12,24,24,22,10,21,16,20,19,14,26,32,18,19,22,14,18,21,15,26,25,27,22,25,21,34,35,58,40,38,51,79,71,59,69,72,65,65,84,78,74,82,77,73,77,64,69,60,73,64,61,59,67,67,58,62,62,68,57,73,68,64,65,48,45,62,57,75,68,82,53,52,70,69,67,52,67,65,67,61,71,72,80,68,55,60,67,68,52,51,65,56,61,64,66,40,44,59,56,62,53,38,58,49,41,45,47,39,33,48,57,50,48,38,41,33,36,39,41,27,27,32,35,36,28,27,40,28,52,29,36,33,41,46,44,29,36,24,23,39,24,18,40,19,24,26,38,18,30,23,33,12,28,13,22,12,36,18,19,6,22,7,21,8,17,5,15,2,9,2,8,6,8,5,5,1,3,0,3,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南2丁目,2440,3563,1784,1779,5,7,6,9,8,7,8,10,4,9,2,8,12,8,5,8,6,6,8,5,6,8,12,8,6,7,7,4,12,10,9,6,11,10,6,7,15,8,9,8,18,17,23,18,18,16,27,33,35,36,33,46,43,42,42,48,51,34,34,46,46,41,30,38,49,32,29,37,33,30,39,37,27,29,26,33,36,29,45,29,25,33,27,25,32,33,31,26,29,28,31,16,24,26,28,29,26,20,34,33,37,27,26,31,24,25,23,27,32,27,21,20,27,20,19,19,26,22,20,18,20,19,17,20,23,13,18,15,20,21,12,20,25,11,10,15,11,13,17,18,14,16,13,19,15,15,16,12,25,18,15,17,13,20,18,16,6,10,10,11,6,14,7,15,4,10,10,10,9,13,3,6,7,6,8,10,6,6,6,5,3,4,1,6,3,1,2,2,2,3,1,7,1,5,2,2,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷南3丁目,5127,7815,3700,4115,22,20,18,19,22,28,22,22,19,23,33,27,26,22,27,16,24,24,23,26,22,13,24,21,20,21,19,18,19,16,17,17,16,22,10,17,12,14,24,19,28,26,18,31,35,46,58,59,75,74,67,87,68,87,79,90,70,79,77,103,85,82,66,83,79,77,74,68,66,73,68,70,60,61,68,68,70,67,75,63,72,69,68,49,57,75,73,67,56,64,76,86,67,62,52,62,68,67,69,74,75,74,51,62,66,65,54,71,47,48,67,65,43,53,55,59,48,50,53,54,46,47,49,43,38,47,41,37,32,40,24,35,24,38,31,22,27,22,26,52,26,23,23,30,22,26,27,43,36,35,25,44,38,46,14,41,23,22,22,33,25,29,22,27,13,30,22,27,16,17,11,22,10,24,9,19,7,17,15,18,2,8,12,17,8,12,4,13,2,7,4,6,1,7,0,6,0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北1丁目,3010,4638,2204,2434,11,17,13,14,13,15,11,14,12,11,13,19,10,11,2,10,7,22,11,9,13,8,7,13,8,16,8,12,14,11,11,10,11,14,11,5,10,14,12,11,19,15,21,23,10,29,24,38,29,41,33,49,46,39,48,44,34,55,43,44,40,34,31,43,44,36,38,54,46,44,38,37,52,30,48,38,38,39,44,40,43,33,33,45,37,33,34,30,35,47,41,36,38,32,33,37,38,32,45,38,44,50,31,34,34,47,44,30,31,36,39,46,43,36,26,26,32,37,36,29,26,24,24,29,32,23,22,22,18,19,19,15,17,13,21,15,12,21,19,26,12,15,15,27,18,25,22,24,26,28,24,23,36,29,9,26,14,15,19,16,12,18,13,22,20,20,10,20,11,17,12,19,9,21,7,12,9,14,7,11,4,8,5,12,2,11,1,6,1,5,2,3,3,1,0,4,0,5,0,2,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北2丁目,2884,4381,2150,2231,19,12,15,14,10,11,10,10,10,10,14,9,7,7,12,6,12,12,12,9,14,7,11,10,12,16,12,6,13,7,4,7,12,7,12,5,12,13,18,13,15,12,26,14,22,27,28,37,32,40,54,42,45,48,36,43,50,46,34,38,45,36,32,39,35,45,36,38,30,37,37,44,47,33,43,42,46,30,40,33,33,45,32,39,41,38,36,33,37,36,26,37,44,37,37,32,36,31,32,37,33,35,34,33,28,30,31,39,36,25,30,36,38,37,35,31,32,36,30,29,34,32,32,27,20,11,27,23,17,27,17,16,14,21,16,20,17,20,15,22,30,21,20,12,14,23,10,30,25,27,20,24,20,28,14,17,11,19,16,21,23,13,12,9,13,16,11,13,6,13,7,10,2,16,11,11,2,14,2,13,4,4,4,12,3,9,0,8,2,5,2,3,1,2,0,1,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北3丁目,2438,3995,1940,2055,9,15,10,14,13,16,6,8,11,10,9,11,10,13,14,22,17,13,11,14,17,14,17,13,19,12,18,19,15,11,13,8,13,16,10,11,21,16,18,17,22,7,12,12,14,27,32,26,21,23,26,27,32,17,32,28,24,25,31,33,26,30,43,37,25,30,27,18,14,23,21,27,25,29,29,28,31,23,33,25,31,35,27,31,32,29,30,34,32,31,41,31,29,37,39,39,33,32,46,31,30,34,37,30,37,24,33,31,31,34,33,26,31,24,22,28,28,25,33,21,20,19,24,27,18,17,25,13,17,22,18,27,20,19,13,18,17,15,17,20,20,18,13,27,24,23,13,21,21,26,26,27,18,28,17,24,13,16,12,20,16,26,16,20,12,28,14,21,8,20,9,18,16,14,6,11,6,16,5,18,3,17,10,9,2,7,2,9,0,4,2,4,0,4,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北4丁目,2504,4126,2005,2121,17,13,14,15,14,13,14,19,15,10,14,18,11,12,9,8,13,12,11,9,16,11,10,10,16,11,13,10,10,14,16,12,12,8,11,21,13,9,19,18,15,13,18,16,16,17,22,23,35,37,30,24,37,29,30,35,38,42,43,41,30,36,40,30,27,44,34,36,26,37,35,42,32,30,32,19,35,38,39,34,25,30,24,31,34,32,33,32,39,34,31,27,39,34,42,41,36,38,33,29,35,29,28,45,33,38,36,38,39,34,32,24,37,28,23,22,24,26,35,32,32,27,21,22,16,22,20,14,14,24,20,17,24,22,20,18,9,24,26,16,19,20,18,18,8,18,12,19,15,20,25,20,19,30,17,19,11,11,11,23,15,25,19,18,11,12,10,14,8,10,4,12,6,17,7,8,8,12,7,13,1,13,3,11,3,6,1,3,2,7,0,4,1,4,1,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北5丁目,2191,3841,1876,1965,10,7,9,17,9,12,8,9,14,10,11,9,11,18,16,11,15,16,19,11,16,18,15,13,19,25,15,13,19,12,17,8,13,13,14,9,19,11,11,12,25,13,23,22,18,20,26,23,28,32,33,30,25,34,20,35,19,38,41,33,30,28,31,29,24,28,25,28,30,25,29,33,38,26,26,18,24,21,36,36,21,28,34,34,29,25,29,36,36,32,21,27,27,32,34,26,22,33,31,36,33,40,29,21,33,31,28,24,30,34,23,32,36,28,22,19,39,17,17,25,31,28,13,24,30,17,17,16,23,20,23,17,18,17,16,18,12,27,23,16,18,12,8,16,10,13,24,21,16,26,20,18,22,30,12,23,18,18,15,19,16,13,12,21,19,11,9,8,9,15,1,10,5,9,7,10,1,16,6,9,6,8,2,10,0,8,4,4,0,11,2,6,1,5,0,2,0,1,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿佐谷北6丁目,1805,3364,1659,1705,6,13,4,6,10,8,12,8,13,11,7,8,16,15,14,11,17,13,11,20,18,13,15,12,14,13,19,11,18,15,14,12,16,14,9,12,14,6,12,15,19,13,17,29,13,27,29,28,20,29,25,20,29,16,22,21,21,20,17,21,21,19,22,29,23,20,26,19,16,27,23,19,20,20,16,22,27,25,27,16,24,26,27,23,18,20,17,28,31,23,22,35,38,30,21,27,31,30,30,22,31,26,41,32,30,28,35,29,30,26,26,26,29,30,16,22,21,22,23,22,32,16,22,20,15,20,11,23,18,14,18,16,20,13,16,15,19,10,12,11,13,11,11,11,5,14,11,12,16,16,23,34,16,25,11,18,18,15,8,20,15,13,6,21,15,17,15,10,5,12,10,11,8,12,8,9,4,8,5,11,4,9,7,11,2,7,2,7,1,2,0,1,3,1,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼1丁目,2483,4048,2134,1914,8,8,15,10,19,16,13,19,10,1,16,13,7,14,12,8,13,12,12,18,9,11,18,16,6,12,14,17,17,13,12,12,12,10,16,16,9,12,24,14,14,14,17,15,26,27,37,30,40,33,45,37,57,34,40,39,44,51,42,28,31,26,36,29,45,22,39,34,35,36,36,23,32,36,32,31,38,28,33,19,34,31,29,25,31,23,37,19,36,27,22,35,41,22,30,24,30,30,31,30,45,40,40,21,28,26,40,32,36,30,31,29,30,22,26,31,28,21,29,24,27,21,32,18,30,25,18,17,23,27,15,16,19,16,18,20,18,12,16,21,19,13,20,10,19,15,18,19,17,17,28,27,17,20,15,19,16,11,13,13,11,11,11,12,13,14,6,11,11,13,6,14,6,9,10,15,6,8,2,15,3,6,3,3,3,9,1,6,5,9,2,8,0,2,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼2丁目,3128,5261,2573,2688,10,11,8,15,15,9,12,19,20,15,14,11,12,27,31,20,21,21,23,20,18,19,20,18,17,18,13,12,19,16,16,14,11,19,18,26,18,16,22,17,14,16,19,18,19,33,28,39,47,49,52,48,48,47,38,52,55,56,43,57,40,33,46,49,47,44,43,35,36,32,32,35,43,31,44,28,50,35,40,33,39,45,36,30,46,38,59,41,57,36,43,44,50,32,36,34,33,37,40,40,36,26,36,52,33,35,54,56,40,48,35,38,36,33,40,33,38,41,33,47,36,34,25,26,32,32,32,27,23,25,27,26,29,30,23,24,29,16,19,22,26,24,29,25,20,26,26,24,28,20,20,31,29,29,15,34,14,19,12,24,13,20,23,18,14,22,16,20,9,19,9,19,9,16,11,12,8,21,5,24,6,11,2,11,4,10,2,13,4,11,1,7,0,3,1,4,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天沼3丁目,3990,6148,2966,3182,21,23,26,24,21,18,18,22,22,18,19,28,15,16,17,9,15,29,13,14,19,10,16,12,20,12,20,13,17,13,17,12,12,9,18,18,14,11,15,29,18,16,16,24,25,29,42,54,51,44,57,71,72,74,51,77,70,58,68,78,55,56,66,71,59,68,69,65,59,45,57,49,47,50,45,44,52,39,48,47,40,46,63,38,46,54,37,34,61,53,56,43,48,54,58,56,53,56,55,58,48,49,46,46,55,42,45,51,41,49,40,46,37,30,39,34,47,45,28,41,42,22,35,49,36,34,25,31,26,24,28,22,26,30,22,27,21,24,26,24,20,24,24,14,24,31,26,30,25,35,27,34,33,36,17,24,14,15,19,30,15,24,14,30,12,26,11,20,15,18,7,18,10,19,8,20,7,13,7,23,4,24,7,11,1,4,0,6,2,7,1,9,0,8,2,3,1,6,1,2,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼1丁目,1834,3189,1626,1563,14,12,13,12,12,13,11,16,10,12,16,17,12,24,10,19,8,8,10,6,12,8,12,12,11,11,9,7,10,10,13,11,12,8,14,4,9,5,7,6,11,15,11,9,23,9,16,18,21,15,27,18,23,25,31,21,28,34,24,21,33,21,35,28,30,29,21,23,27,21,33,18,25,24,26,32,27,18,27,35,28,19,31,23,32,27,23,32,34,24,27,24,24,27,27,22,34,23,24,20,29,26,40,22,21,18,26,14,29,19,31,28,19,22,24,14,28,16,20,22,19,18,14,12,12,14,17,31,14,10,13,11,6,13,11,14,16,11,7,14,19,6,4,8,14,18,12,13,10,13,18,22,16,30,21,19,9,14,9,21,10,12,13,17,15,16,8,10,7,13,8,11,4,7,5,8,3,14,4,6,1,14,5,1,1,5,2,4,0,4,1,2,2,1,1,5,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本天沼2丁目,2446,4594,2324,2270,15,12,18,19,16,17,15,10,24,19,21,25,20,19,19,11,18,21,34,15,29,24,16,20,21,14,21,18,17,14,18,14,23,20,15,17,17,12,20,22,18,21,22,30,31,20,27,21,33,30,40,34,32,31,37,25,36,35,38,30,28,27,30,24,31,33,43,29,30,39,33,35,28,22,31,23,36,36,29,27,31,36,33,29,32,34,36,26,33,35,43,42,40,34,36,39,38,36,36,33,36,45,40,39,36,29,34,39,32,18,24,26,42,36,28,22,42,33,28,29,31,25,21,26,30,22,26,26,25,30,18,25,24,17,11,20,22,17,17,17,11,24,24,16,23,19,21,18,26,26,21,24,40,28,23,29,19,19,17,18,18,16,15,25,20,24,8,15,7,15,14,13,12,21,9,18,7,16,7,15,4,9,8,15,5,12,3,7,1,4,1,10,2,4,0,5,1,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
