地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
3,13360,大島支庁,11046,5688,5358,106.1590146,0.078340464,140.92,78,-3,5637
4,13361,大島町,6697,3468,3229,107.4016723,0.047496477,90.76,74,0,3490
4,13362,利島村,334,190,144,131.9444444,0.002368796,4.04,83,2,204
4,13363,新島村,2263,1123,1140,98.50877193,0.016049653,27.54,82,-1,1129
4,13364,神津島村,1752,907,845,107.3372781,0.012425538,18.58,94,-4,814
3,13380,三宅支庁,2458,1369,1089,125.7116621,0.017432633,75.65,32,-9,1487
4,13381,三宅村,2155,1200,955,125.6544503,0.015283696,55.26,39,-9,1308
4,13382,御蔵島村,303,169,134,126.119403,0.002148937,20.39,15,0,179
3,13400,八丈支庁,6934,3491,3443,101.394133,0.049177329,83,84,-10,3813
4,13401,八丈町,6768,3393,3375,100.5333333,0.048000024,72.24,94,-12,3690
4,13402,青ヶ島村,166,98,68,144.1176471,0.001177306,5.95,28,2,123
3,13420,小笠原支庁,2930,1805,1125,160.4444444,0.020780152,106.88,27,8,1501
4,13421,小笠原村,2930,1805,1125,160.4444444,0.020780152,106.88,27,8,1501
,,,,,,,,,,,
東京都の人口（推計）_令和5年10月,,,,,,,,,,,
東京都の人口（推計）令和5年10月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和5年4月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
