階層コード,地域コード,地域,人口総数／2023-04-01,人口総数／2022-04-01,人口総数／2021-04-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14063564,13995469,14033664,68095,0.49 ,29900,0.21 
1,13100,区部,9748492,9680548,9717683,67944,0.70 ,30809,0.32 
1,13200,市部,4237751,4236727,4236932,1024,0.02 ,819,0.02 
1,13300,郡部,54382,54837,55221,-455,-0.83 ,-839,-1.52 
1,13350,島部,22939,23357,23828,-418,-1.79 ,-889,-3.73 
,,,,,,,,,
東京都の人口（推計）_令和5年4月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
