地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14031030,6882936,7148094,96.29050765,100,2194.05,6395,-3831,7334344
1,13100,区部,9716776,4762550,4954226,96.13106063,69.25205063,627.53,15484,-704,5286255
1,13200,市部,4236236,2080895,2155341,96.54597579,30.19191036,783.95,5404,-2990,2013635
2,13300,郡部,54404,27040,27364,98.81596258,0.387740601,375.86,145,-100,21972
2,13350,島部,23614,12451,11163,111.538117,0.168298407,406.71,58,-37,12482
1,13100,区部,9716776,4762550,4954226,96.13106063,69.25205063,627.53,15484,-704,5286255
4,13101,千代田区,67715,34146,33569,101.7188477,0.482608903,11.66,5807,166,37903
4,13102,中央区,173547,82878,90669,91.40720643,1.236879972,10.21,16998,417,95811
4,13103,港区,262552,124105,138447,89.64080117,1.871223994,20.37,12889,344,148454
4,13104,新宿区,351028,176041,174987,100.6023305,2.501797801,18.22,19266,-57,227587
4,13105,文京区,242909,116871,126038,92.72679668,1.731227144,11.29,21515,-36,136484
4,13106,台東区,215964,110584,105380,104.9383185,1.539188499,10.11,21361,162,130597
4,13107,墨田区,276569,136458,140111,97.39278144,1.971124002,13.77,20085,150,152992
4,13108,江東区,530840,260838,270002,96.60595107,3.783328808,43.01,12342,279,273021
4,13109,品川区,419143,206593,212550,97.19736533,2.987257528,22.84,18351,-12,237563
4,13110,目黒区,284683,133879,150804,88.7768229,2.028952971,14.67,19406,42,154738
4,13111,大田区,739713,368967,370746,99.52015666,5.27197932,61.86,11958,-321,401340
4,13112,世田谷区,936535,441969,494566,89.36501903,6.674741626,58.05,16133,-311,491869
4,13113,渋谷区,242563,116970,125593,93.13417149,1.728761181,15.11,16053,166,150142
4,13114,中野区,343251,171659,171592,100.0390461,2.446370651,15.59,22017,-168,209170
4,13115,杉並区,586997,282603,304394,92.84118609,4.183563145,34.06,17234,-188,335789
4,13116,豊島区,303019,152009,151010,100.6615456,2.159634752,13.01,23291,-94,186837
4,13117,北区,355291,176682,178609,98.921107,2.53218046,20.61,17239,-88,193189
4,13118,荒川区,217783,107830,109953,98.06917501,1.552152622,10.16,21435,-76,114207
4,13119,板橋区,581492,284117,297375,95.54165616,4.144328677,32.22,18048,-281,318951
4,13120,練馬区,750435,359937,390498,92.17383956,5.348395663,48.08,15608,-196,379048
4,13121,足立区,693092,346177,346915,99.78726777,4.939708632,53.25,13016,-238,354327
4,13122,葛飾区,452939,225206,227733,98.89036723,3.228123666,34.8,13015,-21,221491
4,13123,江戸川区,688716,346031,342685,100.9764069,4.908520615,49.9,13802,-343,334745
1,13200,市部,4236236,2080895,2155341,96.54597579,30.19191036,783.95,5404,-2990,2013635
4,13201,八王子市,578986,290952,288034,101.0130748,4.126468264,186.38,3106,-642,273947
4,13202,立川市,184469,91280,93189,97.95147496,1.314721727,24.36,7573,-156,92080
4,13203,武蔵野市,150384,72081,78303,92.05394429,1.07179587,10.98,13696,-52,78388
