国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-2990,2748,30806,28058,-1392,35909,37301,-5256,6645,11901,910,-4286
総数,1,13100,区部,-249,2726,24474,21748,-929,27437,28366,-3023,4850,7873,977,-1566
総数,4,13101,千代田区,59,38,182,144,-39,342,381,5,44,39,55,-5
総数,4,13102,中央区,316,117,502,385,38,769,731,62,135,73,99,252
総数,4,13103,港区,545,164,690,526,106,1143,1037,29,179,150,246,303
総数,4,13104,新宿区,-504,188,1123,935,-529,1433,1962,-85,169,254,-78,-207
総数,4,13105,文京区,90,137,612,475,-44,875,919,-6,134,140,3,62
総数,4,13106,台東区,207,185,731,546,60,916,856,-70,114,184,32,157
総数,4,13107,墨田区,489,253,927,674,228,1078,850,-74,165,239,82,345
総数,4,13108,江東区,242,131,1214,1083,63,1418,1355,-110,283,393,158,-94
総数,4,13109,品川区,130,200,1179,979,-89,1199,1288,-70,235,305,89,-4
総数,4,13110,目黒区,-63,104,746,642,-61,1013,1074,-64,145,209,-42,-43
総数,4,13111,大田区,91,278,2167,1889,-17,1333,1350,-218,389,607,48,-37
総数,4,13112,世田谷区,-171,135,2141,2006,-140,2228,2368,-190,447,637,24,-236
総数,4,13113,渋谷区,42,67,550,483,-11,1063,1074,-32,128,160,18,4
総数,4,13114,中野区,15,191,969,778,-98,1400,1498,-87,172,259,9,-5
総数,4,13115,杉並区,-304,172,1291,1119,-267,1749,2016,-194,269,463,-15,-268
総数,4,13116,豊島区,-61,202,941,739,-177,1215,1392,-44,146,190,-42,-52
総数,4,13117,北区,116,191,1088,897,218,1293,1075,-226,160,386,-67,106
総数,4,13118,荒川区,8,98,583,485,-13,691,704,-95,118,213,18,-53
総数,4,13119,板橋区,-229,-35,1427,1462,-14,1410,1424,-241,246,487,61,-334
総数,4,13120,練馬区,-478,-56,1410,1466,-78,1615,1693,-295,348,643,-49,-438
総数,4,13121,足立区,-154,71,1615,1544,95,1258,1163,-429,307,736,109,-229
総数,4,13122,葛飾区,-146,16,992,976,52,932,880,-280,205,485,66,-221
総数,4,13123,江戸川区,-489,-121,1394,1515,-212,1064,1276,-309,312,621,153,-569
総数,1,13200,市部,-2742,5,6229,6224,-524,8307,8831,-2152,1772,3924,-71,-2714
総数,4,13201,八王子市,-760,-104,818,922,-213,767,980,-380,220,600,-63,-726
総数,4,13202,立川市,-85,-23,241,264,10,487,477,-73,90,163,1,-99
総数,4,13203,武蔵野市,-53,52,270,218,-76,457,533,-39,70,109,10,-72
