階層コード,地域コード,地域,人口総数／2023-05-01,人口総数／2022-05-01,人口総数／2021-05-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14085336,14016946,14039541,68390,0.49 ,45795,0.33 
1,13100,区部,9764662,9697569,9718579,67093,0.69 ,46083,0.47 
1,13200,市部,4242866,4240730,4241556,2136,0.05 ,1310,0.03 
1,13300,郡部,54381,54822,55158,-441,-0.80 ,-777,-1.41 
1,13350,島部,23427,23825,24248,-398,-1.67 ,-821,-3.39 
,,,,,,,,,
東京都の人口（推計）_令和5年5月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
