階層コード,地域コード,地域,人口総数／2023-06-01,人口総数／2022-06-01,人口総数／2021-06-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14090347,14029726,14034462,60621,0.43 ,55885,0.40 
1,13100,区部,9770063,9708655,9713992,61408,0.63 ,56071,0.58 
1,13200,市部,4242540,4242467,4241123,73,0.00 ,1417,0.03 
1,13300,郡部,54314,54773,55138,-459,-0.84 ,-824,-1.49 
1,13350,島部,23430,23831,24209,-401,-1.68 ,-779,-3.22 
,,,,,,,,,
東京都の人口（推計）_令和5年6月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
