階層コード,地域コード,地域,人口総数／2023-10-01,人口総数／2022-10-01,人口総数／2021-10-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14099993,14040732,14011487,59261,0.42 ,88506,0.63 
1,13100,区部,9783988,9720389,9691689,63599,0.65 ,92299,0.95 
1,13200,市部,4238489,4241974,4240673,-3485,-0.08 ,-2184,-0.05 
1,13300,郡部,54148,54636,55015,-488,-0.89 ,-867,-1.58 
1,13350,島部,23368,23733,24110,-365,-1.54 ,-742,-3.08 
,,,,,,,,,
東京都の人口（推計）_令和5年10月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
