地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
1,13200,市部,4237663,2080725,2156938,96.46661146,30.03379673,783.95,5406,-1314,2031829
4,13201,八王子市,578454,290672,287782,101.0042324,4.099705393,186.38,3104,-112,276930
4,13202,立川市,184905,91423,93482,97.79743694,1.310486272,24.36,7591,-92,93127
4,13203,武蔵野市,150323,72047,78276,92.04226072,1.065391568,10.98,13691,-190,78807
4,13204,三鷹市,195400,94082,101318,92.85812985,1.384868,16.42,11900,-123,97427
4,13205,青梅市,130731,65262,65469,99.68381982,0.926536225,103.31,1265,-72,57864
4,13206,府中市,262720,130828,131892,99.19327935,1.861988336,29.43,8927,58,126765
4,13207,昭島市,114858,57104,57754,98.87453683,0.814038734,17.34,6624,65,54073
4,13208,調布市,243807,117372,126435,92.8318899,1.727945304,21.58,11298,8,123236
4,13209,町田市,432411,210775,221636,95.0996228,3.064647679,71.55,6043,-87,199264
4,13210,小金井市,127368,62329,65039,95.83326927,0.902701471,11.3,11272,-56,64381
4,13211,小平市,200529,97966,102563,95.51787682,1.421219013,20.51,9777,-116,94434
4,13212,日野市,190929,94917,96012,98.85951756,1.353180462,27.55,6930,-58,92930
4,13213,東村山市,152034,73818,78216,94.37710954,1.077518022,17.14,8870,-41,70624
4,13214,国分寺市,131534,63939,67595,94.59131593,0.932227367,11.46,11478,-17,65787
4,13215,国立市,76532,37078,39454,93.97779693,0.542408996,8.15,9390,5,38900
4,13218,福生市,55931,27886,28045,99.43305402,0.396402518,10.16,5505,-6,28987
4,13219,狛江市,83633,40294,43339,92.97399571,0.592736261,6.39,13088,-91,42764
4,13220,東大和市,83724,40894,42830,95.47980388,0.59338121,13.42,6239,-18,37593
4,13221,清瀬市,75968,36341,39627,91.70767406,0.538411731,10.23,7426,-18,35798
4,13222,東久留米市,114893,55243,59650,92.61190277,0.814286792,12.88,8920,-84,52412
4,13223,武蔵村山市,69838,34638,35200,98.40340909,0.494966281,15.32,4559,13,30769
4,13224,多摩市,146194,71299,74895,95.19861139,1.036127903,21.01,6958,-82,70451
4,13225,稲城市,94911,47527,47384,100.3017896,0.672667383,17.97,5282,3,41672
4,13227,羽村市,54040,27347,26693,102.4500805,0.383000341,9.9,5459,-20,24779
4,13228,あきる野市,78550,38809,39741,97.65481493,0.556711266,73.47,1069,-20,33044
4,13229,西東京市,207446,100835,106611,94.58217257,1.470242206,15.75,13171,-163,99011
1,13550,町村部　注２）,77461,39297,38164,102.9687664,0.548993143,788.47,98,-31,34637
2,13300,郡部,54125,26936,27189,99.06947663,0.383602766,375.86,144,-15,22212
4,13303,瑞穂町,31217,15716,15501,101.3870073,0.221245775,16.85,1853,4,13409
4,13305,日の出町,16666,8139,8527,95.44974786,0.118117759,28.07,594,-2,6155
4,13307,檜原村,1880,919,961,95.62955255,0.013324216,105.41,18,4,794
4,13308,奥多摩町,4362,2162,2200,98.27272727,0.030915016,225.53,19,-21,1854
2,13350,島部,23336,12361,10975,112.6287016,0.165390377,412.61,57,-16,12425
3,13360,大島支庁,11010,5676,5334,106.4116985,0.078031713,140.92,78,-10,5627
4,13361,大島町,6682,3467,3215,107.8382582,0.047357666,90.76,74,-3,3488
4,13362,利島村,330,188,142,132.3943662,0.002338825,4.04,82,-2,203
4,13363,新島村,2255,1118,1137,98.3289358,0.015981972,27.54,82,-3,1125
4,13364,神津島村,1743,903,840,107.5,0.012353249,18.58,94,-2,811
3,13380,三宅支庁,2449,1369,1080,126.7592593,0.017356918,75.65,32,-7,1476
4,13381,三宅村,2147,1199,948,126.4767932,0.015216538,55.26,39,-5,1298
4,13382,御蔵島村,302,170,132,128.7878788,0.002140379,20.39,15,-2,178
3,13400,八丈支庁,6935,3498,3437,101.7748036,0.049150765,83,84,-4,3812
4,13401,八丈町,6772,3402,3370,100.9495549,0.047995528,72.24,94,-3,3689
4,13402,青ヶ島村,163,96,67,143.2835821,0.001155238,5.95,27,-1,123
3,13420,小笠原支庁,2942,1818,1124,161.7437722,0.020850981,113.04,26,5,1510
4,13421,小笠原村,2942,1818,1124,161.7437722,0.020850981,113.04,26,5,1510
,,,,,,,,,,,
東京都の人口（推計）_令和5年12月,,,,,,,,,,,
東京都の人口（推計）令和5年12月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和5年7月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
