階層コード,地域コード,地域,人口総数／2023-03-01,人口総数／2022-03-01,人口総数／2021-03-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14028040,13972039,14018509,56001,0.400807642,9531,0.067988686
1,13100,区部,9716527,9660461,9706508,56066,0.580365678,10019,0.103219407
1,13200,市部,4233494,4232684,4232322,810,0.019136794,1172,0.027691655
1,13300,郡部,54446,54916,55323,-470,-0.855852575,-877,-1.585235797
1,13350,島部,23573,23978,24356,-405,-1.689048294,-783,-3.214813598
,,,,,,,,,
東京都の人口（推計）_令和5年3月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
