階層コード,地域コード,地域,人口総数／2023-11-01,人口総数／2022-11-01,人口総数／2021-11-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14110733,14044538,14002563,66195,0.47 ,108170,0.77 
1,13100,区部,9794264,9724291,9683771,69973,0.72 ,110493,1.14 
1,13200,市部,4238977,4241894,4239684,-2917,-0.07 ,-707,-0.02 
1,13300,郡部,54140,54630,55009,-490,-0.90 ,-869,-1.58 
1,13350,島部,23352,23723,24099,-371,-1.56 ,-747,-3.10 
,,,,,,,,,
東京都の人口（推計）_令和5年11月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
