国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-3831,2461,27100,24639,-1187,30349,31536,-7842,7626,15468,2737,-6830
総数,1,13100,区部,-704,2213,21490,19277,-1066,23256,24322,-4519,5553,10072,2668,-3650
総数,4,13101,千代田区,166,66,201,135,21,345,324,23,57,34,56,129
総数,4,13102,中央区,417,89,449,360,75,714,639,75,183,108,178,248
総数,4,13103,港区,344,100,602,502,-109,879,988,-9,211,220,362,45
総数,4,13104,新宿区,-57,162,1012,850,-273,1278,1551,-149,169,318,203,-112
総数,4,13105,文京区,-36,127,495,368,-159,600,759,-42,157,199,38,-73
総数,4,13106,台東区,162,171,634,463,6,782,776,-103,109,212,88,47
総数,4,13107,墨田区,150,158,780,622,23,877,854,-92,188,280,61,34
総数,4,13108,江東区,279,260,1154,894,43,1176,1133,-194,312,506,170,0
総数,4,13109,品川区,-12,88,997,909,-4,1107,1111,-141,279,420,45,-75
総数,4,13110,目黒区,42,84,663,579,-26,912,938,-67,168,235,51,-13
総数,4,13111,大田区,-321,136,1880,1744,-108,1171,1279,-407,400,807,58,-407
総数,4,13112,世田谷区,-311,-9,1787,1796,-139,1914,2053,-287,490,777,124,-460
総数,4,13113,渋谷区,166,109,552,443,61,966,905,-25,155,180,21,65
総数,4,13114,中野区,-168,118,862,744,-214,1117,1331,-152,208,360,80,-244
総数,4,13115,杉並区,-188,162,1114,952,-198,1438,1636,-289,311,600,137,-343
総数,4,13116,豊島区,-94,107,816,709,-142,1030,1172,-141,155,296,82,-153
総数,4,13117,北区,-88,122,886,764,-9,827,836,-255,201,456,54,-155
総数,4,13118,荒川区,-76,40,457,417,1,580,579,-120,131,251,3,-128
総数,4,13119,板橋区,-281,63,1256,1193,-32,1209,1241,-395,260,655,83,-427
総数,4,13120,練馬区,-196,-2,1317,1319,106,1499,1393,-384,420,804,84,-340
総数,4,13121,足立区,-238,82,1447,1365,92,1056,964,-594,361,955,182,-424
総数,4,13122,葛飾区,-21,84,863,779,105,844,739,-385,260,645,175,-261
総数,4,13123,江戸川区,-343,-104,1266,1370,-186,935,1121,-386,368,754,333,-603
総数,1,13200,市部,-2990,240,5521,5281,-127,6967,7094,-3180,2039,5219,77,-3046
総数,4,13201,八王子市,-642,-6,700,706,-25,623,648,-586,239,825,-25,-617
総数,4,13202,立川市,-156,32,257,225,-26,401,427,-154,78,232,-8,-148
総数,4,13203,武蔵野市,-52,66,256,190,-37,379,416,-85,85,170,4,-68
総数,4,13204,三鷹市,-48,42,267,225,6,406,400,-89,118,207,-7,-64
総数,4,13205,青梅市,-150,13,130,117,27,192,165,-197,41,238,7,-169
総数,4,13206,府中市,-238,-64,283,347,-23,397,420,-134,133,267,-17,-229
総数,4,13207,昭島市,-28,-18,113,131,11,210,199,-72,71,143,51,-26
総数,4,13208,調布市,-48,7,341,334,30,491,461,-101,143,244,16,-33
総数,4,13209,町田市,-259,118,783,665,-42,322,364,-375,187,562,40,-271
総数,4,13210,小金井市,-113,5,176,171,-67,276,343,-56,68,124,5,-106
総数,4,13211,小平市,-173,32,237,205,-41,340,381,-119,108,227,-45,-120
総数,4,13212,日野市,-65,49,246,197,28,322,294,-147,84,231,5,-81
総数,4,13213,東村山市,-100,-18,179,197,26,235,209,-123,77,200,15,-134
総数,4,13214,国分寺市,-70,-18,167,185,0,317,317,-66,69,135,14,-60
総数,4,13215,国立市,-38,6,100,94,-9,175,184,-43,34,77,8,-31
総数,4,13218,福生市,-83,-3,68,71,7,138,131,-44,27,71,-43,-57
総数,4,13219,狛江市,-93,11,151,140,-50,137,187,-51,43,94,-3,-98
総数,4,13220,東大和市,17,22,85,63,66,190,124,-68,47,115,-3,7
総数,4,13221,清瀬市,-123,-43,88,131,-5,109,114,-79,30,109,4,-120
総数,4,13222,東久留米市,-70,-26,109,135,68,230,162,-110,48,158,-2,-69
総数,4,13223,武蔵村山市,-41,-9,79,88,-2,132,134,-48,35,83,18,-77
総数,4,13224,多摩市,-67,36,201,165,-26,247,273,-96,60,156,19,-92
総数,4,13225,稲城市,-23,21,144,123,-6,132,138,-40,51,91,2,-35
総数,4,13227,羽村市,-50,10,65,55,-25,94,119,-51,20,71,16,-61
総数,4,13228,あきる野市,-64,13,62,49,5,124,119,-85,36,121,3,-57
総数,4,13229,西東京市,-213,-38,234,272,-17,348,365,-161,107,268,3,-230
総数,1,13550,町村部,-137,8,89,81,6,126,120,-143,34,177,-8,-134
総数,2,13300,郡部,-100,11,52,41,8,101,93,-111,14,125,-8,-98
総数,4,13303,瑞穂町,-25,16,34,18,8,60,52,-39,9,48,-10,-24
